Block	Individual	Age	Competition Treatment	Month	# Rosettes	Total Leaf #	Length (cm)	Width (cm)	Area (cm^2)	Mortality	Fv/Fm	SPAD	SLA (cm^2/g)	RWC (g/g * 100)		Month	Number
1a	4	old	NoComp	10	9	40	4.3	0.6	2.58	alive	0.762	49.5	.	.			
1b	5	young	NoComp	10	13	122	8.3	1.3	10.79	alive	0.794	44.55	.	.			
1a	7	young	NoComp	10	10	51	3.1	0.7	2.17	alive	0.799	40.6	.	.			
1a	9	young	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
1b	11	young	NoComp	10	8	71	4.6	1.1	5.06	alive	0.762	48.9	.	.			
1a	13	young	NoComp	10	14	98	6.3	1.2	7.56	alive	0.7	62.6	.	.			
1b	14	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
1a	16	old	NoComp	10	12	42	2.5	0.7	1.75	alive	0.7	42.35	.	.			
1b	17	young	NoComp	10	17	114	7.7	0.8	6.16	alive	0.811	49.4	.	.			
1b	18	old	NoComp	10	8	50	3.2	1.3	4.16	alive	0.75	44.35	.	.			
1b	19	young	NoComp	10	15	135	5.5	1.5	8.25	alive	0.816	54.1	.	.			
1a	20	old	NoComp	10	2	2	0.5	0.2	0.1	alive	.	.	.	.			
1a	21	young	NoComp	10	19	155	8	1.8	14.4	alive	0.792	36.1	.	.			
1a	22	old	NoComp	10	5	16	3.9	1	3.9	alive	0.791	39.05	.	.			
1a	23	young	NoComp	10	22	128	7.8	1.2	9.36	alive	0.76	61.15	.	.			
1a	27	young	NoComp	10	13	66	3.6	0.5	1.8	alive	0.709	46.4	.	.			
1a	28	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
1a	29	young	NoComp	10	9	31	3.8	0.4	1.52	alive	0.729	56.25	.	.			
1b	30	old	NoComp	10	5	16	2.1	0.7	1.47	alive	.	43.35	.	.			
1a	32	old	NoComp	10	8	34	2.7	0.5	1.35	alive	0.747	33.95	.	.			
1b	33	young	NoComp	10	12	32	3.4	0.8	2.72	alive	0.79	58.2	.	.			
1b	34	old	NoComp	10	14	152	8.8	1.5	13.2	alive	0.813	29.5	.	.			
1b	35	young	NoComp	10	17	95	6.6	1	6.6	alive	0.753	35	.	.			
1a	36	old	NoComp	10	13	92	3.4	0.5	1.7	alive	0.753	35.5	.	.			
1b	38	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
1a	45	young	Comp	10	7	19	9.1	0.8	7.28	alive	0.818	41.95	.	.			
1b	46	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
1b	48	old	Comp	10	2	2	0.8	0.3	0.24	alive	.	.	.	.			
1b	50	old	Comp	10	11	43	4.2	0.8	3.36	alive	0.805	34.95	.	.			
1a	53	young	Comp	10	7	99	8.3	1.4	11.62	alive	0.763	32.6	.	.			
1a	55	young	Comp	10	7	56	5.1	1	5.1	alive	0.785	36.3	.	.			
1a	57	young	Comp	10	.	.	.	.	.	dead	.	.	.	.			
1b	58	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
1a	59	young	Comp	10	3	28	5.2	1.4	7.28	alive	0.814	53.6	.	.			
1a	61	young	Comp	10	6	11	1.4	0.4	0.56	alive	.	.	.	.			
1a	63	young	Comp	10	.	.	.	.	.	dead	.	.	.	.			
1a	65	young	Comp	10	12	49	4.1	1.1	4.51	alive	0.727	50.55	.	.			
1a	66	old	Comp	10	9	40	2.2	1	2.2	alive	0.711	38.75	.	.			
1b	67	young	Comp	10	11	54	6.1	1.7	10.37	alive	0.813	31.95	.	.			
1b	69	young	Comp	10	5	23	3.7	1.2	4.44	alive	0.798	33	.	.			
1a	71	young	Comp	10	8	41	3.8	0.8	3.04	alive	0.799	48.85	.	.			
1a	72	old	Comp	10	13	76	7.2	1.3	9.36	alive	0.805	54.1	.	.			
2b	73	young	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
2a	74	old	NoComp	10	30	162	8.8	0.8	7.04	alive	0.758	54.3	.	.			
2b	75	young	NoComp	10	14	62	6	1.2	7.2	alive	0.735	24.55	.	.			
2a	76	old	NoComp	10	6	12	3.1	0.7	2.17	alive	0.677	55.75	.	.			
2b	77	young	NoComp	10	10	77	6.5	0.9	5.85	alive	0.727	54.85	.	.			
2a	79	young	NoComp	10	8	53	5.5	1	5.5	alive	0.801	52.8	.	.			
2a	80	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
2b	81	young	NoComp	10	25	290	11.7	1.8	21.06	alive	0.744	50.45	.	.			
2b	82	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
2a	83	young	NoComp	10	12	136	8.2	0.9	7.38	alive	0.765	45.4	.	.			
2a	84	old	NoComp	10	6	22	2.8	0.3	0.84	alive	.	.	.	.			
2a	85	young	NoComp	10	9	103	7.6	1.8	13.68	alive	0.805	56.65	.	.			
2b	86	old	NoComp	10	9	48	2.7	0.8	2.16	alive	0.746	56.15	.	.			
2a	87	young	NoComp	10	7	21	4	0.4	1.6	alive	0.75	23.3	.	.			
2b	88	old	NoComp	10	14	89	6.3	0.7	4.41	alive	0.779	44.95	.	.			
2a	89	young	NoComp	10	19	121	8	0.8	6.4	alive	0.706	56.75	.	.			
2a	90	old	NoComp	10	1	5	2.2	0.5	1.1	alive	0.769	56.7	.	.			
2b	91	young	NoComp	10	10	83	6.8	1.2	8.16	alive	0.749	42.25	.	.			
2a	92	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
2a	93	young	NoComp	10	9	66	6.3	0.8	5.04	alive	0.799	58.4	.	.			
2b	94	old	NoComp	10	3	5	2	0.5	1	alive	.	.	.	.			
2a	95	young	NoComp	10	9	139	7.2	1.2	8.64	alive	0.791	45.5	.	.			
2a	96	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
2a	97	young	NoComp	10	7	55	3.5	0.9	3.15	alive	0.727	57.9	.	.			
2a	98	old	NoComp	10	1	0	.	.	.	alive	.	.	.	.			
2b	99	young	NoComp	10	12	152	11.9	2.1	24.99	alive	0.786	47.75	.	.			
2a	100	old	NoComp	10	15	56	4.5	1.3	5.85	alive	.	49.3	.	.			
2a	101	young	NoComp	10	6	18	4.6	1.2	5.52	alive	0.776	48.6	.	.			
2b	102	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
2a	103	young	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
2b	104	old	NoComp	10	10	32	2.6	0.6	1.56	alive	0.742	63.5	.	.			
2a	105	young	NoComp	10	8	120	9.2	2.1	19.32	alive	0.801	40.9	.	.			
2a	106	old	NoComp	10	10	19	2.2	0.7	1.54	alive	.	.	.	.			
2a	107	young	NoComp	10	8	41	2.6	0.9	2.34	alive	0.707	41.8	.	.			
2a	108	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
2a	109	young	Comp	10	3	11	1.6	0.5	0.8	alive	0.761	47.9	.	.			
2b	110	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	111	young	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	112	old	Comp	10	5	21	2.5	0.3	0.75	alive	.	.	.	.			
2a	113	young	Comp	10	14	33	4	1.2	4.8	alive	0.702	46.6	.	.			
2a	114	old	Comp	10	3	6	2	0.6	1.2	alive	.	.	.	.			
2b	115	young	Comp	10	8	25	2.3	0.9	2.07	alive	0.731	34.6	.	.			
2a	116	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2b	117	young	Comp	10	7	33	4.6	1	4.6	alive	0.782	46.65	.	.			
2a	118	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	119	young	Comp	10	3	5	0.8	0.4	0.32	alive	.	.	.	.			
2b	120	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	121	young	Comp	10	9	56	4.3	0.6	2.58	alive	0.775	23.65	.	.			
2b	122	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	123	young	Comp	10	5	12	2	0.3	0.6	alive	.	.	.	.			
2a	124	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2b	125	young	Comp	10	3	6	2.2	0.7	1.54	alive	0.75	.	.	.			
2b	126	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	127	young	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	128	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2b	129	young	Comp	10	13	44	7.4	0.8	5.92	alive	0.764	39.3	.	.			
2a	130	old	Comp	10	18	78	2.6	0.6	1.56	alive	0.797	51.65	.	.			
2b	131	young	Comp	10	1	5	1.4	0.5	0.7	alive	.	.	.	.			
2b	132	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	133	young	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	134	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2b	135	young	Comp	10	5	22	3.8	1.1	4.18	alive	0.817	47.9	.	.			
2a	136	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	137	young	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	138	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
2a	139	young	Comp	10	8	51	5.8	1.1	6.38	alive	0.685	50.8	.	.			
2a	140	old	Comp	10	12	26	3.6	0.7	2.52	alive	0.79	25.25	.	.			
2a	141	young	Comp	10	2	4	2	0.2	0.4	alive	.	.	.	.			
2a	142	old	Comp	10	13	40	4.5	0.8	3.6	alive	0.783	47.85	.	.			
2a	143	young	Comp	10	12	47	4.1	0.9	3.69	alive	0.813	45.75	.	.			
2b	144	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3a	145	young	NoComp	10	.	.	.	.	.	dead	.	36.45	.	.			
3b	146	old	NoComp	10	13	64	5.9	0.7	4.13	alive	.	33.45	.	.			
3a	147	young	NoComp	10	13	96	5.6	0.8	4.48	alive	0.764	48.65	.	.			
3a	148	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
3a	149	young	NoComp	10	5	82	5.4	1.1	5.94	alive	0.804	46.8	.	.			
3b	150	old	NoComp	10	3	9	1.3	0.3	0.39	alive	.	.	.	.			
3b	151	young	NoComp	10	13	78	8.6	0.7	6.02	alive	0.785	45.35	.	.			
3a	152	old	NoComp	10	9	69	3.2	0.6	1.92	alive	0.759	40.2	.	.			
3a	153	young	NoComp	10	13	79	6.4	0.9	5.76	alive	0.78	54.4	.	.			
3a	154	old	NoComp	10	2	6	1.8	0.5	0.9	alive	.	44.25	.	.			
3a	155	young	NoComp	10	7	98	6.1	1.3	7.93	alive	0.795	24.6	.	.			
3b	157	young	NoComp	10	15	78	7.3	1	7.3	alive	0.803	53.65	.	.			
3b	158	old	NoComp	10	6	15	2.6	0.8	2.08	alive	0.752	51.65	.	.			
3b	159	young	NoComp	10	10	112	8.2	1.1	9.02	alive	0.781	52.9	.	.			
3a	161	young	NoComp	10	8	88	6.3	0.8	5.04	alive	0.767	49.85	.	.			
3b	162	old	NoComp	10	15	177	11.5	2	23	alive	0.754	49.6	.	.			
3a	163	young	NoComp	10	9	51	5.1	0.8	4.08	alive	0.768	52.95	.	.			
3a	165	young	NoComp	10	9	113	8.1	1.9	15.39	alive	0.729	42.35	.	.			
3b	167	young	NoComp	10	8	27	4.2	0.8	3.36	alive	0.65	41.5	.	.			
3a	168	old	NoComp	10	3	11	1.2	0.7	0.84	alive	.	53	.	.			
3b	169	young	NoComp	10	10	62	6.1	1.2	7.32	alive	0.78	56.4	.	.			
3a	171	young	NoComp	10	4	59	7.1	2	14.2	alive	0.779	53.1	.	.			
3b	172	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
3b	176	old	NoComp	10	8	29	4.7	0.8	3.76	alive	0.75	57.75	.	.			
3a	177	young	NoComp	10	10	163	8.9	1.4	12.46	alive	0.813	28.35	.	.			
3b	178	old	NoComp	10	10	68	3.3	0.7	2.31	alive	0.71	57.35	.	.			
3a	179	young	NoComp	10	10	132	7.6	1.1	8.36	alive	0.735	42.55	.	.			
3a	181	young	Comp	10	5	41	5.3	1.2	6.36	alive	0.775	37.25	.	.			
3b	182	old	Comp	10	5	10	1.6	0.5	0.8	alive	.	30.3	.	.			
3b	183	young	Comp	10	2	10	3.6	1	3.6	alive	0.82	51.35	.	.			
3b	184	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3b	185	young	Comp	10	6	22	3.2	1.9	6.08	alive	0.807	19.55	.	.			
3a	186	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3b	187	young	Comp	10	1	4	1.3	0.3	0.39	alive	.	.	.	.			
3a	188	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3b	191	young	Comp	10	1	1	0.8	0.4	0.32	alive	.	.	.	.			
3b	192	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3b	193	young	Comp	10	1	0	.	.	.	alive	.	.	.	.			
3a	194	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3a	195	young	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3a	197	young	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3a	198	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3a	199	young	Comp	10	4	27	6.5	1.4	9.1	alive	0.776	43.45	.	.			
3b	200	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3a	201	young	Comp	10	3	12	3.4	0.7	2.38	alive	0.772	44.45	.	.			
3b	202	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3a	203	young	Comp	10	6	34	6.1	2.2	13.42	alive	0.816	46.35	.	.			
3a	204	old	Comp	10	6	14	2.2	0.5	1.1	alive	0.75	39	.	.			
3a	205	young	Comp	10	4	22	4.8	1.1	5.28	alive	0.787	44.3	.	.			
3b	206	old	Comp	10	.	.	.	.	.	dead	.	.	.	.			
3a	207	young	Comp	10	11	81	5.8	0.9	5.22	alive	0.793	43.45	.	.			
3a	209	young	Comp	10	5	18	3.5	0.7	2.45	alive	0.747	52.15	.	.			
3a	211	young	Comp	10	9	28	1.6	0.5	0.8	alive	.	50.85	.	.			
3a	212	old	Comp	10	1	3	1.6	0.3	0.48	alive	.	.	.	.			
3b	213	young	Comp	10	7	12	2.6	0.5	1.3	alive	.	.	.	.			
3a	214	old	Comp	10	10	29	3.7	0.7	2.59	alive	0.742	46.95	.	.			
3a	215	young	Comp	10	7	22	4.1	0.7	2.87	alive	0.751	41.05	.	.			
3a	216	old	Comp	10	9	46	6.9	1.1	7.59	alive	0.769	53.3	.	.			
2a	217	young	NoComp	10	10	121	7.2	1.8	12.96	alive	0.777	44.5	.	.			
3a	218	old	NoComp	10	.	.	.	.	.	dead	.	.	.	.			
3a	220	old	NoComp	10	2	4	0.8	0.3	0.24	alive	.	.	.	.			
1a	1	young	NoComp	11	11	82	11.3	1.3	14.69	alive	.	.	.	.			
1a	4	old	NoComp	11	9	75	15.7	1.8	28.26	alive	.	.	.	.			
1b	5	young	NoComp	11	13	182	19.8	1.8	35.64	alive	.	.	.	.			
1a	7	young	NoComp	11	10	71	6.5	1	6.5	alive	.	.	.	.			
1a	9	young	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
1b	11	young	NoComp	11	8	135	19.5	2.2	42.9	alive	.	.	.	.			
1a	13	young	NoComp	11	18	180	18.2	2	36.4	alive	.	.	.	.			
1b	14	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
1a	16	old	NoComp	11	12	154	8.2	1.2	9.84	alive	.	.	.	.			
1b	17	young	NoComp	11	18	255	20.8	1.9	39.52	alive	.	.	.	.			
1b	18	old	NoComp	11	8	143	8.6	1.2	10.32	alive	.	.	.	.			
1b	19	young	NoComp	11	16	251	21.9	2.8	61.32	alive	.	.	.	.			
1a	20	old	NoComp	11	7	64	4.1	0.6	2.46	alive	.	.	.	.			
1a	21	young	NoComp	11	10	73	13	1.2	15.6	alive	.	.	.	.			
1a	22	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
1a	23	young	NoComp	11	25	199	17.1	2	34.2	alive	.	.	.	.			
1a	27	young	NoComp	11	7	47	9.7	1	9.7	alive	.	.	.	.			
1a	28	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
1a	29	young	NoComp	11	5	35	9.9	0.8	7.92	alive	.	.	.	.			
1b	30	old	NoComp	11	2	15	5.5	0.4	2.2	alive	.	.	.	.			
1a	32	old	NoComp	11	7	71	5.6	0.9	5.04	alive	.	.	.	.			
1b	33	young	NoComp	11	15	116	9.1	1	9.1	alive	.	.	.	.			
1b	34	old	NoComp	11	18	188	16.7	1.9	31.73	alive	.	.	.	.			
1b	35	young	NoComp	11	14	173	15.8	1.8	28.44	alive	.	.	.	.			
1a	36	old	NoComp	11	14	172	9.5	1.4	13.3	alive	.	.	.	.			
1b	38	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
1a	45	young	Comp	11	4	18	12.9	2.1	27.09	alive	.	.	.	.			
1b	46	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
1b	48	old	Comp	11	1	6	11	0.8	8.8	alive	.	.	.	.			
1b	50	old	Comp	11	12	81	12.8	1.2	15.36	alive	.	.	.	.			
1a	53	young	Comp	11	11	70	16.2	0.9	14.58	alive	.	.	.	.			
1a	55	young	Comp	11	7	131	21.4	1.6	34.24	alive	.	.	.	.			
1a	57	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
1b	58	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
1a	59	young	Comp	11	3	65	9.6	1.3	12.48	alive	.	.	.	.			
1a	61	young	Comp	11	3	17	3.2	0.5	1.6	alive	.	.	.	.			
1a	63	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
1a	65	young	Comp	11	6	75	20.3	1	20.3	alive	.	.	.	.			
1a	66	old	Comp	11	9	28	14	1.1	15.4	alive	.	.	.	.			
1b	67	young	Comp	11	8	69	17.5	2.3	40.25	alive	.	.	.	.			
1b	69	young	Comp	11	5	27	8.5	1.2	10.2	alive	.	.	.	.			
1a	71	young	Comp	11	7	45	21.3	1.7	36.21	alive	.	.	.	.			
1a	72	old	Comp	11	13	125	17.4	1.3	22.62	alive	.	.	.	.			
2b	73	young	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2a	74	old	NoComp	11	21	301	23.2	1.2	27.84	alive	.	.	.	.			
2b	75	young	NoComp	11	21	151	16.4	1.2	19.68	alive	.	.	.	.			
2a	76	old	NoComp	11	6	38	8.5	1	8.5	alive	.	.	.	.			
2b	77	young	NoComp	11	10	103	15.4	2.2	33.88	alive	.	.	.	.			
2a	79	young	NoComp	11	11	106	8.7	1.5	13.05	alive	.	.	.	.			
2a	80	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2b	81	young	NoComp	11	25	286	24.8	1.7	42.16	alive	.	.	.	.			
2b	82	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2a	83	young	NoComp	11	13	254	23	2	46	alive	.	.	.	.			
2a	84	old	NoComp	11	2	17	7.6	0.7	5.32	alive	.	.	.	.			
2a	85	young	NoComp	11	9	111	19.4	1.9	36.86	alive	.	.	.	.			
2b	86	old	NoComp	11	12	95	14.6	1.9	27.74	alive	.	.	.	.			
2a	87	young	NoComp	11	5	24	5.4	0.7	3.78	alive	.	.	.	.			
2b	88	old	NoComp	11	15	166	19	2.1	39.9	alive	.	.	.	.			
2a	89	young	NoComp	11	22	326	23.3	1.1	25.63	alive	.	.	.	.			
2a	90	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2b	91	young	NoComp	11	14	222	17.3	1.2	20.76	alive	.	.	.	.			
2a	92	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2a	93	young	NoComp	11	9	149	22.2	1.4	31.08	alive	.	.	.	.			
2b	94	old	NoComp	11	6	27	9.4	0.8	7.52	alive	.	.	.	.			
2a	95	young	NoComp	11	11	141	18.9	2.1	39.69	alive	.	.	.	.			
2a	96	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2a	97	young	NoComp	11	12	137	22.5	2	45	alive	.	.	.	.			
2a	98	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2b	99	young	NoComp	11	13	153	18.1	2.1	38.01	alive	.	.	.	.			
2a	100	old	NoComp	11	12	85	8	0.7	5.6	alive	.	.	.	.			
2a	101	young	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2b	102	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2a	103	young	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2b	104	old	NoComp	11	12	78	10.7	0.9	9.63	alive	.	.	.	.			
2a	105	young	NoComp	11	7	100	18.1	2.4	43.44	alive	.	.	.	.			
2a	106	old	NoComp	11	12	49	6.6	0.6	3.96	alive	.	.	.	.			
2a	107	young	NoComp	11	8	29	5.3	0.7	3.71	alive	.	.	.	.			
2a	108	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
2a	109	young	Comp	11	3	30	15.3	0.9	13.77	alive	.	.	.	.			
2b	110	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	111	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	112	old	Comp	11	2	6	3.7	0.4	1.48	alive	.	.	.	.			
2a	113	young	Comp	11	9	40	13.4	1.3	17.42	alive	.	.	.	.			
2a	114	old	Comp	11	4	13	7.8	1	7.8	alive	.	.	.	.			
2b	115	young	Comp	11	4	14	18	0.9	16.2	alive	.	.	.	.			
2a	116	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2b	117	young	Comp	11	7	44	21.3	2.2	46.86	alive	.	.	.	.			
2a	118	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	119	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2b	120	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	121	young	Comp	11	8	45	13.6	1.2	16.32	alive	.	.	.	.			
2b	122	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	123	young	Comp	11	3	8	5.4	0.4	2.16	alive	.	.	.	.			
2a	124	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2b	125	young	Comp	11	3	10	11.4	1.1	12.54	alive	.	.	.	.			
2b	126	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	127	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	128	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2b	129	young	Comp	11	10	59	21.3	1.3	27.69	alive	.	.	.	.			
2a	130	old	Comp	11	15	185	24.5	1.1	26.95	alive	.	.	.	.			
2b	131	young	Comp	11	1	7	4.6	0.8	3.68	alive	.	.	.	.			
2b	132	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	133	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	134	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2b	135	young	Comp	11	4	25	22.1	1.9	41.99	alive	.	.	.	.			
2a	136	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	137	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	138	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
2a	139	young	Comp	11	8	68	21.9	2.4	52.56	alive	.	.	.	.			
2a	140	old	Comp	11	5	31	14.9	1.2	17.88	alive	.	.	.	.			
2a	141	young	Comp	11	2	6	4.8	0.3	1.44	alive	.	.	.	.			
2a	142	old	Comp	11	7	89	19.6	1.2	23.52	alive	.	.	.	.			
2a	143	young	Comp	11	12	47	17.6	1.9	33.44	alive	.	.	.	.			
2b	144	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3a	145	young	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
3b	146	old	NoComp	11	12	128	13.2	0.8	10.56	alive	.	.	.	.			
3a	147	young	NoComp	11	19	167	17	1.2	20.4	alive	.	.	.	.			
3a	148	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
3a	149	young	NoComp	11	17	120	16.5	2.3	37.95	alive	.	.	.	.			
3b	150	old	NoComp	11	3	50	6.8	0.4	2.72	alive	.	.	.	.			
3b	151	young	NoComp	11	14	156	15.8	1.7	26.86	alive	.	.	.	.			
3a	152	old	NoComp	11	9	99	13.9	1.8	25.02	alive	.	.	.	.			
3a	153	young	NoComp	11	14	171	16.4	1.7	27.88	alive	.	.	.	.			
3a	154	old	NoComp	11	3	25	6.3	0.7	4.41	alive	.	.	.	.			
3a	155	young	NoComp	11	14	174	16.9	1.3	21.97	alive	.	.	.	.			
3b	157	young	NoComp	11	17	207	25.9	1.6	41.44	alive	.	.	.	.			
3b	158	old	NoComp	11	7	31	7.4	1.2	8.88	alive	.	.	.	.			
3b	159	young	NoComp	11	11	156	20.6	2.4	49.44	alive	.	.	.	.			
3a	161	young	NoComp	11	13	129	21.4	1.5	32.1	alive	.	.	.	.			
3b	162	old	NoComp	11	17	177	23.2	2.5	58	alive	.	.	.	.			
3a	163	young	NoComp	11	7	120	16.2	1.5	24.3	alive	.	.	.	.			
3a	165	young	NoComp	11	12	108	10.5	1.5	15.75	alive	.	.	.	.			
3b	167	young	NoComp	11	21	144	16.7	1	16.7	alive	.	.	.	.			
3a	168	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
3b	169	young	NoComp	11	12	121	17.7	1.1	19.47	alive	.	.	.	.			
3a	171	young	NoComp	11	7	91	15.4	3	46.2	alive	.	.	.	.			
3b	172	old	NoComp	11	.	.	.	.	.	dead	.	.	.	.			
3b	176	old	NoComp	11	8	78	8.6	0.9	7.74	alive	.	.	.	.			
3a	177	young	NoComp	11	10	187	16.5	2	33	alive	.	.	.	.			
3b	178	old	NoComp	11	19	156	14.5	1.7	24.65	alive	.	.	.	.			
3a	179	young	NoComp	11	16	195	15.4	1.3	20.02	alive	.	.	.	.			
3a	181	young	Comp	11	5	43	20.6	1.8	37.08	alive	.	.	.	.			
3b	182	old	Comp	11	3	5	9	0.7	6.3	alive	.	.	.	.			
3b	183	young	Comp	11	2	12	16.7	1.5	25.05	alive	.	.	.	.			
3b	184	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3b	185	young	Comp	11	5	36	12.4	1.3	16.12	alive	.	.	.	.			
3a	186	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3b	187	young	Comp	11	1	4	4.8	1	4.8	alive	.	.	.	.			
3a	188	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3b	191	young	Comp	11	1	3	8.6	1.2	10.32	alive	.	.	.	.			
3b	192	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3b	193	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3a	194	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3a	195	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3a	197	young	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3a	198	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3a	199	young	Comp	11	3	32	13.5	1.7	22.95	alive	.	.	.	.			
3b	200	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3a	201	young	Comp	11	1	6	15.9	1.5	23.85	alive	.	.	.	.			
3b	202	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3a	203	young	Comp	11	4	36	16.3	1.9	30.97	alive	.	.	.	.			
3a	204	old	Comp	11	1	5	6.8	0.7	4.76	alive	.	.	.	.			
3a	205	young	Comp	11	4	22	20.3	2.1	42.63	alive	.	.	.	.			
3b	206	old	Comp	11	.	.	.	.	.	dead	.	.	.	.			
3a	207	young	Comp	11	9	86	16.6	1.6	26.56	alive	.	.	.	.			
3a	209	young	Comp	11	4	31	12.6	1.7	21.42	alive	.	.	.	.			
3a	211	young	Comp	11	5	32	9	1.1	9.9	alive	.	.	.	.			
3a	212	old	Comp	11	1	4	6.6	0.4	2.64	alive	.	.	.	.			
