species,growthForm,dimensions,lambda,SurvivalV,SurvivalS,SurvivalEraw,RecruitV,RecruitS,RecruitEraw,GrowthTotV,GrowthTotS,GrowthTotEraw,TotElas,SurvivalE,RecruitE,GrowthTotE,kingdom,phylum,AngioGymnosperm,dicotMonocot,class,order,family,raunkier,clonality,Country,criteriaSize,criteriaStage,criteriaAge,criteria,temporalReplication,start,end,spatialReplication,ecoregion2
Pinus sylvestris,Tree,6,1.204467976,0.8335,49.7703153,1,1505.296667,0.061202466,0.082284361,0.288,0.532051075,0.120950089,1.20323445,0.662186451,0.136771951,0.201041598,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Mesophanerophyte,Genet,GBR,Yes,NA,NA,S,15,1952,1966,1,Temperate forest
Abies magnifica,Tree,5,0.973629906,0.90555,1.044189354,1,0.063218693,0.043659107,0.014174132,0.093405969,0.290527061,0.027136952,1.041311084,0.920655635,0.027223626,0.05212074,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Mesophanerophyte,Genet,USA,DBH,NA,NA,S,21,1982,2002,15,Temperate forest
Calochortus macrocarpus,Herbaceous perennial,9,0.929593576,0.863935,1.073949188,1,0.280255412,0.030385752,0.035648669,0.786683465,1.353657333,0.12219295,1.157841619,0.727351969,0.061577799,0.211070232,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,Genet,CAN,Yes,Yes,Yes,S.ST.A,5,1996,2000,1,Temperate forest
Calochortus albus,Herbaceous perennial,4,1.541909235,0.805,1.857801756,1,36.2594246,0.107303647,0.187477366,0.351690541,3.334753328,0.338807827,1.526285192,0.310371096,0.245664921,0.443963983,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,Genet,USA,Basal leaf maximum width,NA,NA,S,3,1981,1983,1,Temperate grassland
Cornus florida,Shrub,3,0.902817575,0.618366667,2.106465405,1,2.283105023,0.017936597,0.136077772,0.600119904,0.607610772,0.146479412,1.282557184,0.559384661,0.212197591,0.228417748,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Cornales,Cornaceae,Nanophanerophyte,Genet,USA,NA,Yes,Yes,ST.A,NA,NA,NA,NA,Temperate grassland
Calochortus tiburonensis,Herbaceous perennial,3,1.156153481,0.97,1.191353616,1,0.394870425,0.258874519,0.081125505,0.180384581,1.188941335,0.097258641,1.178384146,0.697239399,0.137689404,0.165071197,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,Genet,USA,Basal leaf maximum width,NA,NA,S,3,1981,1983,1,Temperate grassland
Hieracium floribundum,Herbaceous perennial,4,0.998399617,0.6099,1.394628019,1,0.2025,0.009572815,0.00298939,0.864634794,0.072961278,0.012595086,1.015584476,0.969309346,0.005887034,0.02480362,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hemicryptophyte,Genet,NA,NA,Yes,NA,ST,2,1970,1971,1,Temperate grassland
Ipomoea leptophylla,Herbaceous perennial,4,1.623437028,0.937503646,1.741749381,1,6.901449762,0.157755884,0.249362151,0.242438781,10.9221834,0.176696718,1.426058869,0.402466646,0.3497221,0.247811254,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Solanales,Convolvulaceae,Chamaephyte,Genet,USA,Yes,NA,NA,S,11,1979,1989,2,Temperate grassland
Lespedeza cuneata,Herbaceous perennial,6,22.45437801,0.643333333,36.7110461,1,224.1123105,0.60024219,0.928092278,0.743969752,1.11177388,0.044120367,1.972212645,0.014089431,0.941168571,0.044741998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Chamaephyte,Genet,USA,NA,Yes,NA,ST,2,2007,2008,1,Temperate grassland
Mimulus lewisii,Herbaceous perennial,4,1.980909946,0.453668947,20.206766,1,41461.40183,0.0000369,0.274560987,0.325566902,1247.1093,0.542006826,1.816567813,0.100977341,0.302285425,0.596737234,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Phrymaceae,Geophyte,Genet,USA,Stem length,Based on size,NA,S,3,2001,2003,4,Temperate grassland
Banksia ericifolia,Shrub,9,1.574243788,0.902922222,1.761646188,1,47.59832736,0.052400955,0.139212718,0.325909287,1.500887343,0.290469302,1.42968202,0.398912466,0.194746407,0.406341127,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Proteales,Proteaceae,Nanophanerophyte,Genet,AUS,NA,NA,Yes,A,4,1980,1983,1,Temperate grassland
Mimulus cardinalis,Herbaceous perennial,4,2.167437304,0.417683981,8.318533296,1,47152.26934,0.0000363,0.306012671,0.405485871,6551.203086,0.56174381,1.867756481,0.070803405,0.32767941,0.601517185,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Phrymaceae,Geophyte,Genet,USA,Stem length,Based on size,NA,S,3,2001,2003,4,Temperate grassland
Narcissus pseudonarcissus,Herbaceous perennial,3,0.949753019,0.884333333,1.029386981,1,0.045754499,0.247461657,0.017137534,0.275010375,0.509355508,0.061278921,1.078416455,0.854571108,0.031782775,0.113646116,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Geophyte,Genet,USA,NA,Yes,NA,ST,2,2007,2008,1,Temperate grassland
Echinacea angustifolia,Herbaceous perennial,5,1.024775515,0.874615,1.111342158,1,0.075554333,0.215384228,0.045613094,0.640291932,0.708791075,0.066387092,1.112000186,0.79856085,0.082037925,0.119401225,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Geophyte,Genet,USA,NA,NA,Yes,A,33,1939,1971,1,Temperate grassland
Mimulus guttatus,Herbaceous perennial,3,0.816575603,0.411026494,1.963238135,1,21.90558391,0.002303149,0.185353894,0.318070695,13.47095667,0.325229244,1.510583138,0.323992007,0.245407074,0.430600919,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Phrymaceae,Hemicryptophyte,Genet,USA,NA,Yes,NA,ST,3,2000,2002,2,Temperate grassland
Iris germanica,Herbaceous perennial,3,0.950197945,0.927666667,0.997448911,1,0.003714815,0.018793154,0.000206196,0.006950321,0.893057455,0.003056189,1.003262385,0.993496448,0.00041105,0.006092502,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Iridaceae,Geophyte,Genet,USA,NA,Yes,NA,ST,2,2007,2008,1,Temperate grassland
Pinus nigra,Tree,8,1.956010355,0.84775,2.312355206,1,260.5375763,0.000543615,0.11368062,0.778231707,1.820910672,0.450231812,1.563912432,0.278843981,0.145379777,0.575776243,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Mesophanerophyte,Genet,MEX,NA,Yes,Yes,ST.A,18,1986,2003,1,Temperate grassland
Anthyllis vulneraria,Herbaceous perennial,4,1.41547218,0.321375,6.295067481,1,45.71428571,0.010665424,0.365211902,0.760954401,1.11623245,0.457959073,1.823170975,0.09698982,0.400633739,0.502376441,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Hemicryptophyte,Genet,FRA,NA,NA,Yes,A,3,1986,1988,5,Temperate grassland
Echium vulgare,Herbaceous perennial,4,1.547874129,0.36275,429.9699361,1,10143,0.0000105,0.276013258,1,1.482469384,0.498916966,1.774930224,0.126804859,0.31101308,0.562182061,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Boraginaceae,Hemicryptophyte,Genet,USA,NA,Yes,NA,ST,4,1976,1979,2,Temperate grassland
Gaura neomexicana,Herbaceous perennial,5,1.521563454,0.671814444,10.18176948,1,39.72854837,0.00864064,0.278952099,0.999034453,3.604492002,0.348102051,1.62705415,0.229215389,0.342892213,0.427892398,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Onagraceae,Hemicryptophyte,Genet,USA,Yes,NA,NA,S,3,1992,1994,1,Temperate grassland
Pinus kwangtungensis,Tree,17,0.977566764,0.940047059,1.012477421,1,0.215958462,0.010468724,0.004272853,0.081505357,0.61827805,0.021929497,1.026202351,0.948933365,0.008327506,0.042739129,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Pinaceae,Mesophanerophyte,Genet,VNM,"Height, & DBH",NA,NA,S,3,2003,2005,1,Tropical forest
Bursera glabrifolia,Tree,5,1.098936239,0.829,1.355170184,1,16.29099935,0.021572058,0.055935688,0.107810706,4.365572045,0.109481212,1.1654169,0.716124075,0.095992581,0.187883344,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Burseraceae,Mesophanerophyte,Genet,MEX,Height,Yes,NA,S.ST,3,2001,2003,5,Tropical forest
Entandrophragma cylindricum,Tree,7,1.009852003,0.991924331,1.016631642,1,0.023699802,0.45679102,0.012506948,0.114463953,0.148066977,0.003840491,1.016347438,0.967831004,0.02461156,0.007557436,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Meliaceae,Megaphanerophyte,Genet,CAF,DBH,NA,NA,S,NA,NA,NA,NA,Tropical forest
Brosimum alicastrum,Tree,13,1.066567744,0.814461538,2.220680705,1,3259.989199,0.0000105,0.033339463,0.169833333,2.810621697,0.137297782,1.170637245,0.708471184,0.056959513,0.234569304,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Moraceae,Megaphanerophyte,Genet,NA,DBH,Yes,NA,S.ST,NA,NA,NA,1,Tropical forest
Aechmea magdalenae,Herbaceous perennial,6,1.013141167,0.696305556,1.129763913,1,0,0,0,0.781349966,1.338971592,0.176729397,1.176729397,0.699626103,0,0.300373897,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Geophyte,Ramet,MEX,Ramet diameter,NA,NA,S,4,1996,1999,1,Tropical forest
Miconia albicans,Shrub,13,1.185346992,0.840869231,1.50173257,1,1922.890397,0.003444262,0.047513369,0.447548981,2.526951721,0.195685278,1.243198647,0.60875336,0.076437292,0.314809349,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Melastomataceae,Nanophanerophyte,Genet,BRA,Stem diameter,Based on size,NA,S,5,1991,1995,1,Tropical grassland
Parkinsonia aculeata,Tree,6,1.361738883,0.45,5.156313197,1,1647.639098,0.000261792,0.125531421,0.64,1.167154216,0.479164188,1.604695609,0.24634229,0.156455119,0.597202592,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,Genet,AUS,Yes,NA,NA,S,2,2001,2002,1,Tropical grassland
Myrsine guianensis,Tree,15,1.099959293,0.93854,1.133133849,1,1.956510293,0.161383875,0.028612063,0.385048714,1.369432646,0.112404908,1.141016972,0.752822306,0.050151863,0.197025831,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Myrsinaceae,Mesophanerophyte,Genet,BRA,Stem diameter,Based on size,NA,S,5,1991,1995,1,Tropical grassland
Ptychosperma macarthurii,Palm,3,1.016422101,0.924666667,1.046197995,1,0.079862826,0.240310401,0.022465066,0.072404072,0.310035415,0.019695097,1.042160163,0.919090818,0.043112502,0.03779668,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,Genet,AUS,Height,Based on size,NA,S,12,1990,2001,10,Tropical grassland
Setaria incrassata,Herbaceous perennial,4,1.082093572,0.8159375,1.354724122,1,0.749508557,0.236774753,0.149797581,0.446473301,2.988008698,0.175833665,1.325631246,0.508715192,0.226001887,0.265282922,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Geophyte,Genet,ZAF,Tuft circumference,NA,NA,S,5,1985,1989,2,Tropical grassland
Digitaria eriantha,Herbaceous perennial,3,1.202982041,0.765416667,1.501517558,1,1.572491472,0.249383653,0.200235665,0.19257565,0.789001871,0.11267601,1.312911675,0.52333172,0.30502534,0.17164294,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Geophyte,Genet,NA,Tuft circumference,NA,NA,S,6,1984,1989,1,Tropical grassland
Bouteloua rigidiseta,Herbaceous perennial,5,0.931584504,0.529916083,1.532022047,1,0.52954045,0.254910052,0.10023693,0.873371494,1.13247721,0.236410021,1.33664695,0.496281422,0.149982656,0.353735922,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,Ramet,USA,Tiller number,NA,NA,S,5,1982,1986,1,Tropical grassland
Callitris intratropica,Tree,6,1.264335193,0.791833333,40.52218606,1,5500.701754,0.017819789,0.090340846,0.384912281,0.950951607,0.184496419,1.274837264,0.56882769,0.14172922,0.28944309,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Cupressaceae,Megaphanerophyte,Ramet,AUS,Yes,NA,NA,S,NA,NA,NA,1,Tropical grassland
Prunus africana,Tree,7,0.984518546,0.743957143,1.023902948,1,2.674886744,0.000168512,0.001593211,0.073611863,0.085988239,0.004017979,1.005611191,0.988840238,0.003168643,0.007991119,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Mesophanerophyte,Genet,CMR,Yes (dbh),NA,NA,S,3,1997,1999,5,Tropical grassland
Themeda triandra,Herbaceous perennial,5,1.098659507,0.83725,1.346556286,1,0.811186116,0.239454437,0.142944413,0.436425615,1.525680829,0.160072048,1.303016461,0.534900026,0.219405384,0.24569459,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,Genet,ZAF,Tuft circumference,NA,NA,S,5,1985,1989,2,Tropical grassland
Roupala montana,Tree,14,1.052851977,0.956357143,1.073626388,1,0.231530913,0.008924662,0.002915146,0.797239392,1.016391161,0.088663331,1.091578476,0.832209084,0.005341156,0.16244976,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Proteales,Proteaceae,Mesophanerophyte,Ramet,BRA,Stem diameter,Based on size,NA,S,5,1991,1995,1,Tropical grassland
Borassus aethiopum,Palm,5,1.008876412,0.7864,1.124748335,1,14.22594142,0.000174257,0.012285777,0.276956208,6.622291701,0.046674135,1.058959913,0.888645619,0.02320348,0.088150901,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Megaphanerophyte,Genet,CIV,NA,Yes,NA,ST,3,1996,1998,2,Tropical grassland
Bothriochloa ischaemum,Herbaceous perennial,5,0.808310104,0.7826,1.106135677,1,1.426907831,0.051768164,0.081394413,0.665826783,6.029570927,0.459758105,1.541152518,0.297730092,0.10562798,0.596641928,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hemicryptophyte,Ramet,USA,Tiller number,NA,NA,S,3,1998,2000,1,Tropical grassland
Sclerocarya birrea,Tree,3,1.327977477,0.781033333,1.604614314,1,4.195286195,0.012942289,0.122660078,0.519462806,3.921628,0.197327758,1.319987836,0.515165477,0.185850316,0.298984207,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Anacardiaceae,Mesophanerophyte,Genet,ZAF,Circumference,Based on size,Yes,S.A,2,2000,2001,4,Tropical grassland
Bothriochloa insculpta,Herbaceous perennial,4,1.158901616,0.7884375,1.54355452,1,0.247436959,0.335634702,0.092299426,0.856381659,0.686759817,0.311126907,1.403426333,0.425083706,0.131534408,0.443381886,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Chamaephyte,Ramet,ZAF,Tuft circumference,NA,NA,S,5,1985,1989,2,Tropical grassland
Dacrydium elatum,Tree,15,0.992862327,0.946966667,1.032246152,1,0.80441999,0.005496486,0.00719082,0.079293162,0.380954351,0.026167023,1.033357843,0.935437964,0.013917386,0.05064465,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Podocarpaceae,Mesophanerophyte,Genet,VNM,Height & DBH,NA,NA,S,3,2003,2005,1,Tropical forest
Dicymbe altsonii,Tree,15,1.027941531,0.9198,1.046064938,1,39.13044354,0.0000372,0.007070624,0.234832074,2.098968546,0.04422153,1.051292154,0.902420742,0.013451302,0.084127957,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Megaphanerophyte,Genet,GUY,Leaf density & DBH,NA,NA,S,5,1991,1995,1,Tropical forest
Vochysia ferruginea,Herbaceous perennial,5,1.098118593,0.7224,1.514202677,1,26.42329767,0.001008446,0.063162827,0.326451086,1.869643118,0.145181679,1.208344507,0.655157109,0.104544403,0.240298489,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Vochysiaceae,Megaphanerophyte,Genet,NIC,Height & DBH,NA,NA,S,6,1989,1994,2,Tropical forest
Manilkara zapota,Tree,9,1.029873117,0.8715,1.085633151,1,115.6866039,0.0000147,0.014852304,0.275371662,1.938144496,0.095922288,1.110774592,0.800545326,0.026742247,0.172712427,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Sapotaceae,Mesophanerophyte,Genet,MEX,Yes,Yes,NA,S.ST,3,1998,2000,1,Tropical forest
Euterpe edulis,Palm,7,1.258164899,0.9313,1.339419133,1,14.06469761,0.000681249,0.053308535,0.239513755,1.245332482,0.19556292,1.248871454,0.601445844,0.085370731,0.313183425,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,Genet,BRA,Diameter at soil,Yes,NA,S.ST,4,1991,1994,1,Tropical forest
Chlorocardium rodiei,Tree,15,0.997839265,0.8032,1.019801622,1,33.69572212,0.0000227,0.002876518,0.196459069,0.927405261,0.016483921,1.01936044,0.962014536,0.005643771,0.032341693,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Laurales,Lauraceae,Megaphanerophyte,Genet,GUY,Leaf density & DBH,NA,NA,S,5,1991,1995,1,Tropical forest
Euterpe precatoria,Palm,11,0.977037889,0.931251037,1.033553717,1,0.91969706,0.001716175,0.007248807,0.085282208,0.537185059,0.029850138,1.037098945,0.928456306,0.013979007,0.057564687,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,Genet,BOL,Leaf length,NA,NA,S,3,1997,1999,1,Tropical forest
Carapa guianensis,Tree,29,1.001734213,0.990520837,1.011320553,0.999999999,0.01687804,0.438429796,0.005967707,0.213202658,0.049103049,0.005226127,1.011193832,0.977860164,0.011803289,0.010336548,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Meliaceae,Megaphanerophyte,Genet,BRA,DBH,NA,NA,S,3,2003,2005,1,Tropical forest
Syzygium jambos,Tree,6,1.185264281,0.85,1.41041947,1,451.2965401,0.000246617,0.083089396,0.262646478,12.21658768,0.259515289,1.342604685,0.489641755,0.123773434,0.386584811,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,Mesophanerophyte,Genet,NA,Yes,Based on size,NA,S,3,2001,2003,7,Tropical forest
Vouacapoua americana,Tree,5,1.000457319,0.99416,1.004591076,1,0.007973773,0.323127283,0.003216697,0.014035115,0.337807807,0.002788587,1.006005284,0.988061128,0.00639499,0.005543882,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Caesalpiniaceae,Megaphanerophyte,Genet,GUF,DBH,NA,NA,S,3,1984,1986,1,Tropical forest
Ailanthus altissima,Tree,6,1.921238939,0.3545,7.755359431,1,5108.412698,0.000224511,0.180353547,1,1.173512234,0.610810145,1.791163692,0.116592531,0.201381424,0.682026045,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Simaroubaceae,Mesophanerophyte,Genet,GBR,Yes,Yes,Yes,S.ST.A,NA,NA,NA,NA,Tropical forest
Araucaria cunninghamii,Tree,10,1.018026403,0.918514286,1.062847375,1,162.43258,0.0000285,0.009544847,0.024802349,2.156073573,0.040380971,1.049925818,0.904896485,0.018181946,0.076921569,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Araucariaceae,Megaphanerophyte,Genet,PNG,height & DBH,NA,NA,S,3,1975,1977,1,Tropical forest
Manglietia fordiana,Tree,14,0.95571237,0.913357143,1.011912738,1,0.318663441,0.007027228,0.005442053,0.111624909,0.727551109,0.033604853,1.039046905,0.924840919,0.010475086,0.064683995,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Magnoliaceae,Mesophanerophyte,Genet,VNM,Height & DBH,NA,NA,S,3,2003,2005,1,Tropical forest
Tillandsia recurvata,Herbaceous perennial,4,1.133914203,0.862777778,1.309919842,1,0.68278904,0.213642918,0.10994548,0.383942557,1.891513143,0.168439896,1.278385376,0.564473466,0.172006786,0.263519748,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Epiphyte,Genet,MEX,number shoots,Based on size,NA,S,3,2001,2003,4,Tropical forest
Rhizophora mangle,Tree,7,1.043103386,0.736285714,1.134824225,1,19.89125888,0.020798118,0.04234988,0.316165921,1.680187862,0.121889668,1.164239548,0.717859528,0.072751144,0.209389328,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Rhizophoraceae,Mesophanerophyte,Genet,VEN,Height & DBH,Yes,NA,S,3,1999,2001,1,Tropical forest
Mora paraensis,Tree,48,0.999303512,0.987196897,1.012261871,1,0.029199853,0.386349674,0.005735923,0.136586199,0.058309925,0.006377416,1.012113338,0.976063277,0.011334546,0.012602177,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,Genet,BRA,DBH,NA,NA,S,3,2003,2005,1,Tropical forest
Aechmea nudicaulis,Herbaceous perennial,3,1.044142825,0.608055556,1.392249143,1,0,0,0,1.007176403,1.463825621,0.609543883,1.609543883,0.242588053,0,0.757411947,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Bromeliaceae,Geophyte,Ramet,BRA,NA,Yes,NA,ST,3,2001,2003,3,Tropical forest
Dicorynia guianensis,Tree,9,1.001259721,0.993162393,1.006468006,1,0.008613265,0.619924521,0.005999463,0.049622817,0.024377573,0.000413897,1.006413361,0.987255017,0.011922463,0.00082252,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,Genet,GUF,Yes,NA,NA,S,3,1984,1986,1,Tropical forest
Aquilaria malaccensis,Tree,9,1.224343204,0.495555556,2.884693118,1,5565.447957,0.0000173,0.109380565,0.314178937,2.084478364,0.448462876,1.55784344,0.283826056,0.140425619,0.575748325,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Thymelaceae,Megaphanerophyte,Genet,IDN,Yes,Yes,NA,S.ST,1,1997,1997,1,Tropical forest
Cecropia obtusifolia,Tree,8,1.012380162,0.53335625,274.0409529,1,87108.2234,0.0000102,0.042969039,0.458096675,0.578926396,0.138467814,1.181436853,0.692853914,0.072740305,0.234405781,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Cecropiaceae,Megaphanerophyte,Genet,MEX,Yes,NA,NA,S,8,1983,1990,1,Tropical forest
Psidium guajava,Tree,15,1.235078914,0.870786667,830.8086471,1,11527.12484,0.00000903,0.134298008,0.813660068,0.656404238,0.329702676,1.464000685,0.36611958,0.183467139,0.450413282,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,Mesophanerophyte,Genet,CRI,DBH,NA,NA,S,3,1984,1986,1,Tropical forest
Astrocaryum mexicanum,Palm,14,1.011976086,0.915059524,1.252355813,1,9.425412616,0.000756851,0.008099316,0.174681512,0.501863268,0.025452118,1.033551434,0.935075443,0.015672788,0.049251768,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,Genet,MEX,NA,Yes,NA,ST,7,1975,1981,1,Tropical forest
Araucaria hunsteinii,Tree,7,0.986684286,0.973571429,1.009848911,1,0.021521243,0.120528986,0.00445624,0.027799172,0.343942489,0.008020439,1.012476679,0.97535414,0.008802652,0.015843208,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Araucariaceae,Megaphanerophyte,Genet,PNG,DBH,NA,NA,S,NA,NA,NA,1,Tropical forest
Scaphium borneense,Tree,9,1.01374142,0.9888333,1.025659147,1,0.361759259,0.016121443,0.007329759,0.028453824,0.806428297,0.01768003,1.02500979,0.951200876,0.014301833,0.034497291,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Sterculiaceae,Mesophanerophyte,Genet,MYS,DBH,NA,NA,S,11,1992,2002,1,Tropical forest
Pentaclethra macroloba,Tree,15,0.994801825,0.94646,1.032020621,1,1.463807712,0.002907893,0.006246294,0.06665257,0.466710525,0.023107475,1.029353769,0.942966606,0.012136341,0.044897053,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Megaphanerophyte,Genet,NA,Yes,NA,NA,S,3,1969,1971,1,Tropical forest
Bertholletia excelsa,Tree,17,1.014485294,0.944794118,1.042207051,1,3.721280103,0.000735942,0.006894363,0.081084501,0.440524354,0.028547592,1.035441954,0.931542364,0.013316753,0.055140883,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Lecythidaceae,Megaphanerophyte,Genet,BOL,Yes,Yes,NA,S.ST,5,1996,2000,2,Tropical forest
Swietenia macrophylla,Tree,10,1.016215624,0.86818,1.07896674,1,6.154842435,0.00069849,0.010749991,0.115471215,0.442136347,0.04095501,1.051705001,0.901673946,0.020442978,0.077883076,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Meliaceae,Mesophanerophyte,Genet,NA,DBH,NA,NA,S,NA,NA,NA,NA,Tropical forest
Virola surinamensis,Tree,27,1.015208658,0.991853121,1.023547154,1,0.038195587,0.381219788,0.011183169,0.376197276,0.065675305,0.011822273,1.023005441,0.955023814,0.021863361,0.023112825,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Myristicaceae,Mesophanerophyte,Genet,BRA,DBH,NA,NA,S,3,2003,2005,1,Tropical forest
Duguetia neglecta,Tree,12,1.006089921,0.966166667,1.023155898,1,0.320931545,0.01208055,0.006272243,0.078802322,0.623361522,0.023831537,1.03010378,0.941551947,0.012177886,0.046270167,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Annonaceae,Megaphanerophyte,Genet,GUY,Height & DBH,NA,NA,S,5,1991,1995,1,Tropical forest
Iriartea deltoidea,Palm,6,1.009095042,0.91735,1.055203758,1,0.835012837,0.023561808,0.019294532,0.051129306,0.752636935,0.033436273,1.052730805,0.899820914,0.036656155,0.063522931,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Iridaceae,Megaphanerophyte,Genet,BRA,Height,NA,NA,S,3,1987,1989,5,Tropical forest
Licania heteromorpha,Tree,48,0.993403085,0.98252368,1.011662522,0.999999999,0.043000164,0.204175471,0.004485126,0.1814603,0.189058655,0.007308049,1.011793174,0.976688567,0.008865698,0.014445736,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Chrysobalanaceae,Mesophanerophyte,Genet,BRA,DBH,NA,NA,S,3,2003,2005,1,Tropical forest
