Original.F,Location.T,coords.x1,coords.x2
pop18_ALL_DPaW C. undulatum,Single Plant,404523.752,6461624.546
pop18_ALL_DPaW C. undulatum,Single Plant,404524.287,6461627.842
pop18_ALL_DPaW C. undulatum,Single Plant,404517.914,6461629.746
pop18_ALL_DPaW C. undulatum,Single Plant,404512.129,6461640.291
pop18_ALL_DPaW C. undulatum,Single Plant,404520.707,6461635.159
pop18_ALL_DPaW C. undulatum,Single Plant,404541.93,6461651.649
pop18_ALL_DPaW C. undulatum,Single Plant,404544.581,6461650.038
pop18_ALL_DPaW C. undulatum,Single Plant,404513.351,6461658.681
pop18_ALL_DPaW C. undulatum,Single Plant,404508.144,6461654.084
pop18_ALL_DPaW C. undulatum,Single Plant,404541.315,6461602.53
pop18_ALL_DPaW C. undulatum,Single Plant,404552.133,6461596.607
pop18_ALL_DPaW C. undulatum,Single Plant,404552.035,6461591.464
pop18_ALL_DPaW C. undulatum,Single Plant,404537.711,6461586.331
pop18_ALL_DPaW C. undulatum,Single Plant,404534.155,6461587.765
pop18_ALL_DPaW C. undulatum,Single Plant,404532.147,6461588.266
pop18_ALL_DPaW C. undulatum,Single Plant,404532.621,6461589.534
pop18_ALL_DPaW C. undulatum,Single Plant,404536.763,6461595.153
pop18_ALL_DPaW C. undulatum,Single Plant,404515.665,6461603.187
pop18_ALL_DPaW C. undulatum,Single Plant,404507.596,6461596.979
pop18_ALL_DPaW C. undulatum,Single Plant,404507.973,6461595.372
pop18_ALL_DPaW C. undulatum,Single Plant,404489.343,6461583.871
pop18_ALL_DPaW C. undulatum,Single Plant,404486.719,6461576.78
pop18_ALL_DPaW C. undulatum,Single Plant,404484.118,6461571.696
pop18_ALL_DPaW C. undulatum,Single Plant,404461.834,6461540.162
pop18_ALL_DPaW C. undulatum,Single Plant,404467.021,6461549.13
pop18_ALL_DPaW C. undulatum,Single Plant,404491.241,6461560.06
pop18_ALL_DPaW C. undulatum,Single Plant,404490.96,6461560.542
pop18_ALL_DPaW C. undulatum,Single Plant,404491.305,6461560.798
pop18_ALL_DPaW C. undulatum,Single Plant,404492.754,6461562.631
pop18_ALL_DPaW C. undulatum,Single Plant,404495.379,6461565.223
pop18_ALL_DPaW C. undulatum,Single Plant,404496.375,6461564.708
pop18_ALL_DPaW C. undulatum,Single Plant,404505.293,6461569.365
pop18_ALL_DPaW C. undulatum,Single Plant,404504.602,6461572.961
pop18_ALL_DPaW C. undulatum,Single Plant,404503.952,6461574.149
pop18_ALL_DPaW C. undulatum,Single Plant,404508.408,6461570.204
pop18_ALL_DPaW C. undulatum,Single Plant,404510.614,6461575.46
pop18_ALL_DPaW C. undulatum,Single Plant,404515.587,6461574.683
pop18_ALL_DPaW C. undulatum,Single Plant,404516.565,6461575.676
pop18_ALL_DPaW C. undulatum,Single Plant,404519.264,6461577.711
pop18_ALL_DPaW C. undulatum,Single Plant,404522.94,6461575.484
pop18_ALL_DPaW C. undulatum,Single Plant,404522.374,6461576.696
pop18_ALL_DPaW C. undulatum,Single Plant,404526.793,6461581.734
pop18_ALL_DPaW C. undulatum,Single Plant,404528.157,6461582.667
pop18_ALL_DPaW C. undulatum,Single Plant,404529.87,6461585.295
pop18_ALL_DPaW C. undulatum,Single Plant,404528.688,6461586.522
pop18_ALL_DPaW C. undulatum,Single Plant,404532.493,6461578.607
pop18_ALL_DPaW C. undulatum,Single Plant,404533.585,6461579.731
pop18_ALL_DPaW C. undulatum,Single Plant,404533.668,6461579.825
pop18_ALL_DPaW C. undulatum,Single Plant,404538.223,6461577.695
pop18_ALL_DPaW C. undulatum,Single Plant,404540.658,6461578.275
pop18_ALL_DPaW C. undulatum,Single Plant,404540.012,6461575.434
pop18_ALL_DPaW C. undulatum,Single Plant,404543.3,6461575.445
pop18_ALL_DPaW C. undulatum,Single Plant,404543.822,6461578.721
pop18_ALL_DPaW C. undulatum,Single Plant,404548.891,6461581.139
pop18_ALL_DPaW C. undulatum,Single Plant,404548.749,6461582.51
pop18_ALL_DPaW C. undulatum,Single Plant,404551.054,6461580.703
pop18_ALL_DPaW C. undulatum,Single Plant,404551.47,6461579.33
pop18_ALL_DPaW C. undulatum,Single Plant,404576.274,6461585.225
pop18_ALL_DPaW C. undulatum,Single Plant,404584.645,6461591.596
pop18_ALL_DPaW C. undulatum,Single Plant,404591.858,6461590.557
pop18_ALL_DPaW C. undulatum,Single Plant,404594.482,6461588.317
pop18_ALL_DPaW C. undulatum,Single Plant,404595.743,6461586.867
pop18_ALL_DPaW C. undulatum,Single Plant,404601.288,6461584.929
pop18_ALL_DPaW C. undulatum,Single Plant,404602.977,6461592.248
pop18_ALL_DPaW C. undulatum,Single Plant,404613.445,6461590.237
pop18_ALL_DPaW C. undulatum,Single Plant,404614.289,6461590.552
pop18_ALL_DPaW C. undulatum,Single Plant,404668.915,6461572.562
pop18_ALL_DPaW C. undulatum,Single Plant,404658.484,6461565.262
pop18_ALL_DPaW C. undulatum,Single Plant,404654.996,6461564.821
pop18_ALL_DPaW C. undulatum,Single Plant,404652.876,6461559.827
pop18_ALL_DPaW C. undulatum,Single Plant,404647.231,6461564.19
pop18_ALL_DPaW C. undulatum,Single Plant,404646.315,6461566.451
pop18_ALL_DPaW C. undulatum,Single Plant,404646.58,6461565.235
pop18_ALL_DPaW C. undulatum,Single Plant,404646.598,6461565.184
pop18_ALL_DPaW C. undulatum,Single Plant,404643.461,6461561.759
pop18_ALL_DPaW C. undulatum,Single Plant,404641.912,6461560.593
pop18_ALL_DPaW C. undulatum,Single Plant,404637.3,6461561.667
pop18_ALL_DPaW C. undulatum,Single Plant,404631.39,6461567.189
pop18_ALL_DPaW C. undulatum,Single Plant,404628.493,6461567.937
pop18_ALL_DPaW C. undulatum,Single Plant,404626.747,6461564.746
pop18_ALL_DPaW C. undulatum,Single Plant,404623.753,6461566.737
pop18_ALL_DPaW C. undulatum,Single Plant,404627.891,6461560.072
pop18_ALL_DPaW C. undulatum,Single Plant,404620.586,6461556.678
pop18_ALL_DPaW C. undulatum,Single Plant,404601.14,6461554.663
pop18_ALL_DPaW C. undulatum,Single Plant,404593.532,6461541.844
pop18_ALL_DPaW C. undulatum,Single Plant,404599.011,6461539.275
pop18_ALL_DPaW C. undulatum,Single Plant,404602.585,6461539.962
pop18_ALL_DPaW C. undulatum,Single Plant,404584.898,6461538.934
pop18_ALL_DPaW C. undulatum,Single Plant,404574.902,6461535.18
pop18_ALL_DPaW C. undulatum,Single Plant,404570.705,6461542.66
pop18_ALL_DPaW C. undulatum,Single Plant,404569.621,6461542.081
pop18_ALL_DPaW C. undulatum,Single Plant,404550.54,6461533.6
pop18_ALL_DPaW C. undulatum,Single Plant,404547.806,6461541.008
pop18_ALL_DPaW C. undulatum,Single Plant,404536.312,6461541.979
pop18_ALL_DPaW C. undulatum,Single Plant,404536.709,6461542.52
pop18_ALL_DPaW C. undulatum,Single Plant,404534.904,6461541.307
pop18_ALL_DPaW C. undulatum,Single Plant,404527.835,6461534.502
pop18_ALL_DPaW C. undulatum,Single Plant,404528.864,6461531.793
pop18_ALL_DPaW C. undulatum,Single Plant,404531.047,6461536.136
pop18_ALL_DPaW C. undulatum,Single Plant,404524.201,6461539.943
pop18_ALL_DPaW C. undulatum,Single Plant,404523.764,6461539.007
pop18_ALL_DPaW C. undulatum,Single Plant,404508.879,6461540.115
pop18_ALL_DPaW C. undulatum,Single Plant,404509.18,6461542.894
pop18_ALL_DPaW C. undulatum,Single Plant,404504.837,6461540.748
pop18_ALL_DPaW C. undulatum,Single Plant,404500.835,6461538.823
pop18_ALL_DPaW C. undulatum,Single Plant,404500.583,6461540.474
pop18_ALL_DPaW C. undulatum,Single Plant,404499.164,6461540.771
pop18_ALL_DPaW C. undulatum,Single Plant,404493.438,6461541.312
pop18_ALL_DPaW C. undulatum,Single Plant,404529.324,6461531.875
pop18_ALL_DPaW C. undulatum,Single Plant,404598.862,6461530.906
pop18_ALL_DPaW C. undulatum,Single Plant,404606.108,6461537.676
pop18_ALL_DPaW C. undulatum,Single Plant,404606.359,6461539.207
pop18_ALL_DPaW C. undulatum,Single Plant,404607.347,6461539.944
pop18_ALL_DPaW C. undulatum,Single Plant,404611.887,6461539.739
pop18_ALL_DPaW C. undulatum,Single Plant,404615.122,6461540.191
pop18_ALL_DPaW C. undulatum,Single Plant,404623.099,6461545.975
pop18_ALL_DPaW C. undulatum,Single Plant,404621.917,6461543.218
pop18_ALL_DPaW C. undulatum,Single Plant,404628.451,6461549.323
pop18_ALL_DPaW C. undulatum,Single Plant,404632.565,6461549.053
pop18_ALL_DPaW C. undulatum,Single Plant,404640.952,6461555.269
pop18_ALL_DPaW C. undulatum,Single Plant,404645.4,6461555.015
pop18_ALL_DPaW C. undulatum,Single Plant,404653.105,6461561.779
pop18_ALL_DPaW C. undulatum,Single Plant,404658.026,6461555.213
pop18_ALL_DPaW C. undulatum,Single Plant,404660.058,6461554.295
pop18_ALL_DPaW C. undulatum,Single Plant,404675.605,6461566.938
pop18_ALL_DPaW C. undulatum,Single Plant,404676.682,6461569.619
pop18_ALL_DPaW C. undulatum,Single Plant,404716.267,6461544.031
pop18_ALL_DPaW C. undulatum,Single Plant,404712.735,6461539.84
pop18_ALL_DPaW C. undulatum,Single Plant,404714.001,6461537.155
pop18_ALL_DPaW C. undulatum,Single Plant,404712.57,6461533.029
pop18_ALL_DPaW C. undulatum,Single Plant,404710.548,6461535.97
pop18_ALL_DPaW C. undulatum,Single Plant,404710.556,6461535.449
pop18_ALL_DPaW C. undulatum,Single Plant,404711.481,6461533.522
pop18_ALL_DPaW C. undulatum,Single Plant,404698.525,6461532.663
pop18_ALL_DPaW C. undulatum,Single Plant,404694.654,6461538.239
pop18_ALL_DPaW C. undulatum,Single Plant,404694.937,6461538.82
pop18_ALL_DPaW C. undulatum,Single Plant,404693.429,6461538.438
pop18_ALL_DPaW C. undulatum,Single Plant,404687.676,6461537.648
pop18_ALL_DPaW C. undulatum,Single Plant,404672.443,6461527.115
pop18_ALL_DPaW C. undulatum,Single Plant,404676.517,6461537.671
pop18_ALL_DPaW C. undulatum,Single Plant,404676.478,6461528.873
pop18_ALL_DPaW C. undulatum,Single Plant,404673.316,6461523.844
pop18_ALL_DPaW C. undulatum,Single Plant,404649.479,6461518.501
pop18_ALL_DPaW C. undulatum,Single Plant,404615.844,6461497.363
pop18_ALL_DPaW C. undulatum,Single Plant,404612.741,6461500.331
pop18_ALL_DPaW C. undulatum,Single Plant,404612.311,6461494.138
pop18_ALL_DPaW C. undulatum,Single Plant,404609.664,6461492.132
pop18_ALL_DPaW C. undulatum,Single Plant,404656.076,6461504.172
pop18_ALL_DPaW C. undulatum,Single Plant,404654.335,6461512.836
pop18_ALL_DPaW C. undulatum,Single Plant,404656.029,6461512.255
pop18_ALL_DPaW C. undulatum,Single Plant,404657.256,6461510.4
pop18_ALL_DPaW C. undulatum,Single Plant,404662.207,6461507.706
pop18_ALL_DPaW C. undulatum,Single Plant,404668.677,6461511.011
pop18_ALL_DPaW C. undulatum,Single Plant,404671.857,6461511.835
pop18_ALL_DPaW C. undulatum,Single Plant,404673.317,6461512.1
pop18_ALL_DPaW C. undulatum,Single Plant,404679.049,6461506.812
pop18_ALL_DPaW C. undulatum,Single Plant,404686.89,6461511.94
pop18_ALL_DPaW C. undulatum,Single Plant,404686.408,6461501.667
pop18_ALL_DPaW C. undulatum,Single Plant,404685.287,6461499.509
pop18_ALL_DPaW C. undulatum,Single Plant,404687.885,6461502.683
pop18_ALL_DPaW C. undulatum,Single Plant,404690.008,6461498.352
pop18_ALL_DPaW C. undulatum,Single Plant,404689.404,6461496.582
pop18_ALL_DPaW C. undulatum,Single Plant,404694.801,6461506.911
pop18_ALL_DPaW C. undulatum,Single Plant,404700.662,6461510.797
pop18_ALL_DPaW C. undulatum,Single Plant,404700.584,6461510.375
pop18_ALL_DPaW C. undulatum,Single Plant,404698.899,6461509.413
pop18_ALL_DPaW C. undulatum,Single Plant,404701.779,6461506.496
pop18_ALL_DPaW C. undulatum,Single Plant,404703.135,6461507.291
pop18_ALL_DPaW C. undulatum,Single Plant,404704.531,6461505.688
pop18_ALL_DPaW C. undulatum,Single Plant,404703.234,6461507.151
pop18_ALL_DPaW C. undulatum,Single Plant,404701.28,6461516.133
pop18_ALL_DPaW C. undulatum,Single Plant,404700.904,6461530.656
pop18_ALL_DPaW C. undulatum,Single Plant,404703.426,6461527.727
pop18_ALL_DPaW C. undulatum,Single Plant,404705.678,6461527.046
pop18_ALL_DPaW C. undulatum,Single Plant,404704.51,6461517.962
pop18_ALL_DPaW C. undulatum,Single Plant,404705.969,6461516.401
pop18_ALL_DPaW C. undulatum,Single Plant,404705.545,6461517.542
pop18_ALL_DPaW C. undulatum,Single Plant,404710.814,6461524.012
pop18_ALL_DPaW C. undulatum,Single Plant,404712.608,6461524.09
pop18_ALL_DPaW C. undulatum,Single Plant,404713.2,6461523.823
pop18_ALL_DPaW C. undulatum,Single Plant,404715.682,6461524.757
pop18_ALL_DPaW C. undulatum,Single Plant,404714.608,6461526.784
pop18_ALL_DPaW C. undulatum,Single Plant,404715.913,6461523.451
pop18_ALL_DPaW C. undulatum,Single Plant,404716.947,6461523.61
pop18_ALL_DPaW C. undulatum,Single Plant,404716.99,6461519.294
pop18_ALL_DPaW C. undulatum,Single Plant,404729.717,6461535.925
pop18_ALL_DPaW C. undulatum,Single Plant,404729.638,6461535.737
pop18_ALL_DPaW C. undulatum,Single Plant,404729.278,6461535.131
pop18_ALL_DPaW C. undulatum,Single Plant,404730.364,6461537.979
pop18_ALL_DPaW C. undulatum,Single Plant,404723.036,6461540.642
pop18_ALL_DPaW C. undulatum,Single Plant,404720.188,6461541.323
pop18_ALL_DPaW C. undulatum,Single Plant,404719.787,6461541.84
pop18_ALL_DPaW C. undulatum,Single Plant,404748.266,6461517.653
pop18_ALL_DPaW C. undulatum,Single Plant,404745.904,6461515.008
pop18_ALL_DPaW C. undulatum,Single Plant,404744.635,6461514.522
pop18_ALL_DPaW C. undulatum,Single Plant,404742.533,6461516.821
pop18_ALL_DPaW C. undulatum,Single Plant,404743.771,6461513.952
pop18_ALL_DPaW C. undulatum,Single Plant,404741.027,6461513.952
pop18_ALL_DPaW C. undulatum,Single Plant,404740.068,6461517.543
pop18_ALL_DPaW C. undulatum,Single Plant,404742.838,6461512.198
pop18_ALL_DPaW C. undulatum,Single Plant,404742.366,6461512.324
pop18_ALL_DPaW C. undulatum,Single Plant,404741.122,6461512.466
pop18_ALL_DPaW C. undulatum,Single Plant,404737.795,6461513.415
pop18_ALL_DPaW C. undulatum,Single Plant,404736.934,6461513.239
pop18_ALL_DPaW C. undulatum,Single Plant,404740.65,6461510.004
pop18_ALL_DPaW C. undulatum,Single Plant,404735.101,6461501.129
pop18_ALL_DPaW C. undulatum,Single Plant,404732.178,6461503.793
pop18_ALL_DPaW C. undulatum,Single Plant,404732.194,6461503.456
pop18_ALL_DPaW C. undulatum,Single Plant,404729.318,6461507.301
pop18_ALL_DPaW C. undulatum,Single Plant,404728.422,6461506.506
pop18_ALL_DPaW C. undulatum,Single Plant,404723.353,6461497.738
pop18_ALL_DPaW C. undulatum,Single Plant,404723.503,6461496.961
pop18_ALL_DPaW C. undulatum,Single Plant,404722.561,6461495.983
pop18_ALL_DPaW C. undulatum,Single Plant,404721.755,6461494.479
pop18_ALL_DPaW C. undulatum,Single Plant,404718.043,6461492.796
pop18_ALL_DPaW C. undulatum,Single Plant,404716.866,6461491.162
pop18_ALL_DPaW C. undulatum,Single Plant,404717.534,6461480.954
pop18_ALL_DPaW C. undulatum,Single Plant,404712.953,6461486.14
pop18_ALL_DPaW C. undulatum,Single Plant,404710.19,6461487.853
pop18_ALL_DPaW C. undulatum,Single Plant,404709.164,6461485.464
pop18_ALL_DPaW C. undulatum,Single Plant,404714.239,6461477.248
pop18_ALL_DPaW C. undulatum,Single Plant,404715.744,6461477.455
pop18_ALL_DPaW C. undulatum,Single Plant,404706.757,6461477.381
pop18_ALL_DPaW C. undulatum,Single Plant,404700.837,6461476.269
pop18_ALL_DPaW C. undulatum,Single Plant,404702.407,6461471.62
pop18_ALL_DPaW C. undulatum,Single Plant,404699.213,6461471.055
pop18_ALL_DPaW C. undulatum,Single Plant,404695.215,6461474.344
pop18_ALL_DPaW C. undulatum,Single Plant,404697.025,6461468.709
pop18_ALL_DPaW C. undulatum,Single Plant,404686.586,6461456.201
pop18_ALL_DPaW C. undulatum,Single Plant,404685.043,6461455.604
pop18_ALL_DPaW C. undulatum,Single Plant,404690.402,6461450.872
pop18_ALL_DPaW C. undulatum,Single Plant,404690.969,6461453.81
pop18_ALL_DPaW C. undulatum,Single Plant,404690.916,6461447.734
pop18_ALL_DPaW C. undulatum,Single Plant,404689.035,6461447.316
pop18_ALL_DPaW C. undulatum,Single Plant,404688.111,6461445.101
pop18_ALL_DPaW C. undulatum,Single Plant,404689.683,6461443.566
pop18_ALL_DPaW C. undulatum,Single Plant,404687.449,6461445.881
pop18_ALL_DPaW C. undulatum,Single Plant,404686.431,6461444.459
pop18_ALL_DPaW C. undulatum,Single Plant,404675.763,6461437.785
pop18_ALL_DPaW C. undulatum,Single Plant,404666.599,6461418.857
pop18_ALL_DPaW C. undulatum,Single Plant,404667.57,6461416.122
pop18_ALL_DPaW C. undulatum,Single Plant,404668.044,6461416.962
pop18_ALL_DPaW C. undulatum,Single Plant,404670.122,6461415.199
pop18_ALL_DPaW C. undulatum,Single Plant,404650.92,6461393.876
pop18_ALL_DPaW C. undulatum,Single Plant,404647.788,6461391.873
pop18_ALL_DPaW C. undulatum,Single Plant,404676.956,6461420.738
pop18_ALL_DPaW C. undulatum,Single Plant,404681.782,6461427.821
pop18_ALL_DPaW C. undulatum,Single Plant,404683.694,6461426.473
pop18_ALL_DPaW C. undulatum,Single Plant,404683.541,6461427.714
pop18_ALL_DPaW C. undulatum,Single Plant,404681.896,6461428.173
pop18_ALL_DPaW C. undulatum,Single Plant,404680.499,6461429.145
pop18_ALL_DPaW C. undulatum,Single Plant,404680.895,6461430.895
pop18_ALL_DPaW C. undulatum,Single Plant,404679.788,6461429.335
pop18_ALL_DPaW C. undulatum,Single Plant,404678.92,6461429.862
pop18_ALL_DPaW C. undulatum,Single Plant,404681.97,6461431.775
pop18_ALL_DPaW C. undulatum,Single Plant,404681.649,6461433.623
pop18_ALL_DPaW C. undulatum,Single Plant,404682.518,6461432.167
pop18_ALL_DPaW C. undulatum,Single Plant,404685.373,6461428.945
pop18_ALL_DPaW C. undulatum,Single Plant,404683.896,6461432.764
pop18_ALL_DPaW C. undulatum,Single Plant,404687.094,6461429.825
pop18_ALL_DPaW C. undulatum,Single Plant,404684.66,6461435.854
pop18_ALL_DPaW C. undulatum,Single Plant,404678.709,6461437.546
pop18_ALL_DPaW C. undulatum,Single Plant,404682.094,6461441.972
pop18_ALL_DPaW C. undulatum,Single Plant,404686.955,6461458.021
pop18_ALL_DPaW C. undulatum,Single Plant,404688.142,6461437.384
pop18_ALL_DPaW C. undulatum,Single Plant,404690.175,6461435.549
pop18_ALL_DPaW C. undulatum,Single Plant,404689.645,6461435.404
pop18_ALL_DPaW C. undulatum,Single Plant,404690.559,6461434.629
pop18_ALL_DPaW C. undulatum,Single Plant,404689.472,6461440.597
pop18_ALL_DPaW C. undulatum,Single Plant,404694.678,6461441.639
pop18_ALL_DPaW C. undulatum,Single Plant,404696.162,6461442.545
pop18_ALL_DPaW C. undulatum,Single Plant,404695.36,6461439.967
pop18_ALL_DPaW C. undulatum,Single Plant,404693.845,6461443.847
pop18_ALL_DPaW C. undulatum,Single Plant,404691.374,6461442.597
pop18_ALL_DPaW C. undulatum,Single Plant,404690.391,6461448.202
pop18_ALL_DPaW C. undulatum,Single Plant,404690.826,6461449.605
pop18_ALL_DPaW C. undulatum,Single Plant,404690.894,6461451.846
pop18_ALL_DPaW C. undulatum,Single Plant,404698.19,6461451.867
pop18_ALL_DPaW C. undulatum,Single Plant,404696.431,6461456.782
pop18_ALL_DPaW C. undulatum,Single Plant,404694.001,6461461.717
pop18_ALL_DPaW C. undulatum,Single Plant,404701.331,6461466.756
pop18_ALL_DPaW C. undulatum,Single Plant,404702.395,6461467.126
pop18_ALL_DPaW C. undulatum,Single Plant,404704.064,6461467.096
pop18_ALL_DPaW C. undulatum,Single Plant,404704.959,6461467.123
pop18_ALL_DPaW C. undulatum,Single Plant,404706.706,6461464.648
pop18_ALL_DPaW C. undulatum,Single Plant,404701.481,6461462.524
pop18_ALL_DPaW C. undulatum,Single Plant,404701.299,6461457.938
pop18_ALL_DPaW C. undulatum,Single Plant,404714.627,6461471.493
pop18_ALL_DPaW C. undulatum,Single Plant,404717.801,6461476.488
pop18_ALL_DPaW C. undulatum,Single Plant,404718.161,6461476.907
pop18_ALL_DPaW C. undulatum,Single Plant,404725.778,6461470.133
pop18_ALL_DPaW C. undulatum,Single Plant,404723.686,6461469.028
pop18_ALL_DPaW C. undulatum,Single Plant,404723.331,6461477.509
pop18_ALL_DPaW C. undulatum,Single Plant,404726.132,6461478.404
pop18_ALL_DPaW C. undulatum,Single Plant,404729.124,6461479.395
pop18_ALL_DPaW C. undulatum,Single Plant,404728.37,6461481.44
pop18_ALL_DPaW C. undulatum,Single Plant,404728.728,6461481.046
pop18_ALL_DPaW C. undulatum,Single Plant,404734.551,6461478.082
pop18_ALL_DPaW C. undulatum,Single Plant,404741.443,6461486.065
pop18_ALL_DPaW C. undulatum,Single Plant,404734.921,6461487.201
pop18_ALL_DPaW C. undulatum,Single Plant,404744.566,6461492.852
pop18_ALL_DPaW C. undulatum,Single Plant,404742.34,6461490.241
pop18_ALL_DPaW C. undulatum,Single Plant,404749.778,6461494.596
pop18_ALL_DPaW C. undulatum,Single Plant,404751.987,6461495.763
pop18_ALL_DPaW C. undulatum,Single Plant,404750.699,6461498.156
pop18_ALL_DPaW C. undulatum,Single Plant,404748.633,6461498.076
pop18_ALL_DPaW C. undulatum,Single Plant,404743.386,6461501.523
pop18_ALL_DPaW C. undulatum,Single Plant,404743.542,6461507.93
pop18_ALL_DPaW C. undulatum,Single Plant,404748.929,6461512.054
pop18_ALL_DPaW C. undulatum,Single Plant,404749.9,6461515.6
pop18_ALL_DPaW C. undulatum,Single Plant,404752.36,6461515.751
pop18_ALL_DPaW C. undulatum,Single Plant,404756.671,6461506.153
pop18_ALL_DPaW C. undulatum,Single Plant,404755.123,6461504.329
pop18_ALL_DPaW C. undulatum,Single Plant,404749.745,6461505.439
pop18_ALL_DPaW C. undulatum,Single Plant,404755.177,6461502.739
pop18_ALL_DPaW C. undulatum,Single Plant,404755.496,6461501.624
pop18_ALL_DPaW C. undulatum,Single Plant,404756.829,6461504.018
pop18_ALL_DPaW C. undulatum,Single Plant,404756.172,6461506.573
pop18_ALL_DPaW C. undulatum,Single Plant,404759.307,6461508.207
pop18_ALL_DPaW C. undulatum,Single Plant,404756.481,6461512.43
pop18_ALL_DPaW C. undulatum,Single Plant,404764.409,6461506.271
pop18_ALL_DPaW C. undulatum,Single Plant,404766.874,6461500.447
pop18_ALL_DPaW C. undulatum,Single Plant,404767.909,6461497.778
pop18_ALL_DPaW C. undulatum,Single Plant,404770.132,6461496.857
pop18_ALL_DPaW C. undulatum,Single Plant,404770.45,6461496.404
pop18_ALL_DPaW C. undulatum,Single Plant,404773.253,6461492.912
pop18_ALL_DPaW C. undulatum,Single Plant,404765.791,6461493.929
pop18_ALL_DPaW C. undulatum,Single Plant,404759.66,6461496.088
pop18_ALL_DPaW C. undulatum,Single Plant,404759.269,6461496.001
pop18_ALL_DPaW C. undulatum,Single Plant,404756.245,6461501.111
pop18_ALL_DPaW C. undulatum,Single Plant,404753.408,6461493.8
pop18_ALL_DPaW C. undulatum,Single Plant,404755.762,6461493.427
pop18_ALL_DPaW C. undulatum,Single Plant,404756.751,6461491.892
pop18_ALL_DPaW C. undulatum,Single Plant,404758.341,6461492.502
pop18_ALL_DPaW C. undulatum,Single Plant,404749.917,6461492.853
pop18_ALL_DPaW C. undulatum,Single Plant,404746.146,6461488.01
pop18_ALL_DPaW C. undulatum,Single Plant,404736.022,6461469.571
pop18_ALL_DPaW C. undulatum,Single Plant,404736.706,6461468.896
pop18_ALL_DPaW C. undulatum,Single Plant,404731.752,6461468.458
pop18_ALL_DPaW C. undulatum,Single Plant,404732.442,6461469.576
pop18_ALL_DPaW C. undulatum,Single Plant,404730.329,6461471.027
pop18_ALL_DPaW C. undulatum,Single Plant,404724.51,6461467.365
pop18_ALL_DPaW C. undulatum,Single Plant,404728.493,6461465.095
pop18_ALL_DPaW C. undulatum,Single Plant,404726.224,6461461.225
pop18_ALL_DPaW C. undulatum,Single Plant,404721.316,6461459.882
pop18_ALL_DPaW C. undulatum,Single Plant,404720.036,6461459.946
pop18_ALL_DPaW C. undulatum,Single Plant,404721.286,6461464.271
pop18_ALL_DPaW C. undulatum,Single Plant,404714.046,6461462.63
pop18_ALL_DPaW C. undulatum,Single Plant,404710.587,6461456.157
pop18_ALL_DPaW C. undulatum,Single Plant,404706.73,6461461.641
pop18_ALL_DPaW C. undulatum,Single Plant,404705.254,6461438.889
pop18_ALL_DPaW C. undulatum,Single Plant,404709.082,6461441.546
pop18_ALL_DPaW C. undulatum,Single Plant,404719.546,6461444.032
pop18_ALL_DPaW C. undulatum,Single Plant,404721.854,6461442.533
pop18_ALL_DPaW C. undulatum,Single Plant,404723.022,6461447.692
pop18_ALL_DPaW C. undulatum,Single Plant,404723.753,6461447.894
pop18_ALL_DPaW C. undulatum,Single Plant,404724.442,6461445.247
pop18_ALL_DPaW C. undulatum,Single Plant,404725.031,6461443.186
pop18_ALL_DPaW C. undulatum,Single Plant,404730.246,6461445.143
pop18_ALL_DPaW C. undulatum,Single Plant,404733.663,6461447.903
pop18_ALL_DPaW C. undulatum,Single Plant,404733.122,6461452.551
pop18_ALL_DPaW C. undulatum,Single Plant,404734.578,6461453.737
pop18_ALL_DPaW C. undulatum,Single Plant,404738.93,6461449.522
pop18_ALL_DPaW C. undulatum,Single Plant,404747.194,6461447.611
pop18_ALL_DPaW C. undulatum,Single Plant,404747.529,6461452.254
pop18_ALL_DPaW C. undulatum,Single Plant,404747.013,6461452.687
pop18_ALL_DPaW C. undulatum,Single Plant,404748.625,6461454.552
pop18_ALL_DPaW C. undulatum,Single Plant,404741.496,6461459.349
pop18_ALL_DPaW C. undulatum,Single Plant,404747.016,6461458.485
pop18_ALL_DPaW C. undulatum,Single Plant,404759.174,6461473.619
pop18_ALL_DPaW C. undulatum,Single Plant,404761.56,6461477.507
pop18_ALL_DPaW C. undulatum,Single Plant,404761.216,6461476.855
pop18_ALL_DPaW C. undulatum,Single Plant,404756.222,6461490.149
pop18_ALL_DPaW C. undulatum,Single Plant,404755.044,6461491.741
pop18_ALL_DPaW C. undulatum,Single Plant,404754.044,6461492.152
pop18_ALL_DPaW C. undulatum,Single Plant,404772.449,6461485.558
pop18_ALL_DPaW C. undulatum,Single Plant,404776.549,6461492.581
pop18_ALL_DPaW C. undulatum,Single Plant,404762.09,6461471.374
pop18_ALL_DPaW C. undulatum,Single Plant,404760.464,6461473.626
pop18_ALL_DPaW C. undulatum,Single Plant,404642.8,6461421.6
pop18_ALL_DPaW C. undulatum,Single Plant,404647.413,6461422.966
pop18_ALL_DPaW C. undulatum,Single Plant,404763.205,6461455.624
pop18_ALL_DPaW C. undulatum,Single Plant,404762.915,6461454.816
pop18_ALL_DPaW C. undulatum,Single Plant,404747.557,6461433.769
pop18_ALL_DPaW C. undulatum,Single Plant,404736.154,6461429.505
pop18_ALL_DPaW C. undulatum,Single Plant,404738.629,6461422.591
pop18_ALL_DPaW C. undulatum,Single Plant,404731.821,6461425.228
pop18_ALL_DPaW C. undulatum,Single Plant,404738.204,6461418.445
