"accepted_binomial","latitude","longitude","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_geovalid","species","BIO1","BIO4","BIO12","BIO15"
"Hieracium fuscocinereum",59.54035,12.91092,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.28995847702026,792.081604003906,725,25.3715839385986
"Hieracium fuscocinereum",62.16769,16.53045,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2006-07-12,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.56284379959106,812.491577148438,711,28.4334907531738
"Hieracium fuscocinereum",59.82369,13.37506,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-29,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.62839603424072,817.42138671875,717,26.5806674957275
"Hieracium fuscocinereum",63.317131,12.097943,"Asteraceae","Hieracium fuscocinereum Norrl.","Asteraceae","Hieracium fuscocinereum","Norrl.","flowering plants","Accepted","Asteraceae","Norrl.",1896-07-20,"GBIF","BMO","BMO","BMO","OHN",3874,,0,,1,"Hieracium fuscocinereum",0.950041592121124,690.8837890625,914,26.9167442321777
"Hieracium fuscocinereum",60.12708,15.80153,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2004-07-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.59354162216187,790.885131835938,676,26.2560005187988
"Hieracium fuscocinereum",58.64279,13.47374,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-06-19,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",6.4480938911438,685.391235351562,593,24.5627136230469
"Hieracium fuscocinereum",57.68426,14.07676,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-20,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.60915613174438,681.448059082031,717,22.4071235656738
"Hieracium fuscocinereum",59.80335,12.41567,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-30,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.07044792175293,782.369934082031,773,25.2067813873291
"Hieracium fuscocinereum",59.78881,14.27893,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-06,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.63321876525879,771.36572265625,810,23.5600051879883
"Hieracium fuscocinereum",63.74147,18.77033,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-07-06,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.12347912788391,848.662048339844,677,34.3344039916992
"Hieracium fuscocinereum",62.97554,18.45762,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-07-08,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.61457562446594,772.313171386719,707,28.911678314209
"Hieracium fuscocinereum",59.23771,12.79463,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-29,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.6163854598999,757.434448242188,761,24.1355819702148
"Hieracium fuscocinereum",59.42988,12.84999,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2013-06-15,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.44956254959106,779.071228027344,736,24.903528213501
"Hieracium fuscocinereum",63.38262,16.30292,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-07-10,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",1.78029179573059,842.789855957031,667,35.6218338012695
"Hieracium fuscocinereum",64.57473,15.89884,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2013-07-09,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",0.3929583132267,874.277770996094,675,35.235897064209
"Hieracium fuscocinereum",61.20042,13.14865,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2007-07-12,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",1.27639591693878,827.861755371094,806,28.2447319030762
"Hieracium fuscocinereum",59.50331,17.85617,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2006-06-18,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",6.16214609146118,752.479919433594,544,29.7260112762451
"Hieracium fuscocinereum",60.45202,12.84096,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-07-03,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.58063530921936,822.128051757812,786,26.8656539916992
"Hieracium fuscocinereum",59.63562,12.75549,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-24,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.2835521697998,781.5361328125,761,23.8892402648926
"Hieracium fuscocinereum",65.10281,16.3901,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2013-07-12,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",-0.169479221105576,897.439575195312,648,40.1499824523926
"Hieracium fuscocinereum",60.01462,12.66893,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-06-19,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.01766681671143,799.146667480469,848,23.964672088623
"Hieracium fuscocinereum",59.61688,12.61003,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-27,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.43881273269653,776.704406738281,762,23.9866371154785
"Hieracium fuscocinereum",60.90942,13.48453,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2007-07-11,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.0524582862854,830.889953613281,820,26.7178115844727
"Hieracium fuscocinereum",58.71284,12.42225,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2009-07-02,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",6.23600006103516,690.462768554688,739,24.5701713562012
"Hieracium fuscocinereum",63.21107,14.87256,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2015-07-07,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.44560408592224,804.359985351562,580,36.0055656433105
"Hieracium fuscocinereum",60.42125,12.70393,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.21278119087219,810.066589355469,822,26.1847496032715
"Hieracium fuscocinereum",59.82642,12.85043,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-28,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.4260106086731,791.927551269531,804,24.6236209869385
"Hieracium fuscocinereum",61.10301,13.31452,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2007-07-14,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",1.64075005054474,830.194274902344,841,27.8432502746582
"Hieracium fuscocinereum",63.07619,18.35393,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-07-08,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.11319208145142,788.920837402344,708,28.6744174957275
"Hieracium fuscocinereum",59.6313,12.73284,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2014-06-08,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.2835521697998,781.5361328125,761,23.8892402648926
"Hieracium fuscocinereum",62.306991,9.606095,"Asteraceae","Hieracium fuscocinereum Norrl.","Asteraceae","Hieracium fuscocinereum","Norrl.","flowering plants","Accepted","Asteraceae","Norrl.",1891-08-13,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",-0.276125013828278,666.967590332031,588,36.4517097473145
"Hieracium fuscocinereum",60.93895,13.37719,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2007-07-10,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.0524582862854,830.889953613281,820,26.7178115844727
"Hieracium fuscocinereum",60.21478,13.2108,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2012-07-07,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.46202087402344,832.553161621094,772,27.4761924743652
"Hieracium fuscocinereum",60.36006,12.85661,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-07,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.58063530921936,822.128051757812,786,26.8656539916992
"Hieracium fuscocinereum",60.93177,17.04999,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2006-07-09,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.0585036277771,744.946350097656,608,27.8813934326172
"Hieracium fuscocinereum",63.29061,18.72568,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",1905-07-03,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.57758855819702,807.626281738281,656,28.4587249755859
"Hieracium fuscocinereum",59.25588,12.96317,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-30,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.57289600372314,762.380981445312,739,25.0936126708984
"Hieracium fuscocinereum",64.01615,16.7947,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2013-07-08,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",0.942406177520752,907.938537597656,697,36.5255966186523
"Hieracium fuscocinereum",61.0455,13.31164,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2007-07-12,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",1.64075005054474,830.194274902344,841,27.8432502746582
"Hieracium fuscocinereum",60.84022,12.53271,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-08,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.12376046180725,859.625549316406,739,29.912483215332
"Hieracium fuscocinereum",62.76118,17.9458,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2000-01-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.5706741809845,802.834289550781,700,26.1824283599854
"Hieracium fuscocinereum",65.01555,16.60501,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",1976-07-08,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",-0.265052139759064,897.396118164062,653,39.101634979248
"Hieracium fuscocinereum",62.82161,17.93984,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2000-01-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.5706741809845,802.834289550781,700,26.1824283599854
"Hieracium fuscocinereum",58.4429,16.08751,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2014-06-17,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",6.33134365081787,720.489868164062,587,27.3547077178955
"Hieracium fuscocinereum",60.37288,12.60505,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2012-06-30,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.11144804954529,817.196716308594,823,25.6089954376221
"Hieracium fuscocinereum",60.57493,12.70781,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2013-07-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.66278123855591,822.878601074219,791,28.0479125976562
"Hieracium fuscocinereum",60.36223,12.91444,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-07,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.58063530921936,822.128051757812,786,26.8656539916992
"Hieracium fuscocinereum",59.63285,12.73694,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-06-12,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.2835521697998,781.5361328125,761,23.8892402648926
"Hieracium fuscocinereum",60.98105,16.1505,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2006-07-16,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.40074992179871,783.334655761719,718,28.7624969482422
"Hieracium fuscocinereum",62.91816,17.45034,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-07-11,"GBIF","LD","LD","LD","General",4544,1,0,,1,"Hieracium fuscocinereum",2.28137493133545,818.298767089844,724,29.6455039978027
"Hieracium fuscocinereum",58.64305,13.47353,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-06-19,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",6.4480938911438,685.391235351562,593,24.5627136230469
"Hieracium fuscocinereum",61.56542,15.24056,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2006-07-07,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.67518758773804,808.452270507812,667,32.4867706298828
"Hieracium fuscocinereum",63.48853,16.2907,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-07-10,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",1.78029179573059,842.789855957031,667,35.6218338012695
"Hieracium fuscocinereum",59.91753,14.30878,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-06,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.16810417175293,784.09765625,841,23.8021640777588
"Hieracium fuscocinereum",60.23547,13.72198,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-05,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.37842702865601,826.751770019531,753,27.1457443237305
"Hieracium fuscocinereum",64.51985,15.9181,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",1976-07-07,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",0.3929583132267,874.277770996094,675,35.235897064209
"Hieracium fuscocinereum",63.7137,13.82299,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2015-07-04,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",1.31434369087219,757.694580078125,698,29.1748714447021
"Hieracium fuscocinereum",61.36615,15.5078,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2006-07-07,"GBIF","LD","LD","LD","General",4544,1,0,,1,"Hieracium fuscocinereum",3.73587512969971,814.104553222656,624,33.4727439880371
"Hieracium fuscocinereum",58.66094,12.29629,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2010-06-16,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",6.17544794082642,678.867370605469,808,24.1056575775146
"Hieracium fuscocinereum",59.5729,13.1319,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2008-06-13,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.04727077484131,802.744689941406,712,26.6258525848389
"Hieracium fuscocinereum",59.8572,13.39046,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-29,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.86723947525024,825.298950195312,755,27.1925086975098
"Hieracium fuscocinereum",62.8596,15.22717,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2015-07-09,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.13031244277954,828.818908691406,591,37.0474472045898
"Hieracium fuscocinereum",62.87406,18.33737,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2000-01-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",3.61457562446594,772.313171386719,707,28.911678314209
"Hieracium fuscocinereum",59.6923,12.68281,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.4972710609436,786.443664550781,822,23.7023296356201
"Hieracium fuscocinereum",59.88128,14.06215,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-05,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.10038566589355,794.313354492188,822,23.7816009521484
"Hieracium fuscocinereum",61.08939,13.25811,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2007-07-09,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",1.64075005054474,830.194274902344,841,27.8432502746582
"Hieracium fuscocinereum",60.31381,12.87708,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-07-07,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.11758327484131,820.108764648438,790,26.5125045776367
"Hieracium fuscocinereum",59.98733,12.55104,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2005-06-29,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.4135103225708,794.561889648438,831,23.8513832092285
"Hieracium fuscocinereum",59.63469,12.75137,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2014-06-16,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.2835521697998,781.5361328125,761,23.8892402648926
"Hieracium fuscocinereum",60.31752,12.67195,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2009-06-25,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",4.09922933578491,810.755981445312,808,25.0327777862549
"Hieracium fuscocinereum",64.38138,16.19862,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2013-07-09,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",0.225614473223686,882.321655273438,675,35.4321441650391
"Hieracium fuscocinereum",62.32433,9.59877,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",1897-08-01,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",-0.276125013828278,666.967590332031,588,36.4517097473145
"Hieracium fuscocinereum",63.08861,14.17123,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2015-07-08,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.75552082061768,802.641967773438,538,41.5518646240234
"Hieracium fuscocinereum",57.76857,14.827,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2001-06-30,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.27421855926514,688.932250976562,686,21.8428955078125
"Hieracium fuscocinereum",60.96015,13.45868,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2007-07-10,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.0524582862854,830.889953613281,820,26.7178115844727
"Hieracium fuscocinereum",68.45412,18.85449,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2011-07-26,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",-1.28251039981842,832.635803222656,433,34.5998420715332
"Hieracium fuscocinereum",63.4457,13.77195,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",1970-07-04,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",2.05871868133545,750.692260742188,656,30.9002285003662
"Hieracium fuscocinereum",59.49707,12.98529,"Asteraceae","Hieracium philanthrax Dahlst.","Asteraceae","Hieracium philanthrax","Dahlst.","flowering plants","Accepted","Asteraceae","(Dahlst.) Greuter",2008-06-13,"GBIF","LD","LD","LD","General",4544,,0,,1,"Hieracium fuscocinereum",5.44956254959106,779.071228027344,736,24.903528213501
