",""species"",""region"",""biome"",""spines"",""hmax"",""sla"",""woo"",""ref.sla"",""ref.woo"",""ref.hmax"",""mat"",""map"",""rs"",""nfires"",""avgfrp"",""cec"",""cly"",""crf"",""orc"",""ph"",""slt"",""snd"""
"2317,""Ocotea minarum"",""Neotropical"",""forest"",""n"",8,NA,NA,"""","""",""Oliveira-Filhoetal2007"",25.5333,2067,77.7624,0,0,6.5,23.5,1.5,27,50,13,63.5"
"2318,""Persea splendens"",""Neotropical"",""forest"","""",8,NA,NA,"""","""",""Oliveira-Filhoetal2007"",20.2542,1686,81.9868,59.556,34.8183,5.5,38.5,3,10,52,14,47.5"
"2319,""Nectandra amazonum"",""Neotropical"",""forest"","""",NA,NA,0.633333333,"""",""Zanneetal2009"","""",25.9933333333333,2019.86666666667,56.7083133333333,7.48737333333333,8.22225333333333,11.5909090909091,28.5454545454545,3.95454545454545,26.7727272727273,50.9090909090909,26.6818181818182,44.8181818181818"
"2320,""Aniba rosaeodora"",""Neotropical"",""forest"","""",NA,NA,0.744611111,"""",""Zanneetal2009"","""",25.8765181818182,2549.18181818182,42.1551363636364,1.4443,5.41964272727273,9.63636363636364,37.0454545454545,3.09090909090909,24.9545454545455,45.2272727272727,19.8636363636364,43"
"2321,""Aniba puchury-minor"",""Neotropical"",""forest"",""n"",NA,NA,0.533333333,"""",""Zanneetal2009"","""",23.5222166666667,1884.83333333333,42.4972166666667,10.7648833333333,13.8811,16.75,29.1666666666667,3.41666666666667,35.9166666666667,49.9166666666667,28.0833333333333,42.5833333333333"
"2322,""Ocotea guianensis"",""Neotropical"",""forest"","""",NA,NA,0.529206667,"""",""Balhetal2011/Poorter2010/Zanneetal2009"","""",21.4350923076923,2027.61538461538,55.7986653846154,18.1514615384615,19.11335,16.3076923076923,30.6153846153846,8.15384615384615,41.25,50.7692307692308,24.2115384615385,45.0576923076923"
"2323,""Ocotea glomerata"",""Neotropical"",""forest"","""",NA,NA,0.508068,"""",""Zanneetal2009"","""",24.1936974358974,1490.12820512821,60.3084717948718,56.3896846153846,27.5380575,11.1794871794872,31.6923076923077,5.55128205128205,15.8333333333333,53.6666666666667,19.2179487179487,49.1282051282051"
"2324,""Persea fusca"",""Neotropical"",""forest"","""",5,NA,NA,"""","""",""Oliveira-Filhoetal2007"",24.1597333333333,1748.66666666667,79.4775666666667,7.288,17.8083333333333,5.5,27.6666666666667,2,16.3333333333333,52.6666666666667,16,56.5"
"2325,""Ocotea spixiana"",""Neotropical"",""forest"",""n"",10,NA,NA,"""","""",""Oliveira-Filhoetal2007"",20.805,1311.2,76.68596,29.78801,48.34749,8.15,36.45,3.7,15.75,53.15,16.7,46.7"
"2326,""Nectandra nitidula"",""Neotropical"",""savanna"","""",16,NA,NA,"""","""",""Oliveira-Filhoetal2007"",20.0711214285714,1435.5,70.5745857142857,19.3053857142857,19.4036071428571,9.82142857142857,35.1071428571429,4.07142857142857,16.5357142857143,52.0714285714286,17.75,47.3571428571429"
"2327,""Piper arboreum"",""Neotropical"",""forest"",""n"",7,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.9510738993711,1659.38050314465,59.0332547169811,16.2258617088608,18.5876968769716,13.6102236421725,34.0239616613419,6.4185303514377,21.8290734824281,53.9936102236422,20.3610223642173,45.6166134185303"
"2328,""Piper crassinervium"",""Neotropical"",""forest"",""n"",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.8204785046729,2024.01869158879,50.5572196261682,8.04925140186916,14.0372114953271,22.8785046728972,32.892523364486,8.95327102803738,44.7009345794393,53.3691588785047,25.0981308411215,42.0233644859813"
"2329,""Vitex triflora"",""Neotropical"",""forest"","""",15,NA,NA,"""","""",""Oliveira-Filhoetal2007"",24.3245815,2214.7,56.889205,9.318755,15.352408,12.7,33.7,5.3,21.35,50.7,25.375,40.8"
"2330,""Vitex orinocensis"",""Neotropical"",""forest"","""",NA,NA,0.526666667,"""",""Zanneetal2009"","""",25.7840588235294,2226.52941176471,60.6400529411765,8.58718235294118,16.3556664705882,11.8235294117647,31.7647058823529,8.41176470588235,19.3823529411765,52.9411764705882,24.5882352941176,43.7058823529412"
"2331,""Vitex megapotamica"",""Neotropical"",""savanna"","""",20,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.1545166666667,1544.19444444444,28.2076397222222,4.80432777777778,11.6904963888889,14.2222222222222,39.7916666666667,4.22222222222222,24.6944444444444,53.5,21.8194444444444,38.4583333333333"
"2332,""Vitex gigantea"",""Neotropical"",""forest"","""",NA,NA,0.52,"""",""Zanneetal2009"","""",25.2802,1770.75,75.749875,4.399325,14.669575,17.875,31.875,11.875,32.125,57,23,44.875"
"2333,""Vitex excelsa"",""Neotropical"",""forest"","""",NA,NA,0.52,"""",""Zanneetal2009"","""",25.7542,1672,53.2181,28.8144,28.2931,8,33.5,1,12.5,49,26,40.5"
"2334,""Gallesia integrifolia"",""Neotropical"",""forest"",""n"",35,27.35745614,0.43,""Kitajima&Poorter2010/Markesteijn&Poorter2009/Markesteijnetal2011"",""Markesteijnetal2011/Zanneetal2009"",""FloradoBrasil"",22.1251826086957,1234.26086956522,56.7670217391304,19.1796217391304,20.9957682608696,12.2826086956522,36.2173913043478,4.97826086956522,14.8913043478261,55.6086956521739,19.2391304347826,44.6521739130435"
"2335,""Tapura amazonica"",""Neotropical"",""forest"","""",15,NA,NA,"""","""",""Oliveira-Filhoetal2007"",24.4307074074074,1993.77777777778,62.4040074074074,30.3960407407407,27.7262211111111,9.07407407407407,30.8888888888889,2.75925925925926,20.0740740740741,50.6296296296296,20.5185185185185,48.5185185185185"
"2336,""Mollia lepidota"",""Neotropical"",""forest"","""",NA,NA,0.49,"""",""Zanneetal2009"","""",25.1612076923077,1896.46153846154,57.8429769230769,18.1818384615385,25.1669923076923,10.4090909090909,28.4545454545455,2.95454545454545,23.1363636363636,51.3636363636364,23.5909090909091,47.9545454545455"
"2337,""Daphnopsis martii"",""Neotropical"",""forest"",""n"",8,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.0167,2579,43.7281,0,0,11.5,34.5,3,17,52,17,48.5"
"2338,""Daphnopsis racemosa"",""Neotropical"",""forest"",""n"",7,NA,NA,"""","""",""Oliveira-Filhoetal2007"",18.1178755555556,1510.08888888889,21.8055126666667,8.68017111111111,17.1639868888889,15.5555555555556,37.8111111111111,4.57777777777778,27.2,53.5444444444444,23.9,38.2"
"2339,""Freziera canescens"",""Neotropical"",""forest"","""",NA,NA,0.58,"""",""Zanneetal2009"","""",11.4282710714286,1549.10714285714,34.6935785714286,2.65953571428571,14.3994046428571,34.6428571428571,21.0178571428571,14.6785714285714,85.0714285714286,55.2321428571429,33.125,45.875"
"2340,""Ternstroemia dentata"",""Neotropical"",""forest"",""n"",10,NA,0.69,"""",""Zanneetal2009"",""FloradoBrasil"",25.906775,2649.875,51.2749,25.7082125,11.4638125,9.8125,26.1875,5.625,26.1875,46.25,23.125,50.75"
"2341,""Ilex brasiliensis"",""Neotropical"",""forest"",""n"",12,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.3402058823529,1549.17647058824,36.4463941176471,23.1417294117647,20.3295829411765,11.5294117647059,39.9117647058824,2.88235294117647,19.3823529411765,52.9117647058824,19.2058823529412,40.7941176470588"
"2342,""Ilex conocarpa"",""Neotropical"",""forest"","""",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",20.9526545454545,1322.27272727273,82.1101727272727,25.7388727272727,34.7074454545455,8.90909090909091,34.1363636363636,6,13.4090909090909,53.6363636363636,16.5909090909091,49.3636363636364"
"2343,""Ilex asperula"",""Neotropical"",""savanna"","""",3,NA,NA,"""","""",""Oliveira-Filhoetal2007"",18.2277666666667,1455.33333333333,65.2042666666667,12.5886333333333,32.512,11.8333333333333,33.3333333333333,6.5,26.3333333333333,52,16.5,50.3333333333333"
"2344,""Ilex lundii"",""Neotropical"",""forest"",""n"",6,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.76082,1494.8,68.97176,17.47544,23.75432,8.8,31.4,4.3,13.9,54.2,17.9,50.6"
"2345,""Pourouma melinonii"",""Neotropical"",""forest"",""n"",NA,NA,0.32,"""",""Zanneetal2009"","""",21.63164,2332,42.28456,1.788,8.21,19.4,36.5,13.1,49.6,51.1,24.5,39"
"2346,""Cecropia concolor"",""Neotropical"",""forest"","""",NA,25.18755221,0.242,""Kitajima&Poorter2010/Markesteijn&Poorter2009/Markesteijnetal2011"",""Markesteijnetal2011/Poorter2010/Zanneetal2009"","""",25.1693272727273,1743.09090909091,54.8010636363636,43.5451090909091,18.8822936363636,10.3636363636364,31.7272727272727,4.36363636363636,17.7727272727273,52.3636363636364,20.4545454545455,47.6818181818182"
"2347,""Pourouma hirsutipetiolata"",""Neotropical"",""forest"","""",NA,NA,0.39,"""",""Zanneetal2009"","""",24.6271,4245,34.8716,0,0,20.75,27.5,15.75,74.5,52.75,27.25,45.5"
"2348,""Coussapoa asperifolia"",""Neotropical"",""forest"",""n"",NA,NA,0.45164,"""",""Zanneetal2009"","""",25.01354375,2624.875,43.7989125,5.183225,5.879216875,15.7083333333333,32,8,36.75,50.4583333333333,24.375,43.5416666666667"
"2349,""Pourouma guianensis"",""Neotropical"",""forest"",""n"",NA,NA,0.38,"""",""Zanneetal2009"","""",22.181678,2017.33333333333,51.4146333333333,6.396425,17.36311875,13.84375,32.96875,4.84375,23.96875,50.8125,23.5,43.53125"
"2350,""Pourouma tomentosa"",""Neotropical"",""forest"",""n"",NA,NA,0.395,"""",""Zanneetal2009"","""",24.6838625,2559.25,39.5615,7.9536125,9.64455,9.9375,30.6875,4.75,27,47.5625,22.9375,46.5625"
"2351,""Cecropia sciadophylla"",""Neotropical"",""forest"",""n"",NA,NA,0.377946213,"""",""Zanneetal2009"","""",25.1708352941176,2497.94117647059,48.8816470588235,9.52836470588235,12.0729664705882,11.8125,32.125,6.75,27.90625,50.28125,23.875,43.96875"
"2352,""Pourouma bicolor"",""Neotropical"",""forest"",""n"",NA,NA,0.401610495,"""",""Santiagoetal2004/Zanneetal2009"","""",23.4511076666667,2720.66666666667,41.6795033333333,5.73518,6.35067666666667,20.8,32.65,10.0666666666667,56.2,51.3833333333333,25.45,41.9833333333333"
"2353,""Pourouma mollis"",""Neotropical"",""forest"",""n"",NA,NA,0.39,"""",""Zanneetal2009"","""",23.5525875,2819.625,47.5634875,3.105225,15.7366125,18.5,35.8125,8.9375,27.6875,52.9375,24.6875,39.4375"
"2354,""Aspidosperma tomentosum"",""Neotropical"",""savanna"",""n"",12,NA,NA,"""","""",""Oliveira-Filhoetal2007"",21.9119275862069,1376.51724137931,72.0522724137931,32.5818,27.6884620689655,8.53448275862069,32.9827586206897,3.62068965517241,11.448275862069,54.9310344827586,17.0862068965517,49.948275862069"
"2355,""Aspidosperma subincanum"",""Neotropical"",""forest"",""n"",12,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.45,1426.06451612903,75.5048451612903,31.6847483870968,22.3703032258065,8.38709677419355,34.1290322580645,2.85483870967742,10.8709677419355,55.1612903225806,18.5483870967742,47.1774193548387"
"2356,""Aspidosperma quebracho-blanco"",""Neotropical"",""forest"","""",NA,NA,0.705,"""",""Zanneetal2009"","""",19.4318981818182,772.163636363636,67.8529145454545,14.9067464285714,32.1756875,13.8303571428571,24.7053571428571,8.6875,12.6071428571429,65.8928571428571,23.3035714285714,51.9732142857143"
"2357,""Aspidosperma pyrifolium"",""Neotropical"",""forest"",""n"",14,NA,NA,"""","""",""Oliveira-Filhoetal2007"",24.6358374233129,748.858895705521,84.538073006135,10.8138591463415,21.3556959146341,11.776397515528,24.5931677018634,6.64596273291925,7.22049689440994,62.5621118012422,18.8012422360248,56.583850931677"
"2358,""Aspidosperma pyricollum"",""Neotropical"",""forest"",""n"",6,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.5791666666667,1047.66666666667,56.8466333333333,25.4362555555556,17.1108555555556,13,28.7777777777778,4.66666666666667,17.1666666666667,57.5555555555556,17.6111111111111,53.5555555555556"
"2359,""Aspidosperma olivaceum"",""Neotropical"",""forest"",""n"",15,NA,NA,"""","""",""Oliveira-Filhoetal2007"",18.1045166666667,1434.83333333333,60.8928666666667,5.79650833333333,10.2151416666667,11.25,38.125,5.58333333333333,24.0833333333333,51.625,18.2083333333333,43.5"
"2360,""Aspidosperma megalocarpon"",""Neotropical"",""forest"","""",NA,NA,0.784275,"""",""Zanneetal2009"","""",24.2297628571429,2077.97142857143,76.1302685714286,21.3482114285714,18.8266228571429,25.25,36.7058823529412,15.4411764705882,25.3088235294118,59.8235294117647,23.9411764705882,39.2647058823529"
"2361,""Aspidosperma discolor"",""Neotropical"",""forest"",""n"",25,NA,0.8115,"""",""Zanneetal2009"",""Oliveira-Filhoetal2007"",23.6299363636364,1469.90909090909,68.6031090909091,22.6520545454545,22.6219909090909,9.09090909090909,30.1363636363636,6,13.3636363636364,53.8636363636364,18.0454545454545,51.8636363636364"
"2362,""Aspidosperma decussatum"",""Neotropical"",""forest"","""",NA,NA,0.79212,"""",""Zanneetal2009"","""",21.2375,2213.66666666667,56.7395333333333,2.6508,18.3952333333333,23.6666666666667,31.6666666666667,15.6666666666667,58,49,26.6666666666667,41.6666666666667"
"2363,""Microplumeria anomala"",""Neotropical"",""forest"","""",NA,NA,0.73,"""",""Zanneetal2009"","""",27.3902666666667,2002.33333333333,60.9421333333333,17.8976666666667,17.3617666666667,10.6666666666667,30.6666666666667,4.5,13.5,54.5,28.5,41"
"2364,""Macoubea guianensis"",""Neotropical"",""forest"",""n"",NA,NA,0.414426667,"""",""Zanneetal2009"","""",25.3395928571429,2321.78571428571,42.6620214285714,3.47533571428571,6.01606428571429,11.2692307692308,31.9230769230769,8.34615384615385,27.8076923076923,48.0769230769231,24.1923076923077,43.7692307692308"
"2365,""Himatanthus obovatus"",""Neotropical"",""savanna"",""n"",6,5.7,NA,""Cianciarusoetal2013"","""",""Oliveira-Filhoetal2007"",23.9543658536585,1470.80487804878,76.9112097560976,42.7840682926829,32.350792195122,7.19512195121951,29.2073170731707,3.47560975609756,10.9634146341463,53.6829268292683,17.0853658536585,53.6707317073171"
"2366,""Himatanthus bracteatus"",""Neotropical"",""forest"","""",NA,NA,0.53,"""",""Zanneetal2009"","""",24.3134823529412,1732.52941176471,46.7517058823529,30.0279714285714,20.4815514285714,11.9393939393939,28.8939393939394,4.74242424242424,20.6969696969697,53.969696969697,17.9545454545455,53.0454545454545"
"2367,""Himatanthus attenuatus"",""Neotropical"",""forest"",""n"",NA,NA,0.48,"""",""Zanneetal2009"","""",26.84505,2423.4375,45.4293375,3.16815625,4.9627875,11.5,32.2307692307692,3.80769230769231,36.8076923076923,45.0769230769231,24.9230769230769,42.8076923076923"
"2368,""Symplocos uniflora"",""Neotropical"",""forest"",""n"",8,NA,NA,"""","""",""Oliveira-Filhoetal2007"",16.9519694444444,1653.25,17.6849441666667,5.57829166666667,11.6747733333333,15.625,42.5833333333333,4.84722222222222,30.2222222222222,52.0138888888889,24.6527777777778,32.7916666666667"
"2369,""Symplocos platyphylla"",""Neotropical"",""forest"",""n"",6,NA,NA,"""","""",""Oliveira-Filhoetal2007"",21.1833,1647,83.2504,48.6276,61.9531,7,33,4.5,12.5,50.5,19.5,47.5"
"2370,""Symplocos nitens"",""Neotropical"",""forest"",""n"",10,NA,NA,"""","""",""Oliveira-Filhoetal2007"",21.3912,1282.77777777778,80.2041222222222,42.1392333333333,34.2579,9.83333333333333,29.2222222222222,6.88888888888889,14.8333333333333,55.3333333333333,16.7222222222222,54"
"2371,""Symplocos pubescens"",""Neotropical"",""forest"",""n"",5,NA,NA,"""","""",""Oliveira-Filhoetal2007"",18.4125166666667,1479.66666666667,60.82125,10.1028333333333,24.181955,10.5,36.5833333333333,2.91666666666667,20,51.6666666666667,18.0833333333333,45.1666666666667"
"2372,""Styrax pohlii"",""Neotropical"",""forest"",""n"",20,NA,0.54,"""",""Haoetal2008"",""Oliveira-Filhoetal2007"",22.3236333333333,1845,67.3252,16.5450333333333,19.5605333333333,11.8333333333333,39.6666666666667,4.83333333333333,14.6666666666667,50.8333333333333,20.6666666666667,39.6666666666667"
"2373,""Styrax ferrugineus"",""Neotropical"",""savanna"",""n"",8,7.212079821,0.456975948,""Batalaetal2011/Cianciarusoetal2013/DantasandBatala2012/Miatto&Batala2016"",""Batalaetal2011/Buccietal2004/Haoetal2008/Miato2011"",""Oliveira-Filhoetal2007"",21.5825592592593,1468.25925925926,76.0195555555556,37.8857481481482,29.9466555555556,8.46296296296296,33.5925925925926,3.62962962962963,18.6481481481481,53.8148148148148,17.1851851851852,49.2592592592593"
"2374,""Humiriastrum glaziovii"",""Neotropical"",""forest"",""n"",16,NA,NA,"""","""",""Oliveira-Filhoetal2007"",20.6819666666667,1739,70.2007,10.2703333333333,17.2339,15.1666666666667,39.8333333333333,5.66666666666667,41.5,52.8333333333333,22.1666666666667,37.8333333333333"
"2375,""Sacoglottis guianensis"",""Neotropical"",""forest"","""",22,NA,0.835775242,"""",""Zanneetal2009"",""Oliveira-Filhoetal2007"",26.0132,2105.88888888889,60.6490888888889,22.7538789473684,16.6671052631579,9.77777777777778,31.5277777777778,5.83333333333333,21.3055555555556,50.9444444444444,21.1111111111111,47.3888888888889"
"2376,""Vantanea parviflora"",""Neotropical"",""forest"","""",NA,NA,0.833475783,"""",""Zanneetal2009"","""",26.06805,2555.83333333333,45.3612333333333,8.4377,13.6787833333333,10.1666666666667,32,3.25,21.3333333333333,46.5833333333333,23.8333333333333,43.8333333333333"
"2377,""Humiriastrum diguense"",""Neotropical"",""forest"","""",NA,NA,0.58,"""",""Santiagoetal2004"","""",24.5534666666667,2856.25,53.121775,2.6702,4.68030769230769,24.1666666666667,34.625,11.7083333333333,63.75,51.8333333333333,25.75,39.75"
"2378,""Vantanea compacta"",""Neotropical"",""forest"","""",25,NA,NA,"""","""",""Oliveira-Filhoetal2007"",20.0803571428571,1537,53.9212,12.1757,19.5496,13.4285714285714,33.7857142857143,4.28571428571429,23.0714285714286,53.4285714285714,19.4285714285714,46.8571428571429"
"2379,""Sacoglottis mattogrossensis"",""Neotropical"",""forest"","""",26,NA,0.77,"""",""Zanneetal2009"",""Oliveira-Filhoetal2007"",24.3058705882353,1673.82352941176,57.3454705882353,12.6201470588235,26.1072529411765,9.97058823529412,30.2352941176471,4.35294117647059,17.0294117647059,52.4705882352941,18.4411764705882,51.2352941176471"
"2380,""Humiriastrum cuspidatum"",""Neotropical"",""forest"",""n"",NA,NA,0.721,"""",""Zanneetal2009"","""",25.87832,2440.2,45.96454,19.05216,6.10854,9.2,30.9,3.4,31.1,45.9,23.8,45.1"
"2381,""Astronium lecointei"",""Neotropical"",""forest"",""n"",NA,NA,0.79032,"""",""Zanneetal2009"","""",25.8196,1982.9,55.75459,18.8835818181818,18.2253181818182,8.3,31.85,2.05,18.9,47.25,23.55,44.55"
"2382,""Astronium graveolens"",""Neotropical"",""forest"","""",30,14.09021547,0.818313954,""Dantasetal2013/Miatto&Batala2016"",""Borchert1994/Dantasetal2013/Zanneetal2009"",""Oliveira-Filhoetal2007"",24.9292405405405,1525.12612612613,75.1405684684685,33.3068864864865,21.0449562162162,22.2792792792793,37.036036036036,13.6216216216216,19.8243243243243,61.6756756756757,22.7342342342342,40.3423423423423"
"2383,""Astronium fraxinifolium"",""Neotropical"",""savanna"",""n"",15,NA,0.67,"""",""Ribeiroetal2011"",""Oliveira-Filhoetal2007"",24.325504,1352.12,78.574444,33.60336,25.236664,8.64,28.28,4.58,11.02,56.28,17.98,53.72"
"2384,""Schinopsis brasiliensis"",""Neotropical"",""forest"",""n"",15,17.7,0.51,""Markesteijnetal2011"",""Markesteijnetal2011"",""Oliveira-Filhoetal2007"",23.56520546875,715.484375,76.8767546875,9.82563359375,22.236855703125,11.625,26.2109375,6.4765625,7.3671875,62.23828125,18.26953125,55.51953125"
"2385,""Alangium chinense"",""Afrotropical"",""forest"",""n"",30,NA,0.3611895,"""",""Zanneetal2009"",""CJB"",18.3214357142857,1482.64285714286,62.6566357142857,26.3733571428571,14.0671428571429,24.3571428571429,36,8.82142857142857,33.8571428571429,54.8214285714286,21.5714285714286,42.6785714285714"
"2386,""Strombosia pustulata"",""Afrotropical"",""forest"",""n"",45,NA,0.830275079,"""",""Zanneetal2009"",""CJB"",24.7720095238095,2010.19047619048,68.9088571428571,56.2420523809524,7.03453142857143,12.5714285714286,32.4523809523809,12.952380952381,31.7142857142857,49.5952380952381,18.0238095238095,49.5"
"2387,""Ximenia coriacea"",""Neotropical"",""savanna"","""",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.5354,1579.5,69.56345,32.27175,32.5237,10.5,30.75,3.5,15.75,52.25,16,53"
"2388,""Connarus suberosus"",""Neotropical"",""savanna"",""n"",12,6.813993792,0.429,""Batalaetal2011/Cianciarusoetal2013/DantasandBatala2012/Miatto&Batala2016"",""Batalaetal2011"",""Oliveira-Filhoetal2007"",23.83125,1502.9375,78.500309375,45.910425,28.41221875,6.66129032258065,29.1774193548387,3.62903225806452,10.4838709677419,53.5322580645161,16.5967741935484,54.3064516129032"
"2389,""Rourea induta"",""Neotropical"",""savanna"","""",3,5.677033333,0.223,""Batalaetal2011/Cianciarusoetal2013/Miatto&Batala2016"",""Batalaetal2011"",""Oliveira-Filhoetal2007"",23.6428666666667,1500.06666666667,78.3130577777778,40.5861266666667,29.4799688888889,6.75,29.1477272727273,2.88636363636364,10.2386363636364,53.9090909090909,15.2613636363636,55.5454545454545"
"2390,""Ouratea discophora"",""Neotropical"",""forest"","""",NA,NA,0.791,"""",""Zanneetal2009"","""",25.8499857142857,2261.57142857143,63.3115571428571,40.0036571428571,14.1748857142857,9.28571428571429,30.5,7.71428571428571,23.2142857142857,48.5,18.3571428571429,50.9285714285714"
"2391,""Ouratea parviflora"",""Neotropical"",""savanna"","""",5,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.615628125,1487.1875,50.3397,8.06841875,11.1318540625,12.09375,35.21875,4.125,24.71875,51.78125,19.8125,45.015625"
"2392,""Ouratea hexasperma"",""Neotropical"",""savanna"",""n"",8,6.86,0.542696629,""Cianciarusoetal2013"",""Buccietal2004"",""FloradoBrasil"",23.3017516129032,1430.29032258065,78.893964516129,40.2637580645161,28.1539451612903,8.41935483870968,30.6451612903226,4.12903225806452,11.741935483871,54.2096774193548,16.0322580645161,53.3387096774194"
"2393,""Ouratea semiserrata"",""Neotropical"",""forest"","""",7,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.42209,1557.5,77.18213,12.72247,17.45673,11.3333333333333,36.6111111111111,7.33333333333333,23.6111111111111,53.2222222222222,17.8888888888889,45.6666666666667"
"2394,""Terminalia fagifolia"",""Neotropical"",""savanna"",""n"",30,NA,NA,"""","""",""FloradoBrasil"",23.9462322580645,1149.58064516129,84.9047709677419,24.2537032258065,27.7806064516129,7.91666666666667,26.3833333333333,4.08333333333333,8.61666666666667,55.55,17.4166666666667,56.3166666666667"
"2395,""Pisonia zapallo"",""Neotropical"",""forest"",""n"",NA,NA,0.3,"""",""Zanneetal2009"","""",20.28916,1051,57.63256,16.28711,30.235433,14.9,34.95,7.95,17.45,58.45,24.2,40.7"
"2396,""Neea hermaphrodita"",""Neotropical"",""forest"",""n"",8,NA,NA,"""","""",""Oliveira-Filhoetal2007"",24.02376,1299,59.1764,17.89764,30.9494,14.05,30.55,5.95,17.3,57.2,22.6,46.75"
"2397,""Gaylussacia brasiliensis"",""Neotropical"",""forest"",""n"",4,NA,NA,"""","""",""Oliveira-Filhoetal2007"",18.61446,1541.11764705882,46.7696905882353,14.6222223529412,23.7562572941176,13.3511904761905,36.0714285714286,4.24404761904762,30.0238095238095,52.9880952380952,20.1369047619048,43.7559523809524"
"2398,""Agarista oleifolia"",""Neotropical"",""forest"",""n"",6,NA,NA,"""","""",""Oliveira-Filhoetal2007"",18.0273785714286,1416,71.3647357142857,20.5699857142857,31.4280142857143,11.6785714285714,36.1428571428571,5.78571428571429,20.3928571428571,52.4285714285714,17.2857142857143,46.6428571428571"
"2399,""Agarista coriifolia"",""Neotropical"",""savanna"",""n"",5,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.0961,1348.86666666667,78.5283466666667,19.7346733333333,24.5619046666667,10.3333333333333,37.3666666666667,5.86666666666667,23,53.1,15.4,47.3666666666667"
"2400,""Simarouba versicolor"",""Neotropical"",""forest"","""",NA,NA,0.41,"""",""Zanneetal2009"","""",24.6036705882353,1218.85294117647,92.4946205882353,22.8151264705882,25.8311773529412,8.15151515151515,27.6060606060606,4.74242424242424,9.04545454545454,56.5,18.8636363636364,53.469696969697"
"2401,""Picramnia glazioviana"",""Neotropical"",""forest"",""n"",9,NA,NA,"""","""",""Oliveira-Filhoetal2007"",19.3096043478261,1420.69565217391,53.784947826087,12.8230347826087,16.5954347826087,10.695652173913,36.7826086956522,4.78260869565217,21.8478260869565,51.3478260869565,17.804347826087,45.3695652173913"
"2402,""Picramnia sellowii"",""Neotropical"",""forest"",""n"",15,16.18122977,0.631,""Kitajima&Poorter2010"",""Poorter2010"",""FloradoBrasil"",22.7124088888889,1698.64444444444,58.7473377777778,18.3498644444444,23.0523426666667,13.3522727272727,31.0909090909091,6.85227272727273,23.6590909090909,52.4090909090909,23.4318181818182,45.5340909090909"
"2403,""Moronobea coccinea"",""Neotropical"",""forest"",""n"",40,NA,0.832186667,"""",""Zanneetal2009"",""FloradoBrasil"",24.6851888888889,2528.55555555556,42.9660888888889,6.84402222222222,6.79113333333333,13.7222222222222,34.8888888888889,6.33333333333333,33.7222222222222,45.4444444444444,24.8333333333333,40.2222222222222"
"2404,""Haploclathra paniculata"",""Neotropical"",""forest"","""",NA,NA,0.82,"""",""Zanneetal2009"","""",26.46082,2686.4,30.38408,0.19872,3.52,10.6,29.7,1.4,44.4,44.7,24.3,46"
"2405,""Caraipa llanorum"",""Neotropical"",""forest"","""",NA,NA,0.6,"""",""Zanneetal2009"","""",27.115,2579.86666666667,61.0019666666667,28.88712,17.6378993333333,10.6538461538462,24.6538461538462,8.46153846153846,32.3846153846154,52,24.7692307692308,50.5"
"2406,""Caraipa grandifolia"",""Neotropical"",""forest"","""",NA,NA,0.78,"""",""Zanneetal2009"","""",26.4364625,2465.875,42.5271083333333,10.47065,7.25829708333333,10.7954545454545,31,3.09090909090909,35.7727272727273,46.25,27.6136363636364,41.5227272727273"
"2407,""Caraipa densifolia"",""Neotropical"",""forest"","""",NA,NA,0.640608758,"""",""Zanneetal2009"","""",25.9104862068966,2070.68965517241,62.2107172413793,32.7821586206897,25.2595772413793,9.72,28.72,3.58,19.02,49.58,22.3,49.02"
"2409,""Kielmeyera speciosa"",""Neotropical"",""savanna"","""",3,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.132275,1525.75,78.488675,8.94055,22.332325,5.5,34.25,3.625,9.375,53.875,17.25,48.75"
"2410,""Kielmeyera rubriflora"",""Neotropical"",""savanna"",""n"",8,NA,NA,"""","""",""Oliveira-Filhoetal2007"",22.8289666666667,1446.2380952381,83.7911904761905,41.7503619047619,32.0281428571429,7.20238095238095,31.0119047619048,3.4047619047619,12.5119047619048,53.5952380952381,18.047619047619,50.9642857142857"
"2411,""Clusia nemorosa"",""Neotropical"",""forest"","""",15,NA,NA,"""","""",""Oliveira-Filhoetal2007"",23.6059652631579,1490.34736842105,52.2485484210526,17.3141810526316,20.2306437894737,11.4787234042553,30.4574468085106,6.15957446808511,20,53.7606382978723,18.7606382978723,50.7393617021277"
"2412,""Vismia latifolia"",""Neotropical"",""forest"",""n"",NA,NA,0.43,"""",""Zanneetal2009"","""",25.7286375,2101.25,52.165525,13.297625,15.4580125,13.75,33.625,4.8125,16.1875,50.6875,22.25,44"
