UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Mortality_per_yr,Longevity_yr,Temperature_C,Trophic,Group,Family,Genus,Reference,Notes_source,Lifespan_measure,Notes_measure,Common name
418,1,2,Mammal,Carnivora,Mustela lutreola,4.40E+02,0.256,3.90625,38,Carnivore,Eutherian,,Mustela,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
419,1,2,Mammal,Carnivora,Mustela nigripes,1021,0.265957447,3.76,,Carnivore,Eutherian,Mustelidae,Mustela,AnAge Data,HAGRID: 1850; Refs: 434;441;455;542;671;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Black-footed ferret
420,1,2,Mammal,Carnivora,Mustela nivalis,46.9,0.274725275,3.64,,Carnivore,Eutherian,Mustelidae,Mustela,AnAge Data,HAGRID: 1851; Refs: 434;455;671;730;731,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Least weasel
421,1,2,Mammal,Carnivora,Mustela putorius,809,0.225225225,4.44,,Carnivore,Eutherian,Mustelidae,Mustela,AnAge Data,HAGRID: 1852; Refs: 11;971;984;344;556;700;000;000,captivity,captivity; large sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,European polecat
422,1,2,Mammal,Carnivora,Mustela putorius,1.10E+03,0.435,2.298850575,38,Carnivore,Eutherian,,Mustela,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
423,1,2,Mammal,Carnivora,Mustela putorius,1.10E+03,0.256,3.90625,38,Carnivore,Eutherian,,Mustela,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
424,1,2,Mammal,Carnivora,Mustela sibirica,565,0.284090909,3.52,,Carnivore,Eutherian,Mustelidae,Mustela,AnAge Data,HAGRID: 1853; Refs: 434;455;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Siberian weasel
425,1,2,Mammal,Carnivora,Mustela vison,9.45E+02,0.256,3.90625,38,Carnivore,Eutherian,,Mustela,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
426,1,2,Mammal,Carnivora,Nandinia binotata,1900,0.119047619,8.4,37.55,Carnivore,Eutherian,Nandiniidae,Nandinia,AnAge Data,HAGRID: 1859; Refs: 36;420;434;455;671;600;000,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,African palm civet
427,1,2,Mammal,Carnivora,Nasua narica,3750,0.09469697,10.56,38.75,Carnivore,Eutherian,Procyonidae,Nasua,AnAge Data,HAGRID: 1895; Refs: 36;420;434;538;610;600;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,White-nosed coati
428,1,2,Mammal,Carnivora,Nasua nasua,4750,0.105485232,9.48,36.55,Carnivore,Eutherian,Procyonidae,Nasua,AnAge Data,HAGRID: 1896; Refs: 36;420;434;455;610;600;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,South american coati
429,1,2,Mammal,Carnivora,Nasua nasua,3.79E+03,0.182,5.494505495,38,Carnivore,Eutherian,,Nasua,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
430,1,2,Mammal,Carnivora,Nasua nasua,3.79E+03,0.182,5.494505495,38,Carnivore,Eutherian,,Nasua,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
431,1,2,Mammal,Carnivora,Neofelis nebulosa,19500,0.126262626,7.92,,Carnivore,Eutherian,Felidae,Neofelis,AnAge Data,HAGRID: 1779; Refs: 434;448;455;610;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Clouded leopard
432,1,2,Mammal,Carnivora,Neophoca cinerea,190000,0.10373444,9.64,,Carnivore,Eutherian,Otariidae,Neophoca,AnAge Data,HAGRID: 1869; Refs: 434;443;455;621;671;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Australian sea lion
433,1,2,Mammal,Carnivora,Neovison vison,925,0.219298246,4.56,39.15,Carnivore,Eutherian,Mustelidae,Neovison,AnAge Data,HAGRID: 1854; Refs: 36;343;344;420;434;400;000;000;000;000;000;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,American mink
434,1,2,Mammal,Carnivora,Nyctereutes procyonoides,6500,0.15060241,6.64,38.15,Carnivore,Eutherian,Canidae,Nyctereutes,AnAge Data,HAGRID: 1739; Refs: 4;344;555;326;106;710;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Raccoon dog
435,1,2,Mammal,Carnivora,Nyctereutes procyonoides,6.00E+03,0.233,4.291845494,38,Carnivore,Eutherian,,Nyctereutes,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
436,1,2,Mammal,Carnivora,Odobenus rosmarus,1.20E+06,0.151,6.622516556,38,Carnivore,Eutherian,,Odobenus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
437,1,2,Mammal,Carnivora,Odobenus rosmarus,1.20E+06,0.063,15.87301587,38,Carnivore,Eutherian,,Odobenus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
438,1,2,Mammal,Carnivora,Odobenus rosmarus,1.20E+06,0.063,15.87301587,38,Carnivore,Eutherian,,Odobenus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
439,1,2,Mammal,Carnivora,Odobenus rosmarus,1.20E+06,0.063,15.87301587,38,Carnivore,Eutherian,,Odobenus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
440,1,2,Mammal,Carnivora,Otaria byronia,2.45E+05,0.127,7.874015748,38,Carnivore,Eutherian,,Otaria,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
441,1,2,Mammal,Carnivora,Otaria flavescens,207500,0.086206897,11.6,,Carnivore,Eutherian,Otariidae,Otaria,AnAge Data,HAGRID: 1870; Refs: 443;455;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Southern sea lion
442,1,2,Mammal,Carnivora,Otocyon megalotis,4150,0.147058824,6.8,,Carnivore,Eutherian,Canidae,Otocyon,AnAge Data,HAGRID: 1740; Refs: 434;455;542;610;671;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Bat-eared fox
443,1,2,Mammal,Carnivora,Paguma hispida,6.50E+04,0.032,31.25,38,Carnivore,Eutherian,,Paguma,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
444,1,2,Mammal,Carnivora,Paguma larvata,4300,0.091240876,10.96,,Carnivore,Eutherian,Viverridae,Paguma,AnAge Data,HAGRID: 1920; Refs: 434;455;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Masked palm civet
445,1,2,Mammal,Carnivora,Paguma larvata,4.40E+03,0.141,7.092198582,38,Carnivore,Eutherian,,Paguma,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
446,1,2,Mammal,Carnivora,Panthera leo,175000,0.092592593,10.8,38.05,Carnivore,Eutherian,Felidae,Panthera,AnAge Data,HAGRID: 1780; Refs: 36;162;420;434;455;500;000;000;000;000;000;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Lion
447,1,2,Mammal,Carnivora,Panthera leo,1.56E+05,0.032,31.25,38,Carnivore,Eutherian,,Panthera,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
448,1,2,Mammal,Carnivora,Panthera leo,1.61E+05,0.169,5.917159763,38,Carnivore,Eutherian,,Panthera,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
449,1,2,Mammal,Carnivora,Panthera leo,1.61E+05,0.169,5.917159763,38,Carnivore,Eutherian,,Panthera,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
450,1,2,Mammal,Carnivora,Panthera leo,1.61E+05,0.087,11.49425287,38,Carnivore,Eutherian,,Panthera,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
451,1,2,Mammal,Carnivora,Panthera onca,81150,0.089285714,11.2,37.15,Carnivore,Eutherian,Felidae,Panthera,AnAge Data,HAGRID: 1781; Refs: 36;89;420;434;455;610;671;680;731;817,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Jaguar
452,1,2,Mammal,Carnivora,Panthera pardus,53750,0.091575092,10.92,,Carnivore,Eutherian,Felidae,Panthera,AnAge Data,HAGRID: 1782; Refs: 434;455;610;671;680;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Leopard
453,1,2,Mammal,Carnivora,Panthera pardus,5.50E+04,0.213,4.694835681,38,Carnivore,Eutherian,,Panthera,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
454,1,2,Mammal,Carnivora,Panthera tigris,119700,0.095057034,10.52,37.65,Carnivore,Eutherian,Felidae,Panthera,AnAge Data,HAGRID: 1783; Refs: 36;89;420;434;455;610;671;680;1136;1142,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Tiger
455,1,2,Mammal,Carnivora,Panthera tigris,2.00E+05,0.169,5.917159763,38,Carnivore,Eutherian,,Panthera,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
456,1,2,Mammal,Carnivora,Panthera tigris,2.00E+05,0.097,10.30927835,38,Carnivore,Eutherian,,Panthera,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
457,1,2,Mammal,Carnivora,Panthera tigris,2.00E+05,0.096,10.41666667,38,Carnivore,Eutherian,,Panthera,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
458,1,2,Mammal,Carnivora,Paradoxurus hermaphroditus,3100,0.102040816,9.8,36.65,Carnivore,Eutherian,Viverridae,Paradoxurus,AnAge Data,HAGRID: 1921; Refs: 36;420;434;455;610;600;000;000;000,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Asian palm civet
459,1,2,Mammal,Carnivora,Paradoxurus hermaphroditus,3.00E+03,0.115,8.695652174,38,Carnivore,Eutherian,,Paradoxurus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
460,1,2,Mammal,Carnivora,Phoca caspica,8.60E+04,0.072,13.88888889,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
461,1,2,Mammal,Carnivora,Phoca caspica,8.60E+04,0.053,18.86792453,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
462,1,2,Mammal,Carnivora,Phoca caspica,8.60E+04,0.05,20,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
463,1,2,Mammal,Carnivora,Phoca caspica,8.60E+04,0.05,20,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
464,1,2,Mammal,Carnivora,Phoca fasciata,9.00E+04,0.11,9.090909091,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
465,1,2,Mammal,Carnivora,Phoca fasciata,9.00E+04,0.084,11.9047619,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
466,1,2,Mammal,Carnivora,Phoca fasciata,9.00E+04,0.081,12.34567901,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
467,1,2,Mammal,Carnivora,Phoca groenlandica,1.20E+05,0.087,11.49425287,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
468,1,2,Mammal,Carnivora,Phoca groenlandica,1.20E+05,0.084,11.9047619,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
469,1,2,Mammal,Carnivora,Phoca groenlandica,1.20E+05,0.084,11.9047619,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
470,1,2,Mammal,Carnivora,Phoca hispida,6.50E+04,0.063,15.87301587,38,Carnivore,Eutherian,,Phoca,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
471,1,2,Mammal,Carnivora,Phoca hispida,1.00E+05,0.063,15.87301587,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
472,1,2,Mammal,Carnivora,Phoca hispida,1.00E+05,0.058,17.24137931,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
473,1,2,Mammal,Carnivora,Phoca hispida,1.00E+05,0.058,17.24137931,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
474,1,2,Mammal,Carnivora,Phoca hispida,1.00E+05,0.055,18.18181818,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
475,1,2,Mammal,Carnivora,Phoca sibirica,1.00E+05,0.048,20.83333333,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
476,1,2,Mammal,Carnivora,Phoca sibirica,1.00E+05,0.045,22.22222222,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
477,1,2,Mammal,Carnivora,Phoca sibirica,1.00E+05,0.045,22.22222222,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
478,1,2,Mammal,Carnivora,Phoca vitulina,115000,0.052521008,19.04,36.85,Carnivore,Eutherian,Phocidae,Phoca,AnAge Data,HAGRID: 1887; Refs: 364;414;434;555;426;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Harbor seal
479,1,2,Mammal,Carnivora,Phoca vitulina,1.00E+05,0.097,10.30927835,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
480,1,2,Mammal,Carnivora,Phoca vitulina,1.00E+05,0.079,12.65822785,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
481,1,2,Mammal,Carnivora,Phoca vitulina,1.00E+05,0.074,13.51351351,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
482,1,2,Mammal,Carnivora,Phoca vitulina,1.00E+05,0.063,15.87301587,38,Carnivore,Eutherian,,Phoca,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
483,1,2,Mammal,Carnivora,Potos flavus,3000,0.065104167,15.36,36.25,Carnivore,Eutherian,Procyonidae,Potos,AnAge Data,HAGRID: 1897; Refs: 36;420;434;455;610;600;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Kinkajou
484,1,2,Mammal,Carnivora,Potos flavus,1.64E+03,0.087,11.49425287,38,Carnivore,Eutherian,,Potos,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
485,1,2,Mammal,Carnivora,Potos flavus,1.64E+03,0.087,11.49425287,38,Carnivore,Eutherian,,Potos,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
486,1,2,Mammal,Carnivora,Prionailurus bengalensis,5000,0.147058824,6.8,,Carnivore,Eutherian,Felidae,Prionailurus,AnAge Data,HAGRID: 1785; Refs: 4;344;556;106;716;800;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Leopard cat
487,1,2,Mammal,Carnivora,Prionailurus bengalensis,5.00E+03,0.169,5.917159763,38,Carnivore,Eutherian,,Prionailurus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
488,1,2,Mammal,Carnivora,Prionailurus planiceps,6750,0.178571429,5.6,,Carnivore,Eutherian,Felidae,Prionailurus,AnAge Data,HAGRID: 1786; Refs: 671;730;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Flat-headed cat
489,1,2,Mammal,Carnivora,Prionailurus rubiginosus,1350,0.139664804,7.16,,Carnivore,Eutherian,Felidae,Prionailurus,AnAge Data,HAGRID: 1787; Refs: 434;455;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Rusty-spotted cat
490,1,2,Mammal,Carnivora,Prionailurus viverrinus,10650,0.145348837,6.88,,Carnivore,Eutherian,Felidae,Prionailurus,AnAge Data,HAGRID: 1788; Refs: 4;344;556;711;142,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Fishing cat
491,1,2,Mammal,Carnivora,Procyon cancrivorus,6270,0.131578947,7.6,37.15,Carnivore,Eutherian,Procyonidae,Procyon,AnAge Data,HAGRID: 1898; Refs: 36;420;434;455;610;600,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Crab-eating raccoon
492,1,2,Mammal,Carnivora,Procyon cancrivorus,6.95E+03,0.182,5.494505495,38,Carnivore,Eutherian,,Procyon,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
493,1,2,Mammal,Carnivora,Procyon lotor,6000,0.119047619,8.4,38.15,Carnivore,Eutherian,Procyonidae,Procyon,AnAge Data,HAGRID: 1899; Refs: 36;420;434;441;455;600;000,captivity,captivity; large sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Common raccoon
494,1,2,Mammal,Carnivora,Procyon lotor,5.52E+03,0.127,7.874015748,38,Carnivore,Eutherian,,Procyon,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
495,1,2,Mammal,Carnivora,Profelis aurata,10650,0.119047619,8.4,,Carnivore,Eutherian,Felidae,Profelis,AnAge Data,HAGRID: 1789; Refs: 434;455;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,African golden cat
496,1,2,Mammal,Carnivora,Proteles cristata,10000,0.125,8,36.55,Carnivore,Eutherian,Hyaenidae,Proteles,AnAge Data,HAGRID: 1814; Refs: 36;420;434;455;610;600;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Aardwolf
