UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Mortality_per_yr,Longevity_yr,Temperature_C,Trophic,Group,Family,Genus,Reference,Notes_source,Lifespan_measure,Notes_measure,Common name
325,1,2,Mammal,Carnivora,Felis chaus,10000,0.125,8,,Carnivore,Eutherian,Felidae,Felis,AnAge Data,HAGRID: 1763; Refs: 434;455;671;731,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Jungle cat
326,1,2,Mammal,Carnivora,Felis manul,3500,0.157232704,6.36,,Carnivore,Eutherian,Felidae,Felis,AnAge Data,HAGRID: 1764; Refs: 434;455;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Pallas' cat
327,1,2,Mammal,Carnivora,Felis margarita,2750,0.179856115,5.56,,Carnivore,Eutherian,Felidae,Felis,AnAge Data,HAGRID: 1765; Refs: 434;455;610;671;731;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Sand cat
328,1,2,Mammal,Carnivora,Felis nigripes,2125,0.16025641,6.24,,Carnivore,Eutherian,Felidae,Felis,AnAge Data,HAGRID: 1766; Refs: 434;455;550;671;978,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Black-footed cat
329,1,2,Mammal,Carnivora,Felis nigripes,1.30E+03,0.213,4.694835681,38,Carnivore,Eutherian,,Felis,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
330,1,2,Mammal,Carnivora,Felis silvestris,5500,0.131578947,7.6,,Carnivore,Eutherian,Felidae,Felis,AnAge Data,HAGRID: 1767; Refs: 434;455;542;671;731,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Wild cat
331,1,2,Mammal,Carnivora,Felis silvestris,4.25E+03,0.169,5.917159763,38,Carnivore,Eutherian,,Felis,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
332,1,2,Mammal,Carnivora,Felis silvestris,4.25E+03,0.141,7.092198582,38,Carnivore,Eutherian,,Felis,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
333,1,2,Mammal,Carnivora,Felis silvestris,4.65E+03,0.169,5.917159763,38,Carnivore,Eutherian,,Felis,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
334,1,2,Mammal,Carnivora,Felis silvestris,4.65E+03,0.141,7.092198582,38,Carnivore,Eutherian,,Felis,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
335,1,2,Mammal,Carnivora,Fossa fossana,1540,0.11682243,8.56,38.05,Carnivore,Eutherian,Eupleridae,Fossa,AnAge Data,HAGRID: 1756; Refs: 36;420;434;455;610;600;000;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Malagasy civet
336,1,2,Mammal,Carnivora,Galerella pulverulenta,650,0.213675214,4.68,,Carnivore,Eutherian,Herpestidae,Galerella,AnAge Data,HAGRID: 1797; Refs: 434;455;610;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Cape gray mongoose
337,1,2,Mammal,Carnivora,Galerella sanguinea,500,0.198412698,5.04,38.85,Carnivore,Eutherian,Herpestidae,Galerella,AnAge Data,HAGRID: 1798; Refs: 36;420;434;455;671;900,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Slender mongoose
338,1,2,Mammal,Carnivora,Galictis cuja,1000,0.245098039,4.08,,Carnivore,Eutherian,Mustelidae,Galictis,AnAge Data,HAGRID: 1825; Refs: 434;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Lesser grison
339,1,2,Mammal,Carnivora,Galictis vittata,2300,0.2,5,,Carnivore,Eutherian,Mustelidae,Galictis,AnAge Data,HAGRID: 1826; Refs: 434;610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Greater grison
340,1,2,Mammal,Carnivora,Galidia elegans,800,0.096153846,10.4,,Carnivore,Eutherian,Eupleridae,Galidia,AnAge Data,HAGRID: 1757; Refs: 434;455;610;671;680;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Ring-tailed mongoose
341,1,2,Mammal,Carnivora,Genetta genetta,1866.7,0.110132159,9.08,,Carnivore,Eutherian,Viverridae,Genetta,AnAge Data,HAGRID: 1914; Refs: 434;455;573;610;671;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Small-spotted genet
342,1,2,Mammal,Carnivora,Genetta maculata,2225,0.125,8,,Carnivore,Eutherian,Viverridae,Genetta,AnAge Data,HAGRID: 1915; Refs: 455;610;671,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Panther genet
343,1,2,Mammal,Carnivora,Genetta tigrina,1820,0.117370892,8.52,37.15,Carnivore,Eutherian,Viverridae,Genetta,AnAge Data,HAGRID: 1918; Refs: 36;420;455;610;671;900,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Large-spotted genet
344,1,2,Mammal,Carnivora,Gulo gulo,16333.3,0.128205128,7.8,37.15,Carnivore,Eutherian,Mustelidae,Gulo,AnAge Data,HAGRID: 1827; Refs: 36;420;434;455;610;600;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Wolverine
345,1,2,Mammal,Carnivora,Halichoerus grypus,268000,0.058275058,17.16,,Carnivore,Eutherian,Phocidae,Halichoerus,AnAge Data,HAGRID: 1875; Refs: 4;344;414;434;555;380;000;000;000;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Gray seal
346,1,2,Mammal,Carnivora,Halichoerus grypus,2.50E+05,0.081,12.34567901,38,Carnivore,Eutherian,,Halichoerus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
347,1,2,Mammal,Carnivora,Halichoerus grypus,2.50E+05,0.063,15.87301587,38,Carnivore,Eutherian,,Halichoerus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
348,1,2,Mammal,Carnivora,Halichoerus grypus,2.50E+05,0.055,18.18181818,38,Carnivore,Eutherian,,Halichoerus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
349,1,2,Mammal,Carnivora,Halichoerus grypus,2.50E+05,0.055,18.18181818,38,Carnivore,Eutherian,,Halichoerus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
350,1,2,Mammal,Carnivora,Helarctos malayanus,46000,0.069637883,14.36,38.25,Carnivore,Eutherian,Ursidae,Helarctos,AnAge Data,HAGRID: 1901; Refs: 4;344;484;556;106;710;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Sun bear
351,1,2,Mammal,Carnivora,Helogale parvula,274.8,0.138888889,7.2,,Carnivore,Eutherian,Herpestidae,Helogale,AnAge Data,HAGRID: 1799; Refs: 434;455;610;671;680;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Dwarf mongoose
352,1,2,Mammal,Carnivora,Hemigalus derbyanus,2400,0.15625,6.4,,Carnivore,Eutherian,Viverridae,Hemigalus,AnAge Data,HAGRID: 1919; Refs: 434;455;671;673,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Banded palm civet
353,1,2,Mammal,Carnivora,Herpestes edwardsi,1000,0.203252033,4.92,,Carnivore,Eutherian,Herpestidae,Herpestes,AnAge Data,HAGRID: 1801; Refs: 455;610;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Indian gray mongoose
354,1,2,Mammal,Carnivora,Herpestes ichneumon,2.85E+03,0.213,4.694835681,38,Carnivore,Eutherian,,Herpestes,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
355,1,2,Mammal,Carnivora,Herpestes javanicus,800,0.15060241,6.64,39.95,Carnivore,Eutherian,Herpestidae,Herpestes,AnAge Data,HAGRID: 1803; Refs: 36;420;434;455;610;600;000;000;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Javan mongoose
356,1,2,Mammal,Carnivora,Herpestes smithii,1702.5,0.140449438,7.12,,Carnivore,Eutherian,Herpestidae,Herpestes,AnAge Data,HAGRID: 1805; Refs: 671;730;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Ruddy mongoose
357,1,2,Mammal,Carnivora,Herpestes urva,1863.2,0.187969925,5.32,,Carnivore,Eutherian,Herpestidae,Herpestes,AnAge Data,HAGRID: 1806; Refs: 671;730;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Crab-eating mongoose
358,1,2,Mammal,Carnivora,Herpestes vitticollis,2250,0.1953125,5.12,,Carnivore,Eutherian,Herpestidae,Herpestes,AnAge Data,HAGRID: 1807; Refs: 455;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Striped-necked mongoose
359,1,2,Mammal,Carnivora,Hyaena brunnea,42250,0.078369906,12.76,,Carnivore,Eutherian,Hyaenidae,Hyaena,AnAge Data,HAGRID: 1812; Refs: 434;455;610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Brown hyena
360,1,2,Mammal,Carnivora,Hyaena hyaena,40000,0.1,10,37.15,Carnivore,Eutherian,Hyaenidae,Hyaena,AnAge Data,HAGRID: 1813; Refs: 36;420;434;455;610;600;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Striped hyena
361,1,2,Mammal,Carnivora,Hydrictis maculicollis,4000,0.109170306,9.16,,Carnivore,Eutherian,Mustelidae,Hydrictis,AnAge Data,HAGRID: 1828; Refs: 455;610;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Spotted-necked otter
362,1,2,Mammal,Carnivora,Hydrurga leptonyx,3.60E+05,0.11,9.090909091,38,Carnivore,Eutherian,,Hydrurga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
363,1,2,Mammal,Carnivora,Hydrurga leptonyx,3.60E+05,0.097,10.30927835,38,Carnivore,Eutherian,,Hydrurga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
364,1,2,Mammal,Carnivora,Hydrurga leptonyx,3.60E+05,0.097,10.30927835,38,Carnivore,Eutherian,,Hydrurga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
365,1,2,Mammal,Carnivora,Ichneumia albicauda,3500,0.168918919,5.92,,Carnivore,Eutherian,Herpestidae,Ichneumia,AnAge Data,HAGRID: 1808; Refs: 434;455;610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,White-tailed mongoose
366,1,2,Mammal,Carnivora,Ictonyx striatus,910,0.178571429,5.6,,Carnivore,Eutherian,Mustelidae,Ictonyx,AnAge Data,HAGRID: 1830; Refs: 434;455;610;671;680;000;000,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Striped polecat
367,1,2,Mammal,Carnivora,Leopardus colocolo,2950,0.12755102,7.84,,Carnivore,Eutherian,Felidae,Leopardus,AnAge Data,HAGRID: 1768; Refs: 610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Colocolo
368,1,2,Mammal,Carnivora,Leopardus geoffroyi,4000,0.108695652,9.2,,Carnivore,Eutherian,Felidae,Leopardus,AnAge Data,HAGRID: 1769; Refs: 434;455;610;671;817,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Geoffroy's cat
369,1,2,Mammal,Carnivora,Leopardus pardalis,8800,0.088652482,11.28,38.15,Carnivore,Eutherian,Felidae,Leopardus,AnAge Data,HAGRID: 1771; Refs: 36;420;434;441;448;400;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Ocelot
370,1,2,Mammal,Carnivora,Leopardus tigrinus,2250,0.114155251,8.76,,Carnivore,Eutherian,Felidae,Leopardus,AnAge Data,HAGRID: 1772; Refs: 434;455;610;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Little spotted cat
371,1,2,Mammal,Carnivora,Leopardus wiedii,3666.7,0.104166667,9.6,38.55,Carnivore,Eutherian,Felidae,Leopardus,AnAge Data,HAGRID: 1773; Refs: 364;344;555;386;106;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Margay
372,1,2,Mammal,Carnivora,Leptailurus serval,13350,0.111607143,8.96,,Carnivore,Eutherian,Felidae,Leptailurus,AnAge Data,HAGRID: 1774; Refs: 364;344;555;426;106;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Serval
373,1,2,Mammal,Carnivora,Leptailurus serval,1.20E+04,0.11,9.090909091,38,Carnivore,Eutherian,,Leptailurus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
374,1,2,Mammal,Carnivora,Lobodon carcinophagus,2.25E+05,0.11,9.090909091,38,Carnivore,Eutherian,,Lobodon,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
375,1,2,Mammal,Carnivora,Lobodon carcinophagus,2.25E+05,0.084,11.9047619,38,Carnivore,Eutherian,,Lobodon,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
376,1,2,Mammal,Carnivora,Lobodon carcinophagus,2.25E+05,0.07,14.28571429,38,Carnivore,Eutherian,,Lobodon,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
377,1,2,Mammal,Carnivora,Lobodon carcinophagus,2.25E+05,0.065,15.38461538,38,Carnivore,Eutherian,,Lobodon,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
378,1,2,Mammal,Carnivora,Lontra canadensis,9000,0.092592593,10.8,38.55,Carnivore,Eutherian,Mustelidae,Lontra,AnAge Data,HAGRID: 1831; Refs: 4;344;434;555;386;100;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Northern river otter
379,1,2,Mammal,Carnivora,Lutra lutra,6750,0.137362637,7.28,38.25,Carnivore,Eutherian,Mustelidae,Lutra,AnAge Data,HAGRID: 1833; Refs: 36;420;434;455;542;600;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,European otter
380,1,2,Mammal,Carnivora,Lycalopex culpaeus,13000,0.190839695,5.24,,Carnivore,Eutherian,Canidae,Lycalopex,AnAge Data,HAGRID: 1733; Refs: 434;455;610;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Culpeo
381,1,2,Mammal,Carnivora,Lycalopex griseus,3990,0.229357798,4.36,,Carnivore,Eutherian,Canidae,Lycalopex,AnAge Data,HAGRID: 1734; Refs: 434;610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Argentinian gray fox
382,1,2,Mammal,Carnivora,Lycalopex gymnocercus,8500,0.182481752,5.48,,Carnivore,Eutherian,Canidae,Lycalopex,AnAge Data,HAGRID: 1735; Refs: 434;455;610;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Pampas fox
383,1,2,Mammal,Carnivora,Lycalopex sechurae,4000,0.252525253,3.96,,Carnivore,Eutherian,Canidae,Lycalopex,AnAge Data,HAGRID: 1736; Refs: 434;671;730,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Sechuran fox
384,1,2,Mammal,Carnivora,Lycalopex vetulus,5350,0.198412698,5.04,,Carnivore,Eutherian,Canidae,Lycalopex,AnAge Data,HAGRID: 1737; Refs: 671;730;978,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Hoary fox
385,1,2,Mammal,Carnivora,Lycaon pictus,26500,0.147058824,6.8,,Carnivore,Eutherian,Canidae,Lycaon,AnAge Data,HAGRID: 1738; Refs: 36;434;455;671,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,African wild dog
386,1,2,Mammal,Carnivora,Lycaon pictus,2.21E+04,0.256,3.90625,38,Carnivore,Eutherian,,Lycaon,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
387,1,2,Mammal,Carnivora,Lycaon pictus,2.21E+04,0.233,4.291845494,38,Carnivore,Eutherian,,Lycaon,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
388,1,2,Mammal,Carnivora,Lynx canadensis,10100,0.093283582,10.72,,Carnivore,Eutherian,Felidae,Lynx,AnAge Data,HAGRID: 1775; Refs: 434;455;538;610;671;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Canada lynx
389,1,2,Mammal,Carnivora,Lynx lynx,23000,0.105485232,9.48,,Carnivore,Eutherian,Felidae,Lynx,AnAge Data,HAGRID: 1776; Refs: 434;455;610;671;680;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Eurasian lynx
390,1,2,Mammal,Carnivora,Lynx rufus,8600,0.077399381,12.92,,Carnivore,Eutherian,Felidae,Lynx,AnAge Data,HAGRID: 1778; Refs: 364;344;555;386;716;000;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Bobcat
391,1,2,Mammal,Carnivora,Martes americana,884,0.140449438,7.12,38.15,Carnivore,Eutherian,Mustelidae,Martes,AnAge Data,HAGRID: 1835; Refs: 36;420;434;441;455;500;000;000;000,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,American marten
392,1,2,Mammal,Carnivora,Martes flavigula,2500,0.15625,6.4,,Carnivore,Eutherian,Mustelidae,Martes,AnAge Data,HAGRID: 1836; Refs: 434;455;671;978,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Yellow-throated marten
393,1,2,Mammal,Carnivora,Martes foina,1700,0.137362637,7.28,,Carnivore,Eutherian,Mustelidae,Martes,AnAge Data,HAGRID: 1837; Refs: 434;455;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Beech marten
394,1,2,Mammal,Carnivora,Martes martes,1300,0.137362637,7.28,37.15,Carnivore,Eutherian,Mustelidae,Martes,AnAge Data,HAGRID: 1838; Refs: 36;420;434;455;610;600;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,European pine marten
395,1,2,Mammal,Carnivora,Martes martes,1.30E+03,0.256,3.90625,38,Carnivore,Eutherian,,Martes,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
396,1,2,Mammal,Carnivora,Martes pennanti,3175,0.174825175,5.72,38.65,Carnivore,Eutherian,Mustelidae,Martes,AnAge Data,HAGRID: 1840; Refs: 4;414;484;555;426;710;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Fisher
397,1,2,Mammal,Carnivora,Martes zibellina,1066.7,0.135869565,7.36,,Carnivore,Eutherian,Mustelidae,Martes,AnAge Data,HAGRID: 1841; Refs: 434;455;671;680,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Sable
398,1,2,Mammal,Carnivora,Martes zibellina,1.18E+03,0.28,3.571428571,38,Carnivore,Eutherian,,Martes,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
399,1,2,Mammal,Carnivora,Meles meles,13000,0.134408602,7.44,37.15,Carnivore,Eutherian,Mustelidae,Meles,AnAge Data,HAGRID: 1842; Refs: 364;204;344;555;546;000;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Old World badger
400,1,2,Mammal,Carnivora,Mellivora capensis,10000,0.079872204,12.52,,Carnivore,Eutherian,Mustelidae,Mellivora,AnAge Data,HAGRID: 1843; Refs: 434;455;671;978,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Honey badger
401,1,2,Mammal,Carnivora,Mellivora capensis,8.00E+03,0.096,10.41666667,38,Carnivore,Eutherian,,Mellivora,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
402,1,2,Mammal,Carnivora,Melogale moschata,672,0.131578947,7.6,,Carnivore,Eutherian,Mustelidae,Melogale,AnAge Data,HAGRID: 1844; Refs: 455;671;730,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Chinese ferret-badger
403,1,2,Mammal,Carnivora,Melursus ursinus,100000,0.075075075,13.32,,Carnivore,Eutherian,Ursidae,Melursus,AnAge Data,HAGRID: 1902; Refs: 364;344;484;556;711;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Sloth bear
404,1,2,Mammal,Carnivora,Mephitis mephitis,3500,0.179856115,5.56,36.6,Carnivore,Eutherian,Mephitidae,Mephitis,AnAge Data,HAGRID: 1818; Refs: 4;344;414;555;386;100;000;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Striped skunk
405,1,2,Mammal,Carnivora,Mephitis mephitis,2.09E+03,0.435,2.298850575,38,Carnivore,Eutherian,,Mephitis,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
406,1,2,Mammal,Carnivora,Mirounga angustirostris,2.40E+06,0.182,5.494505495,38,Carnivore,Eutherian,,Mirounga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
407,1,2,Mammal,Carnivora,Mirounga angustirostris,2.40E+06,0.182,5.494505495,38,Carnivore,Eutherian,,Mirounga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
408,1,2,Mammal,Carnivora,Mirounga angustirostris,2.40E+06,0.182,5.494505495,38,Carnivore,Eutherian,,Mirounga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
409,1,2,Mammal,Carnivora,Mirounga leonina,1.60E+06,0.141,7.092198582,38,Carnivore,Eutherian,,Mirounga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
410,1,2,Mammal,Carnivora,Mirounga leonina,1.60E+06,0.127,7.874015748,38,Carnivore,Eutherian,,Mirounga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
411,1,2,Mammal,Carnivora,Mirounga leonina,1.60E+06,0.127,7.874015748,38,Carnivore,Eutherian,,Mirounga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
412,1,2,Mammal,Carnivora,Mirounga leonina,1.60E+06,0.11,9.090909091,38,Carnivore,Eutherian,,Mirounga,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
413,1,2,Mammal,Carnivora,Mungos mungo,1331.5,0.143678161,6.96,,Carnivore,Eutherian,Herpestidae,Mungos,AnAge Data,HAGRID: 1809; Refs: 434;455;610;671;680;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Banded mongoose
414,1,2,Mammal,Carnivora,Mustela erminea,110.3,0.2,5,39.75,Carnivore,Eutherian,Mustelidae,Mustela,AnAge Data,HAGRID: 1846; Refs: 36;420;434;455;538;600;000;000;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Ermine
415,1,2,Mammal,Carnivora,Mustela eversmanii,1350,0.274725275,3.64,,Carnivore,Eutherian,Mustelidae,Mustela,AnAge Data,HAGRID: 1847; Refs: 434;455;671;817,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Steppe polecat
416,1,2,Mammal,Carnivora,Mustela frenata,150.6,0.284090909,3.52,39.15,Carnivore,Eutherian,Mustelidae,Mustela,AnAge Data,HAGRID: 1848; Refs: 36;420;434;455;538;600;000;000;000,captivity,captivity; tiny sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Long-tailed weasel
417,1,2,Mammal,Carnivora,Mustela lutreola,590,0.297619048,3.36,,Carnivore,Eutherian,Mustelidae,Mustela,AnAge Data,HAGRID: 1849; Refs: 134;434;455;542;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,European mink
