site,Leaf_N_g/kg,Leaf_P_g/kg,NPP_kgCm-2y-1,Mean_annual_temperature_°„C,Thornthwaite_moisture_index,Soil_total_N_Concentration_g/kg,Soil_total_P_Concentration_g/kg,Type
340009F,11.67613355,1.117279179,0.341075,10.038295,-16.59934616,NA,NA,Tree community
340012F,17.21136921,1.588962386,0.3839,9.576814,-16.88819313,0.930449872,0.820107874,Tree community
340013F,14.99467676,1.354300744,0.3839,9.576814,-17.04345703,NA,NA,Tree community
340014F,12.64316533,1.567790871,0.3839,9.576814,-16.88803864,NA,NA,Tree community
340015F,15.82139535,1.135195968,0.24385,12.507346,-32.67428207,0.741927599,0.459718158,Tree community
340016F,16.80921552,1.04968893,0.24385,12.511243,-32.68393326,NA,NA,Tree community
340017F,25.67607893,2.856308411,0.24385,12.511243,-32.68396378,NA,NA,Tree community
340018F,20.25063568,2.269692924,0.244275,12.05766,-27.69987297,0.509946865,0.366479352,Tree community
340019F,17.7668916,4.09,0.307325,12.05766,-27.77245712,NA,NA,Tree community
340020F,23.14417306,2.269430623,0.244275,12.05766,-27.70007133,NA,NA,Tree community
340021F,24.68313124,1.46433259,0.3478,12.573115,-29.52397346,1.11464627,0.677032929,Tree community
340022F,21.27659803,1.390556745,0.3478,12.573115,-29.52390671,NA,NA,Tree community
340023F,20.22282724,1.679979303,0.3478,12.573115,-29.52388191,NA,NA,Tree community
350001F,23.6068851,2.25823049,0.4028,4.190833,2.893862963,6.626730536,0.57711923,Tree community
350002F,27.37644759,1.626898569,0.50485,3.205878,12.78756809,4.700167386,0.530522909,Tree community
350003F,25.64165544,0.737081585,0.501725,3.205878,12.78785992,5.489592611,0.582485369,Tree community
350004F,27.99256038,4.135904767,0.5387,2.434971,21.6418972,2.906113421,0.688855869,Tree community
350005F,26.35409247,1.384053108,0.4466,4.054108,5.96986866,3.696366383,0.449672127,Tree community
350006F,21.73199932,4.342348748,0.4466,4.054108,5.969731331,2.914743639,0.574300699,Tree community
350007F,12.14615477,1.634526284,0.5015,7.175892,-22.58296394,1.373591753,0.240182802,Tree community
350008F,13.08025535,1.545005507,0.5015,7.175892,-22.58286476,1.548639364,0.178426064,Tree community
350009F,15.2831998,1.74485492,0.444475,7.175892,-20.97356606,1.83259984,0.256768357,Tree community
350010F,29.1826174,1.33849257,0.378075,11.266729,-30.13227463,1.650578418,0.589729942,Tree community
350011F,25.67948408,0.366110076,0.378075,11.266729,-30.13219452,1.602967148,0.515568916,Tree community
350012F,28.70421383,0.33237735,0.378075,11.266729,-30.2397747,2.035383151,0.758666264,Tree community
350013F,12.60824492,2.11734876,0.469375,9.282582,-19.11842346,3.628263043,0.579989485,Tree community
350014F,12.03303942,5.165566271,0.47885,8.729191,-16.63358498,1.288662318,0.467711663,Tree community
350015F,13.25232805,0.410010341,0.47885,9.177256,-18.63384819,3.103417368,0.441609234,Tree community
350016F,22.74098357,2.723697333,0.377675,8.213935,-9.616629601,2.180955349,0.290537465,Tree community
350017F,18.7420334,1.681512515,0.377675,8.144128,-9.250742912,1.453419078,0.489681042,Tree community
350018F,20.03053052,0.987831281,0.377675,8.144128,-9.250742912,2.389573883,0.304107045,Tree community
350019F,16.21131306,1.482624939,0.406225,6.587932,3.383122206,3.826092692,1.861035411,Tree community
350020F,11.60056143,0.879293284,0.406225,6.587932,3.383701086,3.077475883,0.34546296,Tree community
350021F,11.87611644,0.998518613,0.406225,6.587932,3.384136677,3.14327136,0.612709777,Tree community
350022F,35.10052192,4.001470884,0.327275,5.007593,21.03149796,4.234335214,0.415777261,Tree community
350023F,36.36535079,2.237751136,0.313975,5.007593,21.03238487,3.787473634,1.153912151,Tree community
350024F,28.39770597,1.841338894,0.313975,5.007593,21.03209305,2.905496657,0.481565673,Tree community
350025F,12.05412408,0.998535161,0.46055,6.441238,0.04050874,2.489385307,0.366910096,Tree community
350026F,12.16259541,0.919295227,0.46055,6.441238,0.040338751,3.163184308,0.363408087,Tree community
350027F,12.72913032,1.05074615,0.46055,6.441238,0.201985642,2.154267601,0.332636604,Tree community
350052F,14.46441462,1.481476009,0.384025,9.909668,-21.4491539,0.894532279,0.177730535,Tree community
350053F,16.24815499,5.185920778,0.384025,9.909668,-21.44924736,0.482569705,0.160791585,Tree community
350054F,30.25468887,3.147125798,0.477125,10.201869,-22.67005539,0.53094765,0.396532482,Tree community
350055F,13.51993006,1.995315314,0.48015,5.699263,-12.04327774,1.536230969,0.218637924,Tree community
350056F,32.48013462,1.738876913,0.436275,7.052148,-23.1936264,1.300817377,0.240234,Tree community
350057F,18.82878798,8.167814059,0.37715,7.532851,-27.42511559,1.020738892,0.278092753,Tree community
350058F,12.69214518,5.486483266,0.398225,10.199647,-10.70042229,2.078125335,0.166820756,Tree community
350059F,21.33881449,1.256935658,0.47595,11.027218,-16.13833046,1.084197044,0.097743686,Tree community
350060F,21.35668015,0.994786568,0.275025,7.185351,-11.53927708,0.930224952,0.271367551,Tree community
350061F,24.23871067,1.023883753,0.402675,5.928659,-0.817992091,1.196837368,0.308225656,Tree community
350062F,29.76092201,1.135251193,0.402675,5.928659,-0.81811446,1.297937419,0.24536332,Tree community
350063F,11.64845152,1.663617216,0.26795,6.935717,-34.09936523,0.372578449,NA,Tree community
350064F,19.91431298,2.692617779,0.24165,4.395966,-18.91651726,0.369230733,NA,Tree community
360001F,21.38927322,1.238113765,0.374575,9.405455,-26.64068985,0.630939785,0.556025118,Tree community
360002F,21.38927322,1.238113765,0.374575,9.557043,-27.24191284,0.776574988,0.578424107,Tree community
360003F,21.38927322,1.238113765,0.374575,9.557043,-26.16703606,0.573111765,0.553103959,Tree community
360004F,12.62910543,1.035276879,0.306925,9.382828,-27.51888657,0.753005138,0.584999902,Tree community
360005F,12.62910543,1.035276879,0.306925,9.382828,-27.51865959,0.563807356,0.534863624,Tree community
360006F,12.62910543,1.035276879,0.306925,9.382828,-27.51878929,0.537530839,0.589414341,Tree community
360007F,16.89923198,1.182878931,0.4579,8.69634,-13.38324356,1.237278661,0.561609053,Tree community
360008F,16.89923198,1.182878931,0.452325,8.739085,-13.5840807,2.024665318,0.619826699,Tree community
360009F,16.89923198,1.182878931,0.4579,8.69634,-13.38307476,1.090371909,0.560564439,Tree community
360010F,17.78824082,1.196896279,0.507175,8.924749,-14.01280689,0.398242206,0.557429706,Tree community
360011F,17.78824082,1.196896279,0.507175,8.924749,-14.13214779,1.229482401,0.567388006,Tree community
360012F,17.78824082,1.196896279,0.507175,8.924749,-14.01276016,1.676132803,0.634183653,Tree community
360013F,8.297496488,0.766427241,0.420425,7.900008,-17.42619896,1.069363919,0.56218824,Tree community
360014F,8.297496488,0.766427241,0.420425,7.900008,-18.22240639,0.989793722,0.577576039,Tree community
360015F,8.297496488,0.766427241,0.420425,7.761624,-16.78884888,0.699471596,0.486958373,Tree community
360016F,17.67048661,1.132541158,0.50165,7.495571,-14.3357563,1.790231045,0.601672003,Tree community
360017F,17.67048661,1.132541158,0.50165,7.495571,-14.33564091,0.952781293,0.593740743,Tree community
360018F,17.67048661,1.132541158,0.50165,7.495571,-14.33577442,1.677685345,0.616079095,Tree community
360019F,15.8482898,1.391400389,0.416375,9.400233,-19.07040024,1.299221983,0.624732938,Tree community
360020F,15.8482898,1.391400389,0.4044,9.534369,-20.38248444,1.843086152,0.629344173,Tree community
360021F,15.8482898,1.391400389,0.4166,9.400233,-19.44712257,1.166846022,0.61133368,Tree community
360022F,17.91018314,1.067692767,0.42325,9.289891,-18.57987976,1.499265403,0.575474353,Tree community
360023F,17.91018314,1.067692767,0.42325,9.289891,-18.57983971,1.126304327,0.56844774,Tree community
360024F,17.91018314,1.067692767,0.42325,9.289891,-18.20969963,1.417336474,0.601282685,Tree community
360025F,18.64872945,1.71149066,0.459275,8.888261,-13.2694397,1.468120502,0.547359671,Tree community
360026F,18.64872945,1.71149066,0.470775,8.73186,-12.56059837,1.780548681,0.615376691,Tree community
360027F,18.64872945,1.71149066,0.470775,8.73186,-12.56059837,1.392818014,0.665833963,Tree community
360028F,15.27597581,0.794839432,0.456175,9.301155,-16.7952404,1.216508557,0.551075494,Tree community
360029F,15.27597581,0.794839432,0.456175,9.301155,-16.79514122,1.436596366,0.586065359,Tree community
360030F,15.27597581,0.794839432,0.456175,9.359943,-17.04639626,1.399748525,0.513349212,Tree community
360031F,18.79211978,1.484159245,0.4176,8.054074,0,0.401118096,0.19963688,Tree community
360032F,18.79211978,1.484159245,0.4285,8.054074,0,1.910002572,0.625307968,Tree community
360033F,18.79211978,1.484159245,0.4208,8.054074,0,2.042724231,0.614616531,Tree community
360034F,11.4843117,0.852111794,0.442275,9.195573,-5.299966335,1.227354679,0.429780404,Tree community
360035F,11.4843117,0.852111794,0.447325,9.441793,-6.819407463,0.803746216,0.407635545,Tree community
360036F,11.4843117,0.852111794,0.447325,9.441793,-6.819834709,0.749798451,0.453304325,Tree community
360037F,18.79424838,1.38535205,0.406425,7.818372,7.578223705,1.299101058,0.392822513,Tree community
360038F,18.79424838,1.38535205,0.41145,7.307253,10.46683979,1.936210449,0.386498676,Tree community
360039F,18.79424838,1.38535205,0.40365,7.570761,8.731730461,0.881512383,0.399455322,Tree community
360040F,12.65436614,0.887163561,0.440175,9.328217,-12.5039854,0.938544419,0.569430846,Tree community
360041F,12.65436614,0.887163561,0.440175,9.328217,-12.50401783,1.331609607,0.623069522,Tree community
360042F,12.65436614,0.887163561,0.440175,9.328217,-12.50421524,1.632091096,0.586149843,Tree community
360043F,3.893743848,0.868790183,0.440075,9.631458,-15.46892548,0.967333986,0.573151935,Tree community
360044F,3.893743848,0.868790183,0.440075,9.631458,-15.46874619,0.992594742,0.560871946,Tree community
360045F,3.893743848,0.868790183,0.440075,9.631458,-15.46914196,0.945770908,0.536728935,Tree community
360046F,17.93584463,1.477463946,0.425775,8.287892,-5.732301235,1.208919616,0.482437401,Tree community
360047F,17.93584463,1.477463946,0.4372,8.287892,-4.945935726,1.093525856,0.533106988,Tree community
360048F,17.93584463,1.477463946,0.4372,8.287892,-4.94608593,1.24664392,0.560559493,Tree community
360049F,15.61184804,1.261103915,0.50515,9.358365,-16.84967995,1.518317645,0.559172528,Tree community
360050F,15.61184804,1.261103915,0.50515,9.358365,-16.84968758,1.274745012,0.506591622,Tree community
360051F,15.61184804,1.261103915,0.50515,9.358365,-17.3218956,1.311775053,0.492167633,Tree community
360052F,10.5399287,0.681366626,0.496775,9.844738,-19.92647743,2.030526328,0.489464953,Tree community
360053F,10.5399287,0.681366626,0.496775,9.844738,-19.92657661,1.502939128,0.518994697,Tree community
360054F,10.5399287,0.681366626,0.496775,9.844738,-19.92652893,1.169769937,0.444872636,Tree community
360055F,20.12775547,1.572809122,0.529175,9.868219,-15.48752689,1.049627369,0.550953418,Tree community
360056F,20.12775547,1.572809122,0.529175,9.868219,-15.48770523,1.305966504,0.534112388,Tree community
360057F,20.12775547,1.572809122,0.530325,9.868219,-15.48703289,1.716183422,0.537874151,Tree community
360058F,9.61987979,1.113938991,0.562325,9.142004,-8.970837593,0.773903027,0.554530156,Tree community
360059F,9.61987979,1.113938991,0.562325,9.142004,-8.970776558,0.953022868,0.631514752,Tree community
360060F,9.61987979,1.113938991,0.562325,9.142004,-8.970758438,0.964433217,0.627151246,Tree community
360061F,16.41890877,1.177647561,0.544225,9.711605,-14.70752048,1.394777694,0.583756165,Tree community
360062F,16.41890877,1.177647561,0.544225,9.711605,-14.70739937,1.381830793,0.510336847,Tree community
360063F,16.41890877,1.177647561,0.544225,9.711605,-14.70726871,1.367266433,0.614420453,Tree community
360064F,24.52090965,1.220582187,0.486925,8.925954,0,1.309666032,0.619765309,Tree community
360065F,24.52090965,1.220582187,0.538925,8.749368,1.912428141,1.244687389,0.585190255,Tree community
360066F,24.52090965,1.220582187,0.47505,8.593457,3.412881136,1.58098768,0.54600358,Tree community
360067F,32.08297305,1.786981509,0.460325,9.454151,-4.837508678,0.982856438,0.69683397,Tree community
360068F,32.08297305,1.786981509,0.460325,9.454151,-4.837453365,1.218702591,0.571809871,Tree community
360069F,32.08297305,1.786981509,0.460325,9.454151,-4.837605,0.85468264,0.706110981,Tree community
360070F,15.36295895,1.102472089,0.442525,8.769322,-6.428626537,1.302575508,0.567995734,Tree community
360071F,15.36295895,1.102472089,0.442525,8.769322,-6.428524017,1.289375023,0.448285105,Tree community
360072F,15.36295895,1.102472089,0.433625,9.022833,-8.985989571,1.096137223,0.543075185,Tree community
360073F,10.70797429,0.723479265,0.464625,9.616833,-12.55498791,1.021686815,0.584529063,Tree community
360074F,10.70797429,0.723479265,0.464625,9.616833,-12.55499172,1.562505784,0.580833426,Tree community
360075F,10.70797429,0.723479265,0.464625,9.616833,-12.55481052,1.230205536,0.474763669,Tree community
360076F,9.77973624,0.886733447,0.4433,10.971424,3.769644499,1.095383505,0.275207151,Tree community
360077F,9.77973624,0.886733447,0.517975,10.971424,3.768846273,0.757705292,0.390910072,Tree community
360078F,9.77973624,0.886733447,0.4433,10.971424,3.769085169,0.851062437,0.283878023,Tree community
360079F,9.812120899,0.957435055,0.53005,10.933787,5.781535149,0.732943229,0.251104652,Tree community
360080F,9.812120899,0.957435055,0.48555,10.656957,5.947769642,1.294364092,0.217891254,Tree community
360081F,9.812120899,0.957435055,0.48555,10.656957,5.94778204,1.331890059,0.260887213,Tree community
360082F,17.96312821,1.240683027,0.7008,11.923403,0,1.513228482,0.310121364,Tree community
360083F,17.96312821,1.240683027,0.574425,11.965203,0.057288133,0.576530093,0.184944409,Tree community
360084F,17.96312821,1.240683027,0.574425,11.965203,0.05744436,0.621113125,0.435265254,Tree community
360085F,17.57281913,1.330627122,0.4923,11.468758,3.348971367,0.695259472,0.539293204,Tree community
360086F,17.57281913,1.330627122,0.498325,11.468758,3.348320961,0.780245967,0.310535587,Tree community
360087F,17.57281913,1.330627122,0.498325,11.468758,3.348540545,0.814981719,0.322290004,Tree community
360088F,11.53598204,0.733039842,0.597475,11.216239,27.22189522,0.876992148,0.215963511,Tree community
360089F,11.53598204,0.733039842,0.558125,11.216239,27.22222328,0.64807739,0.162073512,Tree community
360090F,11.53598204,0.733039842,0.531,11.564661,23.775877,0.783751768,0.168734591,Tree community
360091F,13.30641948,0.962512313,0.487525,10.689135,39.95057678,0.78710574,0.208347197,Tree community
360092F,13.30641948,0.962512313,0.487525,10.689135,39.95013046,1.293218552,0.236968086,Tree community
360093F,13.30641948,0.962512313,0.487525,10.689135,39.95016479,1.06461096,0.236561077,Tree community
360094F,11.49040771,0.943369751,0.4596,8.87606,73.45167542,1.096953284,0.333246875,Tree community
360095F,11.49040771,0.943369751,0.4596,8.87606,73.45207977,1.092840667,0.278109008,Tree community
360096F,11.49040771,0.943369751,0.4596,8.87606,73.45197296,1.523525555,0.412562221,Tree community
360097F,11.32198406,1.701523842,0.48565,14.915756,14.20150566,0.654846494,0.368118908,Tree community
360098F,11.32198406,1.701523842,0.512025,14.674217,15.78396416,0.732732721,0.251278855,Tree community
360099F,11.32198406,1.701523842,0.509075,14.915756,14.18086815,0.854333001,0.466944086,Tree community
360100F,10.20383088,1.274421771,0.602525,7.298289,97.33325195,1.294674076,0.308275689,Tree community
360101F,10.20383088,1.274421771,0.602525,7.298289,103.4949265,1.53876141,0.396636933,Tree community
360102F,10.20383088,1.274421771,0.602525,7.298289,103.4945679,2.187524563,0.598165705,Tree community
360103F,7.216512839,3.829898311,0.5698,5.562415,133.6273193,1.465463874,0.498692376,Tree community
360104F,7.216512839,3.829898311,0.580075,5.895352,125.2901611,1.513606291,0.62412914,Tree community
360105F,7.216512839,3.829898311,0.580075,5.895352,125.2894974,1.908917304,0.584923506,Tree community
360106F,19.1978199,1.262911159,0.668975,11.399832,31.28437424,0.820755276,1.367904351,Tree community
360107F,19.1978199,1.262911159,0.668975,11.399832,31.28552246,1.107489296,1.007576616,Tree community
360108F,19.1978199,1.262911159,0.6768,11.399832,31.41004181,0.670763605,0.261056076,Tree community
360109F,12.67965324,1.43006205,0.57325,11.279831,16.59505081,0.582412177,0.207797847,Tree community
360110F,12.67965324,1.43006205,0.59945,11.279831,16.59496689,0.576962103,0.706731949,Tree community
360111F,12.67965324,1.43006205,0.59945,10.932274,18.883358,0.69110721,0.562397643,Tree community
360112F,17.18527773,2.036854156,0.463125,14.484537,4.619385242,0.740641253,0.532192783,Tree community
360113F,17.18527773,2.036854156,0.463125,14.484537,4.619155884,0.798205243,0.505794737,Tree community
360114F,17.18527773,2.036854156,0.463125,14.484537,4.619224548,0.803659385,0.539942837,Tree community
360115F,13.46144903,2.646962079,0.454975,14.241786,5.97071743,0.655066308,0.634423397,Tree community
360116F,13.46144903,2.646962079,0.454975,14.241786,5.970680714,0.809225455,0.618096742,Tree community
360117F,13.46144903,2.646962079,0.454975,14.241786,5.970756054,0.928258352,0.684526531,Tree community
360118F,10.42954241,0.74509023,0.465475,13.946995,16.26869583,0.496632158,0.418795298,Tree community
360119F,10.42954241,0.74509023,0.465475,13.946995,16.26852989,0.466678883,0.153506668,Tree community
360120F,10.42954241,0.74509023,0.465475,13.946995,16.26867104,0.526847991,0.226480479,Tree community
360121F,7.035802182,0.457278532,0.465775,13.644009,20.7452774,0.410392586,0.368172019,Tree community
360122F,7.035802182,0.457278532,0.465775,13.622283,20.8432579,0.358731948,0.096675653,Tree community
360123F,7.035802182,0.457278532,0.465775,13.622283,20.84317017,0.278642128,0.071100996,Tree community
360124F,12.75804274,0.527349008,0.54995,6.067162,113.5042496,2.656464149,0.590218877,Tree community
360125F,12.75804274,0.527349008,0.54995,6.067162,113.5051651,2.950084097,0.747558045,Tree community
360126F,12.75804274,0.527349008,0.54995,6.067162,113.5051498,2.881730155,0.712195542,Tree community
360127F,21.07311015,4.599005448,0.9012,8.522153,68.82544708,1.307154691,0.732619354,Tree community
360128F,21.07311015,4.599005448,0.662025,8.248145,75.13290405,1.140599158,0.690775036,Tree community
360129F,21.07311015,4.599005448,0.9012,8.522153,68.82492065,1.546746961,0.828460925,Tree community
360130F,12.2984251,1.186490541,0.6746,7.964789,72.26273346,1.590857622,0.905893167,Tree community
360131F,12.2984251,1.186490541,0.6746,8.167288,75.99359894,1.980381616,1.245899675,Tree community
360132F,12.2984251,1.186490541,0.6746,8.167288,75.99372101,1.112092188,0.66866375,Tree community
360133F,8.423738664,1.228183225,0.663075,9.813174,32.97639084,1.490861417,0.268359667,Tree community
360134F,8.423738664,1.228183225,0.6415,9.813174,32.97604752,1.398201765,0.466675122,Tree community
360135F,8.423738664,1.228183225,0.6415,9.813174,32.9758606,1.544886046,0.325266134,Tree community
360142F,11.11909956,0.576572763,0.607125,9.993569,15.26007938,1.620006092,0.474999753,Tree community
360143F,11.11909956,0.576572763,0.607125,9.993569,15.25996876,1.248520873,0.412021223,Tree community
360144F,11.11909956,0.576572763,0.607125,9.993569,15.26000118,1.122971573,0.559389518,Tree community
360145F,12.15201027,0.877907363,0.4603,5.421784,103.6856766,4.101096949,1.053372147,Tree community
360146F,12.15201027,0.877907363,0.4603,5.421784,103.6862183,3.475045966,0.717998362,Tree community
360147F,12.15201027,0.877907363,0.4603,5.421784,103.6858368,3.68563113,0.988427109,Tree community
360148F,9.458545115,0.667938152,0.5118,10.253455,10.67979527,1.178856539,0.296362661,Tree community
360149F,9.458545115,0.667938152,0.5118,10.253455,10.68061543,1.310931668,0.251338885,Tree community
360150F,9.458545115,0.667938152,0.5118,10.253455,10.68050003,0.628430299,0.163762485,Tree community
360151F,32.22926019,1.360740827,0.5219,12.030688,-9.22426033,0.781620623,0.580174877,Tree community
360152F,32.22926019,1.360740827,0.50465,12.272746,-10.82727909,0.689099123,0.527858973,Tree community
360153F,32.22926019,1.360740827,0.5219,12.030688,-9.223988533,1.043900545,0.518096522,Tree community
360154F,18.16812213,1.13712645,0.480325,8.007713,7.000669956,1.835533021,0.613499132,Tree community
360155F,1.828884877,0.181770455,0.480325,8.007713,7.000802517,2.262275148,0.549703281,Tree community
360156F,1.828884877,0.181770455,0.480325,8.007713,7.000893116,1.271577011,0.705995136,Tree community
360157F,18.27544117,1.076941477,0.472225,7.99481,7.09585762,1.667836754,0.650680643,Tree community
360158F,18.27544117,1.076941477,0.472225,7.99481,7.095944881,1.696587535,0.582650636,Tree community
360159F,18.27544117,1.076941477,0.472225,7.99481,7.095966816,1.693806183,0.593506446,Tree community
360160F,30.48182483,1.403909743,0.355925,10.449778,-17.77824783,1.052495675,0.555359635,Tree community
360161F,30.48182483,1.403909743,0.355925,10.449778,-17.7781868,0.938183887,0.542289716,Tree community
360162F,30.48182483,1.403909743,0.355925,10.449778,-17.77820015,0.989785958,0.522147147,Tree community
360163F,20.42859474,1.472821694,0.43335,7.972849,34.07781219,1.707766544,0.338397458,Tree community
360164F,20.42859474,1.472821694,0.43335,7.972849,36.25022125,1.027050894,0.201132285,Tree community
360165F,20.42859474,1.472821694,0.43335,7.972849,36.25030518,0.678846464,0.201210135,Tree community
360166F,22.37358135,1.50736251,0.50385,9.508007,23.63009644,1.208669565,0.38649676,Tree community
360167F,22.37358135,1.50736251,0.487925,9.508007,23.6301918,1.317219765,0.374344171,Tree community
360168F,22.37358135,1.50736251,0.487925,9.508007,23.63015938,1.142735182,0.371315939,Tree community
360169F,18.93611801,1.022028231,0.6051,8.837223,62.26659393,1.071335801,0.576812344,Tree community
360170F,18.93611801,1.022028231,0.6051,8.837223,62.26640701,1.086549196,0.242314914,Tree community
360171F,18.93611801,1.022028231,0.608725,8.837223,62.26626968,0.998902047,0.324017479,Tree community
360172F,20.38375419,1.479032398,0.612775,7.716227,77.58826447,1.747285913,0.402884299,Tree community
360173F,20.38375419,1.479032398,0.612775,7.716227,77.58813477,0.767545506,0.437817575,Tree community
360174F,20.38375419,1.479032398,0.612775,7.716227,77.58831787,2.251533875,0.467950593,Tree community
360175F,17.91620546,1.262609039,0.60045,11.840978,-8.679469109,1.102519109,0.583288929,Tree community
360176F,17.91620546,1.262609039,0.569125,12.067351,-8.236068726,0.934034931,0.636468918,Tree community
360177F,17.91620546,1.262609039,0.60045,11.840978,-8.678689003,1.260323684,0.714650257,Tree community
360178F,19.03015112,1.428138134,0.59245,9.969903,9.820619583,1.216847748,0.710042088,Tree community
360179F,19.03015112,1.428138134,0.569375,12.35054,-15.26281929,1.4502856,0.938225553,Tree community
360180F,19.03015112,1.428138134,0.569375,12.35054,-15.26292324,1.353458484,1.143762682,Tree community
360181F,4.012478461,0.562969145,0.60045,11.840978,-8.679469109,0.932132278,0.531638759,Tree community
360182F,21.96672222,1.828708893,0.60045,11.840978,-8.679638863,0.806344933,0.633524731,Tree community
360183F,21.96672222,1.828708893,0.60045,11.840978,-8.679764748,0.866783411,0.406408903,Tree community
360184F,21.54172226,2.391314812,0.517575,14.956363,-4.471548557,2.396933773,1.560156995,Tree community
360185F,21.54172226,2.391314812,0.517575,14.956363,-4.471497059,2.88333959,1.167671723,Tree community
360186F,21.54172226,2.391314812,0.517575,14.956363,-4.471486092,4.10664899,1.356518764,Tree community
360187F,16.16722975,1.014628199,0.5125,15.194533,0,0.962142945,0.522319246,Tree community
360188F,16.16722975,1.014628199,0.5125,15.194533,0,0.984971437,0.479593614,Tree community
360189F,16.16722975,1.014628199,0.5125,15.194533,0,0.967792785,0.481333767,Tree community
360190F,11.9607733,0.768407609,0.51555,14.909538,7.819812775,0.439510154,0.276025106,Tree community
360191F,11.9607733,0.768407609,0.51555,14.909538,7.819797039,0.599397016,0.414927227,Tree community
360192F,11.9607733,0.768407609,0.51555,14.909538,7.819487572,0.327299298,0.596299102,Tree community
360193F,17.51463187,0.882225983,0.401225,14.897608,9.021847725,0.79905039,0.179936659,Tree community
360194F,17.51463187,0.882225983,0.401225,14.897608,9.021927834,1.076522329,0.235867761,Tree community
360195F,17.51463187,0.882225983,0.401225,14.897608,9.022191048,1.035901231,0.221493978,Tree community
360196F,16.39956285,1.426566834,0.507175,15.100148,14.9363966,0.494225671,1.200140261,Tree community
360197F,16.39956285,1.426566834,0.574425,15.100148,14.936409,0.832931584,3.253107034,Tree community
360198F,16.39956285,1.426566834,0.574425,15.100148,14.93637753,0.645485144,2.421248404,Tree community
360199F,17.97451971,0.941308398,0.703375,13.249514,45.1242485,0.793699425,0.164794998,Tree community
360200F,17.97451971,0.941308398,0.806,13.249514,45.12417603,1.081475053,0.188904024,Tree community
360201F,17.97451971,0.941308398,0.806,12.783186,49.31415176,1.075199936,0.307248855,Tree community
360202F,16.81708509,1.17176926,0.88825,11.334405,81.36558533,2.392551065,0.674760338,Tree community
360203F,16.81708509,1.17176926,0.88825,11.334405,82.25047302,2.591976725,0.800045134,Tree community
360204F,16.81708509,1.17176926,0.637625,11.334405,82.25165558,1.943650413,0.318510833,Tree community
360205F,16.44993241,1.059598947,0.59125,10.789126,84.23123169,1.586813001,0.271141439,Tree community
360206F,16.44993241,1.059598947,0.59125,10.789126,86.77879333,1.948612657,0.317140344,Tree community
360207F,16.44993241,1.059598947,0.59125,10.789126,86.77887726,2.017609318,0.36933065,Tree community
360208F,20.75993964,3.433972921,0.60405,7.238028,171.3937988,2.836158433,0.677115639,Tree community
360209F,20.75993964,3.433972921,0.60415,6.358231,185.869751,3.271564135,0.769309993,Tree community
360210F,20.75993964,3.433972921,0.60415,6.358231,185.8692932,3.026242207,0.912833839,Tree community
360211F,13.62944225,1.32621808,0.7229,13.989933,31.41920662,1.439800733,1.511597935,Tree community
360212F,13.62944225,1.32621808,0.7229,13.029059,38.56489563,1.485576326,1.333996022,Tree community
360213F,13.62944225,1.32621808,0.7229,13.989933,31.41914558,0.911600291,1.1773792,Tree community
360214F,16.96656759,1.111591998,0.503125,14.567233,24.4408989,1.300615453,0.271750436,Tree community
360215F,16.96656759,1.111591998,0.503125,14.567233,24.44099998,1.583611602,0.250448332,Tree community
360216F,16.96656759,1.111591998,0.503125,14.567233,24.44163513,2.655199048,0.381492591,Tree community
360217F,16.64271845,0.989275171,0.500125,14.484091,26.10957336,1.71698425,0.258722984,Tree community
360218F,16.64271845,0.989275171,0.500125,14.484091,26.10942459,2.148960123,0.382362436,Tree community
360219F,16.64271845,0.989275171,0.500125,14.484091,26.10929489,1.586194749,0.297876087,Tree community
360220F,8.37144333,0.864291809,0.365225,12.113901,44.37090302,1.0905452,0.335881539,Tree community
360221F,8.37144333,0.864291809,0.365225,12.113901,44.37102509,1.278754007,0.303165475,Tree community
360222F,8.37144333,0.864291809,0.365225,12.113901,44.37093735,0.988339891,0.466470724,Tree community
360223F,19.52871552,1.027738169,0.55525,12.524316,23.05091095,0.609170201,0.179253825,Tree community
360224F,19.52871552,1.027738169,0.55525,12.524316,23.05091858,0.614793588,0.178487332,Tree community
360225F,19.52871552,1.027738169,0.55525,12.524316,23.05106926,0.744443043,0.216514716,Tree community
360226F,25.47289185,1.338151696,0.360725,11.975883,55.07974625,1.038147312,0.317072891,Tree community
360227F,25.47289185,1.338151696,0.360725,11.975883,55.07955551,1.708712216,0.431763862,Tree community
360228F,25.47289185,1.338151696,0.360725,11.975883,55.07955551,0.855722086,0.289753359,Tree community
360229F,15.40755963,1.347363175,0.55165,12.008638,10.94717884,0.645920563,0.595398089,Tree community
360230F,15.40755963,1.347363175,0.55165,12.008638,10.94712639,0.800403048,0.394347241,Tree community
360231F,15.40755963,1.347363175,0.55165,12.008638,10.94730377,0.55762637,0.466120958,Tree community
360232F,18.91967099,1.662192767,0.683425,10.554961,44.61661148,0.86230256,0.439374567,Tree community
360233F,18.91967099,1.662192767,0.683425,10.554961,44.61712646,0.93679273,0.46461051,Tree community
360234F,18.91967099,1.662192767,0.683425,10.554961,44.61711121,0.792793754,0.279323453,Tree community
360235F,18.66036001,1.738914471,0.44015,9.320765,20.83836937,1.509228334,0.760232203,Tree community
360236F,18.66036001,1.738914471,0.493275,9.724757,18.21676636,0.616413308,0.307563802,Tree community
