site,Leaf_N_g/kg,Leaf_P_g/kg,NPP_kgCm-2y-1,Mean_annual_temperature_°„C,Thornthwaite_moisture_index,Soil_total_N_Concentration_g/kg,Soil_total_P_Concentration_g/kg,Type
HB036,18.18107658,1.152047763,0.437325,3.489594167,-12.43743992,1.56301247,0.54937475,Shrub community
HB037,23.64513159,1.33222852,0.35365,9.612640833,-32.63159561,1.11788933,1.46316179,Shrub community
HB038,14.98407682,0.862912607,0.40275,7.109341667,-24.55668259,1.19057044,0.38735125,Shrub community
HB039,23.82141232,1.273665415,0.289,10.69690833,-34.67287064,0.76496923,1.28594347,Shrub community
HB040,29.13791895,1.944653183,0.315925,9.904546667,-28.88312721,1.19965455,3.1352707,Shrub community
HB041,18.24023445,1.040865227,0.28075,10.21998,-31.56142807,1.59145634,2.50996207,Shrub community
HB042,25.77116172,1.05604623,0.261175,12.70946961,-37.9564476,1.75088072,0.58128477,Shrub community
HB043,26.67476892,1.250567883,0.2586,12.08553742,-34.12225342,2.63308705,0.6850435,Shrub community
HB044,25.54771185,1.00002734,0.232125,12.4396164,-34.75660324,1.16506862,0.22144894,Shrub community
HB045,20.68628867,0.726678104,0.26405,12.857342,-37.41152191,2.32166858,0.5390284,Shrub community
HB046,31.42424107,2.288463176,0.090166667,11.03540667,-28.43673134,0.8830215,0.92230987,Shrub community
HB047,20.97930272,1.266685487,0.454225,10.42209333,-22.54793358,1.39218591,1.23163795,Shrub community
HB048,21.76812251,1.17288351,0.39335,11.7596465,-29.30397415,3.13883677,0.73539688,Shrub community
HB049,21.22762465,1.028402388,0.445025,7.982903167,-18.82786369,2.27068043,0.65407657,Shrub community
HB050,15.7948086,0.892421683,0.467525,8.06009375,-8.838417053,2.16638474,0.39288557,Shrub community
HB051,19.18433348,0.859456157,0.46465,7.708772417,-6.032812595,1.46137924,0.33704762,Shrub community
HB052,20.19192002,0.971113037,0.426275,7.231691917,1.5679245,3.19332307,0.97670679,Shrub community
HB053,17.40579327,1.47902372,0.384675,9.40552,-1.017367363,1.52195579,0.88953634,Shrub community
HB054,16.01037542,1.358299404,0.461225,8.9177075,-2.920645237,1.8472904,0.60963259,Shrub community
HB055,19.38097933,0.874214031,0.394425,8.238190833,-4.294941425,2.43448225,0.41984083,Shrub community
HB056,22.25218058,0.951399989,0.398325,7.917482333,-4.183448315,2.44749013,0.48763484,Shrub community
HB057,16.70193434,1.187029301,0.4194,7.139491667,-8.651295662,2.97420606,0.8210867,Shrub community
HB058,17.32528269,1.014314727,0.4194,7.139491667,-8.650984764,2.59822653,0.60893136,Shrub community
HEN001,15.66784183,0.73935851,0.393775,12.33452867,-3.568949938,0.89691059,0.24021752,Shrub community
HEN002,23.33351294,1.583349819,0.3843,12.49796992,-8.137016296,1.01866598,0.3386085,Shrub community
HEN003,20.44881145,1.616428876,0.4273,13.0501695,-13.8666563,0.61536238,1.03246897,Shrub community
HEN004,19.70181783,2.08154476,0.284875,12.9831655,-3.873180866,0.87263718,0.71156368,Shrub community
HEN005,22.45171348,1.578926459,0.39185,12.56659467,-0.400681794,2.47974753,0.63506309,Shrub community
HEN006,24.40638145,1.284339661,0.398825,13.91225308,-25.09141731,0.49217455,0.46742655,Shrub community
HEN007,18.48962506,0.867629591,0.47635,12.29807333,6.619319916,0.79014281,0.61143772,Shrub community
HEN008,16.22402628,1.45658093,0.475975,12.83638225,-1.83389318,0.42977115,0.61686001,Shrub community
HEN009,22.78989236,1.129935955,0.573425,12.98910358,-2.844079971,3.20258713,0.91516295,Shrub community
HEN010,13.85894895,0.877608714,0.38175,12.32185208,-15.39931679,0.8309173,0.55067737,Shrub community
HEN011,15.57670355,1.172583105,0.4062,11.55097825,-8.246370316,0.99803147,0.46192459,Shrub community
HEN012,14.49032108,1.386910469,0.4715,12.25671783,-12.03386879,1.84516208,0.4183055,Shrub community
HEN013,13.28364054,1.513362087,0.440575,12.33313583,-12.53141499,1.84194958,0.85236806,Shrub community
HEN014,26.93011125,1.813775655,0.4565,11.08006283,28.88627815,0.2787674,2.1738306,Shrub community
HEN015,22.46187687,1.794485939,0.440475,9.634039417,29.4820919,0.37207357,0.37751707,Shrub community
HEN016,14.5222497,0.782987507,0.42735,12.0309545,-4.449101448,0.80348409,0.36241912,Shrub community
HEN017,20.43371836,1.62928269,0.2427,13.13252583,-28.2798214,1.62955583,0.44814306,Shrub community
HEN018,22.31298208,1.196260061,0.28715,14.32117135,-24.13764763,2.5307008,0.94332807,Shrub community
HEN019,24.21581348,1.113905408,0.3403,12.66384014,-29.09157181,1.97399745,0.69922385,Shrub community
HEN020,24.00394996,1.261765679,0.4272,8.144720833,-2.951919317,1.38666867,0.40781964,Shrub community
HEN021,25.07466634,1.27674656,0.2942,12.90226909,-31.01444244,2.14397592,0.59503951,Shrub community
HEN022,25.2081124,1.202738,0.38285,12.01849967,-23.50368881,2.25588561,0.45412251,Shrub community
HEN023,20.51290313,1.223325752,0.3252,12.96682133,-28.93172836,1.52793708,0.42976108,Shrub community
HEN024,25.1747934,1.350389864,0.357725,12.42160925,-27.1022625,1.70677637,0.58710029,Shrub community
HEN025,22.52607107,1.255566562,0.349625,12.41880597,-25.41067314,1.3018081,0.39311425,Shrub community
HEN026,24.98818318,0.769168319,0.27715,13.05285167,-28.20446777,2.70429452,0.49566303,Shrub community
HEN027,23.38214954,1.237229727,0.20375,13.19561675,-28.53803062,1.9172492,0.55098747,Shrub community
HEN028,24.57579613,0.972101346,0.288325,13.36176092,-30.17551613,1.56664391,0.39496721,Shrub community
HEN029,19.70772685,1.267361324,0.329325,11.999352,-22.55589676,1.92132958,0.50915815,Shrub community
HEN030,22.12517103,1.647452711,0.273075,10.91202067,-9.624639511,4.2632626,0.61769875,Shrub community
HEN031,24.8230505,1.439705992,0.278075,13.77477633,-27.64308548,2.20090315,0.57442185,Shrub community
HLJ003,26.86972857,1.788722071,0.514,2.516915833,-2.639207602,0.92504365,0.60076461,Shrub community
HLJ005,15.38452148,2.688911659,0.362,3.701120833,-10.1121006,2.68814716,1.41077212,Shrub community
HLJ006,14.32880259,2.77662055,0.479375,3.002999167,-9.319394112,1.81812895,0.81326938,Shrub community
HLJ007,21.11859322,3.887875515,0.687575,3.34671,-11.42066669,15.54755327,2.03244044,Shrub community
HNBT001,8.951823277,0.476208161,0.6901,24.83866667,28.59552002,0.99604676,0.14654601,Shrub community
HNBT002,7.777799785,0.408128466,0.60955,24.83866667,28.59564018,0.86944584,0.15911989,Shrub community
HNCM002,11.39373802,0.558424413,0.7257,23.78073333,39.19400024,0.87362443,0.96272845,Shrub community
HNDZ001,5.491181068,0.551004513,0.637625,24.0699,30.5492382,0.20732322,0.15579071,Shrub community
HNDZ002,7.954447883,0.858369502,NA,NA,NA,0.03678222,0.10041166,Shrub community
HNHK001,15.1529027,0.759706187,0.613225,24.13111667,33.59719086,1.80694318,0.89189576,Shrub community
HNHK002,12.05796242,1.026717557,0.3553,24.195675,25.42280388,0.22857684,0.29162657,Shrub community
HNLG001,14.61676568,0.997546719,0.61545,23.73179167,42.61769485,1.06857728,0.37027234,Shrub community
HNLS001,14.19790066,0.865715877,0.828375,24.55109167,34.27941513,0.61599028,0.21890546,Shrub community
HNLS002,23.5128607,2.09229984,0.6501,24.466175,28.8552475,0.54473737,0.17297362,Shrub community
HNQH001,28.62106117,1.964448872,0.589025,24.20684167,54.80192184,1.25670484,0.77905342,Shrub community
HNQH002,10.82318335,0.548312563,0.68275,24.24251667,54.60182571,0.67548243,0.2154833,Shrub community
HNWC003,8.653090646,0.418250218,1.117475,23.90833346,33.42694473,0.50944271,0.14836979,Shrub community
HNWC004,9.454236508,0.395794396,1.03945,23.90370833,45.54652023,0.85351113,0.14926058,Shrub community
HNWC005,8.336237237,0.396856346,1.03945,23.90370833,45.54663849,0.608549,0.14104885,Shrub community
HNWN001,12.4237122,0.73681792,0.69865,24.57821667,40.72776031,0.44657662,0.25617246,Shrub community
HNWN002,28.41993165,1.663764567,NA,24.6489,38.82307434,1.4463089,2.70366688,Shrub community
HNWN003,14.54937992,1.205247345,0.694375,24.627525,39.11769104,0.92159266,0.61679009,Shrub community
HUB001,11.63711438,0.586799514,0.601925,16.73236833,31.5126667,1.46680255,0.14746754,Shrub community
HUB002,14.3066604,0.715299427,0.6059,15.99333583,41.64773941,1.45776815,0.26844882,Shrub community
HUB003,8.161931398,0.483094576,0.5051,13.68594083,79.40849304,2.31293082,0.40765104,Shrub community
HUB004,3.500713301,0.210684361,0.598675,10.03884158,146.8923187,4.71319124,0.59376528,Shrub community
HUB005,14.96601799,0.708493436,0.6265,11.51312167,125.7012863,3.10779989,0.2594891,Shrub community
HUB006,14.99001604,0.968532959,0.446075,12.07739358,83.07215118,1.83520004,0.29405593,Shrub community
HUB007,4.613473031,0.281509385,0.401125,16.450695,33.04816055,2.28698126,1.11316227,Shrub community
HUB008,15.02458499,1.039729056,0.534925,11.71326725,107.2932129,1.75450111,0.44550809,Shrub community
HUB009,5.020179618,0.253959426,0.631525,15.51876,40.14587402,3.08968248,0.41198306,Shrub community
HUB010,6.117794089,0.402632268,0.650825,12.78646083,71.59022522,1.92174427,1.00928614,Shrub community
HUB011,9.9378161,0.629540818,0.63075,12.45009458,74.49447632,1.72865825,0.30877514,Shrub community
HUB012,22.89809412,1.458043328,0.67485,17.27408333,23.29117775,1.12479891,0.40720429,Shrub community
HUB013,18.59182178,1.458556326,0.55695,7.278321667,146.5717621,3.0210326,1.23986101,Shrub community
HUB014,13.29649182,0.891315604,0.5394,14.27478833,78.16286469,2.09861062,0.70628691,Shrub community
HUB015,9.601026402,0.655716606,0.63185,10.66081708,148.6678772,1.01997404,0.18690398,Shrub community
HUB016,11.22054635,0.783713339,0.48695,12.21292417,109.9759979,4.32687975,0.62882153,Shrub community
HUB017,10.23609678,0.641336779,0.53145,13.01089333,96.39165497,2.40610929,0.39806251,Shrub community
HUB018,9.007634712,0.623939802,0.574625,13.16919583,102.7699127,2.46230684,0.33161403,Shrub community
HUB019,17.81486863,0.973266632,0.590525,16.63565833,58.52112198,1.39564872,0.35243347,Shrub community
HUB020,18.20029992,0.911662537,0.712775,16.88477167,68.32363129,0.89687416,0.36562316,Shrub community
HUB021,16.28906769,1.005774314,0.572175,15.6511025,68.95183563,0.5949297,0.14107639,Shrub community
HUB022,13.60013133,0.900275917,0.462175,15.88362333,37.31430817,0.48267695,0.16742156,Shrub community
HUB023,13.67978102,1.292216896,0.47185,15.65214583,26.16962814,0.53942326,0.1907501,Shrub community
HUB024,15.92858593,1.016672266,0.481475,15.17886667,17.52455902,0.55781429,0.38080172,Shrub community
HUB025,14.84993689,0.972507796,0.504025,14.49929667,20.63798714,0.95014294,0.18102977,Shrub community
HUB026,15.00658685,1.240350192,0.561325,14.67454167,-1.942234635,0.65166028,0.29387713,Shrub community
HUB027,10.72947028,0.738040737,0.487625,15.26256833,-3.758210659,1.35596072,0.2942662,Shrub community
HUB028,12.7254023,0.873554085,0.423775,14.29196417,8.915177345,1.65011128,0.25209137,Shrub community
HUB029,20.38668697,1.432489733,0.578575,14.60121333,18.65646935,0.48671768,0.36649815,Shrub community
HUB030,15.6852709,0.807543619,0.442375,14.04291167,24.17579079,0.33185081,0.13197169,Shrub community
HUB031,7.357293275,0.744593342,0.6539,14.79859333,12.9992075,0.89186649,0.27570904,Shrub community
HUB032,15.20492911,1.418831169,0.727375,14.6897675,22.41927719,2.92570149,3.67125082,Shrub community
HUB033,12.51522204,1.278406063,0.51295,13.32416417,36.82025146,0.7706141,0.34457312,Shrub community
HUB034,16.94390387,1.085028772,0.4319,15.08985083,-2.822811127,1.12965837,0.43601101,Shrub community
HUB035,12.7595527,1.575953499,0.52325,14.56429667,6.232505798,0.33881299,1.76861906,Shrub community
HUB037,17.49136078,0.921235434,0.63055,14.13678417,22.45544624,2.24291958,1.40029014,Shrub community
HUB038,11.51255476,1.368149229,0.5338,13.99272167,14.35910225,0.55419213,0.20875137,Shrub community
HUB039,16.9123094,0.847174251,0.73925,14.07580667,60.36436462,3.31223591,0.37435614,Shrub community
HUB040,11.27674439,0.742208263,0.5426,10.52301203,146.5247498,1.81790086,0.41871119,Shrub community
HUB041,19.51737875,0.660184006,0.501925,14.36042833,76.49093628,0.69881402,0.30824997,Shrub community
HUB042,15.4379628,1.385336579,0.5541,11.98968917,115.7325058,1.79161701,0.63677437,Shrub community
HUB043,14.4946243,1.342484851,0.5705,14.4975675,89.62393188,1.50081617,0.27145822,Shrub community
HUB044,11.93023443,0.919176215,0.56075,12.79800583,103.4110947,0.95986574,0.28245967,Shrub community
HUB045,16.51489381,1.160947842,0.6782,12.53282583,105.8669891,0.77770659,0.35933077,Shrub community
HUB046,12.26207891,0.987444237,0.517725,11.26999358,130.079895,1.54956727,0.81411526,Shrub community
HUB047,10.67371231,0.991096669,0.5954,14.26237083,81.18513489,0.67901671,0.13673476,Shrub community
HUB048,13.15214962,1.023430259,0.64855,14.833825,73.24201965,1.89711213,0.41144536,Shrub community
HUB049,20.41860256,1.53792956,0.630275,14.22298833,82.11527252,1.75352747,0.60032316,Shrub community
HUB050,14.09235635,1.234420724,NA,14.51453083,83.19355011,2.17417081,0.46666591,Shrub community
HUB051,8.867691792,0.695843511,0.51115,11.33731017,136.6327209,2.19253092,0.59291128,Shrub community
HUB052,14.45793981,1.610173413,0.530975,14.47432917,81.33956909,2.95882875,1.46467973,Shrub community
HUB053,9.204218072,0.874385959,0.573525,10.29087042,152.2253723,1.97173815,0.73150871,Shrub community
HUB054,15.05095143,1.219650825,0.59085,11.94283375,111.6728897,1.10115453,0.47077571,Shrub community
HUB056,10.88144409,1.234070381,0.760825,15.93581167,75.22173309,0.95514278,0.475763,Shrub community
HUB057,17.8836477,1.148737934,0.74955,16.5731675,72.28784943,0.94072228,0.33218869,Shrub community
HUB058,16.18284165,1.012822543,0.550125,14.238985,105.602272,0.3032472,0.18245705,Shrub community
HUB059,12.18624525,1.404318773,0.70935,15.39450417,52.50438309,0.54530173,1.24190367,Shrub community
HUB060,14.40078333,0.923861806,0.43155,15.70444083,30.16347885,0.73589149,0.36667931,Shrub community
HUB061,20.01755418,1.563645025,0.387325,15.92561417,21.43686485,0.34605844,0.60632645,Shrub community
HUB062,8.594057234,0.414554516,0.427825,15.53574417,29.09804344,1.40495495,6.77105216,Shrub community
HUN001,13.83735617,0.906169353,0.6917,14.23323167,86.52082825,3.34136158,0.41124482,Shrub community
HUN002,17.00758483,0.878029382,0.516925,16.2073675,64.22263336,1.08950318,0.31193783,Shrub community
HUN003,16.48433064,0.877168661,0.6349,15.84256917,65.40891266,0.71920713,0.18872337,Shrub community
HUN004,8.427805898,0.535421517,0.482125,16.63184333,47.06587219,1.30551591,0.23749051,Shrub community
HUN005,18.09837242,1.118770236,0.596,16.49244333,51.93655777,1.4903697,0.40901818,Shrub community
HUN006,10.99109888,1.230504871,0.686375,16.38401333,58.07081985,0.84322767,0.30368892,Shrub community
HUN007,7.455865376,0.41788671,0.430975,12.72423333,119.3350296,2.17298076,0.25070978,Shrub community
HUN008,9.185894643,0.670177864,0.652275,14.51894333,83.77977753,1.73395783,0.31840645,Shrub community
HUN009,20.91372766,1.185214958,0.413,16.09801917,62.96592712,1.71904067,0.25582996,Shrub community
HUN010,16.90576911,1.325401795,0.702275,15.993135,63.66462326,2.63486806,0.46075318,Shrub community
HUN011,16.10920729,1.416418052,0.626,15.81080667,60.74044418,1.80416096,0.49454546,Shrub community
HUN012,14.07526026,0.980830289,0.666525,16.75385333,49.90093231,1.04383209,0.23206484,Shrub community
HUN013,16.00259862,0.894987784,0.52685,15.96687333,58.14645386,1.78592578,0.26941152,Shrub community
HUN014,13.2118163,0.707533434,0.66195,16.76467583,64.0684967,1.31366772,0.35563412,Shrub community
HUN015,15.41881246,0.710818947,0.46795,17.45171583,54.57811356,0.75206443,0.15329006,Shrub community
HUN016,12.87086601,0.86060457,0.651625,16.0645475,79.98783112,1.46670624,0.30443975,Shrub community
HUN017,18.72683481,1.102961745,0.48505,17.2324725,64.44902802,0.87591241,0.46996993,Shrub community
HUN018,28.30034605,1.168426681,0.53675,17.62248833,61.364048,1.42316185,0.49876524,Shrub community
HUN019,11.54206841,0.77528455,0.423025,17.77880333,52.99269104,1.05007152,0.31224325,Shrub community
HUN020,13.59029578,0.683159505,0.582725,15.9966725,91.61283112,1.37575023,0.31721198,Shrub community
HUN021,11.95611982,0.791466568,0.5255,15.4645825,90.93682098,3.98475654,0.54307766,Shrub community
HUN022,9.697471743,0.723923387,0.6328,16.5653175,65.33661652,1.33037203,0.29522182,Shrub community
HUN023,12.86210175,0.844326221,0.42215,17.082705,70.23990631,0.82923023,0.64071757,Shrub community
HUN024,11.51917453,0.737698346,0.6032,17.34218667,66.10133362,1.17609155,0.43103051,Shrub community
HUN025,14.98979988,1.193429075,0.46385,17.32423583,67.17240906,2.75839332,0.44012247,Shrub community
HUN026,14.82692062,0.88683606,0.772025,16.44573333,78.49121857,1.99082378,0.69785538,Shrub community
HUN027,13.1945507,0.790878667,0.5665,16.14059,83.29755402,1.5384894,0.43699421,Shrub community
HUN028,18.29823277,0.547313954,0.7436,15.3326725,106.8779449,2.9330677,0.34539805,Shrub community
HUN029,17.87632254,0.972969871,0.734425,16.16071917,99.24979401,1.74945737,0.22612616,Shrub community
HUN030,14.63832133,0.894598182,0.564,15.64521833,107.8841553,1.80350046,0.41285748,Shrub community
HUN031,11.02186063,0.735670158,0.5606,16.050695,97.29954529,2.67717471,0.50395629,Shrub community
HUN032,13.88639364,0.962909515,0.7033,18.14979167,62.28299713,1.17942706,0.16845093,Shrub community
HUN033,12.74656303,1.016425063,0.64655,17.98231,77.51103973,1.08911289,0.16745074,Shrub community
HUN034,7.989551084,0.78696669,0.71925,18.1086725,72.24066162,1.28264059,0.22162467,Shrub community
HUN035,19.1465788,0.75113286,0.632125,17.81431083,62.00968933,3.6721656,0.4920895,Shrub community
HUN036,15.43115182,0.917146424,0.778525,18.36684417,71.53417206,1.2980616,0.37536359,Shrub community
HUN037,12.17055341,1.224768951,0.4909,18.21628833,71.46849823,2.9998441,0.72003382,Shrub community
HUN038,12.90274103,1.09721705,0.6146,17.31353333,63.0256958,2.61759756,0.47602723,Shrub community
HUN039,13.50021681,0.820915139,0.612325,17.27067667,64.48581696,1.70271954,0.49479356,Shrub community
HUN040,13.33874669,0.661526454,0.405225,17.68484,50.9553299,1.26790604,0.41070582,Shrub community
HUN041,12.40784582,0.940438993,0.36785,12.03771025,190.5895844,4.50861835,0.76238261,Shrub community
HUN042,12.70877599,0.836265766,0.600375,15.8725925,94.37242126,0.89772483,0.29297209,Shrub community
HUN043,15.52364623,1.122287319,0.585625,16.5325925,64.18727875,2.02172972,0.36537261,Shrub community
HUN044,8.755540601,0.499128304,0.432775,14.3955775,96.07704926,0.82553045,0.32966364,Shrub community
HUN045,13.78239469,0.693437089,0.51065,16.10124583,79.80218506,3.83795334,0.60853182,Shrub community
IM001,14.66559708,0.864530685,0.365,4.4339,-29.88227272,1.29406876,0.28126189,Shrub community
IM002,21.62542276,0.937628626,0.391925,4.53219,-29.86659622,0.90841092,0.32663435,Shrub community
IM003,13.62844611,0.709968418,0.2939,5.483974167,-38.78123474,1.70515794,0.40796736,Shrub community
IM004,34.88810698,1.466715548,0.25445,1.389969167,-24.68630791,0.42693084,0.12786317,Shrub community
IM005,16.6969196,0.867713928,0.384,5.564098333,-14.31058979,1.48362864,0.38568968,Shrub community
IM006,16.47309576,0.905434096,0.4403,5.538963333,-11.11112595,2.76567203,0.50121654,Shrub community
IM007,17.22504441,1.025524727,0.305725,7.347839167,-23.59180832,1.42011101,0.29346745,Shrub community
IM008,19.82535069,1.105652583,0.27795,3.9212625,-25.64265442,1.05314135,0.22829443,Shrub community
