verbatim_taxon_name,taxonomic_group,is_extinct,is_mesotherm,metabolic_mass_g,metabolic_rate_W,ta_c,final_adult_mass_g,gmax_g_per_day,r2_growth_curve,n_growth_obs,curve_only,equation_only,source_id,source_display_name,source_doi,source_data_note
Epinephelus polyphekadion,Teleost Fish,FALSE,FALSE,,,,3156,0.555,0.73,71,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Epinephelus tukula,Teleost Fish,FALSE,FALSE,,,,24710,2.979,0.69,59,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Mycteroperca rosacea,Teleost Fish,FALSE,FALSE,,,,22730,1.907,0.99,18,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Plectropomus laevis,Teleost Fish,FALSE,FALSE,,,,14730,3.63,0.62,21,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Plectropomus leopardus,Teleost Fish,FALSE,FALSE,,,,5062,0.559,0.6,155,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Variola louti,Teleost Fish,FALSE,FALSE,,,,1555,0.818,0.52,91,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Siganus sutor,Teleost Fish,FALSE,FALSE,,,,2302,2.178,0.94,46,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Diplodus sargus,Teleost Fish,FALSE,FALSE,,,,1018,0.325,0.99,13,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Rhabdosargus sarba,Teleost Fish,FALSE,FALSE,,,,14670,2.911,0.87,109,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Hippoglossoides platessoides,Teleost Fish,FALSE,FALSE,277,0.021,,3,3388,0.242,,FALSE,TRUE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Sorubim lima,Teleost Fish,FALSE,FALSE,,,,719.7,0.871,0.38,90,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Masturus lanceolatus,Teleost Fish,FALSE,FALSE,,,,545400,50.91,0.96,133,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Chelonia mydas,Testudines,FALSE,FALSE,22000,4.18,25,9.679,1,,14,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
Dermochelys coriacea,Testudines,FALSE,TRUE,354000,141.6,23,310500,166.9,0.99,87,FALSE,FALSE,grady_etal_2014,Grady et al. 2014 (Science 344:1268),10.1126/science.1253143,Extracted from Supplementary Table S1 of Grady et al. 2014
