"species";"island";"islandgroup";"Native";"Cultivated";"family";"order";"dataset";"Invasive";"Original_name";"reference";"refid";"latitude";"longitude"
"Portulaca oleracea";"Ka'ula";"Hawaiian";0;"0";"Portulacaceae";"Caryophyllales";"glonpier";0;"Portulaca oleracea L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"21.654144";"-160.541487"
"Portulaca pilosa";"Ka'ula";"Hawaiian";0;"0";"Portulacaceae";"Caryophyllales";"glonpier";0;"Portulaca pilosa L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"21.654144";"-160.541487"
"Cenchrus echinatus";"Ka'ula";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";0;"Cenchrus echinatus L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"21.654144";"-160.541487"
"Chloris barbata";"Ka'ula";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";0;"Chloris barbata Sw.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"21.654144";"-160.541487"
"Digitaria ciliaris";"Ka'ula";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";0;"Digitaria ciliaris (Retz.) Koeler";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"21.654144";"-160.541487"
"Echinochloa colona";"Ka'ula";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";0;"Echinochloa colona (L.) Link";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"21.654144";"-160.541487"
"Setaria verticillata";"Ka'ula";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";0;"Setaria verticillata (L.) P.Beauv.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"21.654144";"-160.541487"
"Asystasia gangetica";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Asystasia gangetica (L.) T.Anderson subsp. gangetica";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Barleria cristata";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Barleria cristata L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Barleria repens";"Kaua'i";"Hawaiian";0,25;"0";"Acanthaceae";"Lamiales";"glonpier";0,5;"Barleria repens Nees";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,1129";"22.058363";"-159.524241"
"Dicliptera chinensis";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Dicliptera chinensis (L.) Juss.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Justicia betonica";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Justicia betonica L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Justicia erythrochlamys";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Megaskepasma erythrochlamys Lindau";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,242";"22.058363";"-159.524241"
"Odontonema cuspidatum";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Odontonema cuspidatum (Nees) Kuntze";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64,250";"22.058363";"-159.524241"
"Pseuderanthemum variabile";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glon";0;"Pseuderanthemum variabile (R.Br.) Radlk.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"22.058363";"-159.524241"
"Ruellia brevifolia";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Ruellia brevifolia (Pohl) C.Ezcurra";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Ruellia simplex";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Ruellia brittoniana Leonard";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Ruellia devosiana";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Ruellia devosiana E.Morren";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,250";"22.058363";"-159.524241"
"Sanchezia speciosa";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Sanchezia speciosa Leonard";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,250";"22.058363";"-159.524241"
"Strobilanthes reptans";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Strobilanthes reptans (G.Forst.) E.Moylan ex Y.F.Deng & J.R.I.Wood";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Thunbergia alata";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Thunbergia alata Bojer ex Sims";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Thunbergia fragrans";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Thunbergia fragrans Roxb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Thunbergia grandiflora";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Thunbergia grandiflora Roxb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Thunbergia laurifolia";"Kaua'i";"Hawaiian";0;"0";"Acanthaceae";"Lamiales";"glonpier";1;"Thunbergia laurifolia Lindl.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Sambucus canadensis";"Kaua'i";"Hawaiian";0;"0";"Adoxaceae";"Dipsacales";"glonpier";1;"Sambucus mexicana C.Presl ex DC.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Mesembryanthemum cordifolium";"Kaua'i";"Hawaiian";0;"0.5";"Aizoaceae";"Caryophyllales";"glon";0;"Mesembryanthemum cordifolium L.f.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"22.058363";"-159.524241"
"Tetragonia tetragonoides";"Kaua'i";"Hawaiian";0;"0";"Aizoaceae";"Caryophyllales";"glonpier";1;"Tetragonia tetragonioides (Pall.) Kuntze";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Trianthema portulacastrum";"Kaua'i";"Hawaiian";0;"0";"Aizoaceae";"Caryophyllales";"glonpier";1;"Trianthema portulacastrum L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,3018";"22.058363";"-159.524241"
"Alternanthera caracasana";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Alternanthera caracasana Kunth";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Alternanthera pungens";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Alternanthera pungens Kunth";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,763";"22.058363";"-159.524241"
"Alternanthera sessilis";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Alternanthera sessilis (L.) R.Br. ex DC.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,250";"22.058363";"-159.524241"
"Amaranthus dubius";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Amaranthus dubius Mart. ex Thell.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Amaranthus blitum";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Amaranthus lividus L. subsp. polygonoides (Moq.) Probst";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Amaranthus spinosus";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Amaranthus spinosus L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Amaranthus viridis";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Amaranthus viridis L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Atriplex semibaccata";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glon";0;"Atriplex semibaccata R.Br.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"22.058363";"-159.524241"
"Atriplex suberecta";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glon";0;"Atriplex suberecta Verd.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"22.058363";"-159.524241"
"Chenopodiastrum murale";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Chenopodium murale L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Dysphania ambrosioides";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Dysphania ambrosioides (L.) Mosyakin & Clemants";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,311";"22.058363";"-159.524241"
"Dysphania carinata";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Dysphania carinata (R.Br.) Mosyakin & Clemants";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,460";"22.058363";"-159.524241"
"Gomphrena celosioides";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Gomphrena celosioides Mart.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,350";"22.058363";"-159.524241"
"Gomphrena globosa";"Kaua'i";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";1;"Gomphrena globosa L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,250";"22.058363";"-159.524241"
"Anacardium occidentale";"Kaua'i";"Hawaiian";0;"0.5";"Anacardiaceae";"Sapindales";"glonpier";0;"Anacardium occidentale L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Mangifera indica";"Kaua'i";"Hawaiian";0;"0";"Anacardiaceae";"Sapindales";"glonpier";0;"Mangifera indica L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"22.058363";"-159.524241"
"Schinus terebinthifolius";"Kaua'i";"Hawaiian";0;"0";"Anacardiaceae";"Sapindales";"glonpier";1;"Schinus terebinthifolius Raddi";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Centella asiatica";"Kaua'i";"Hawaiian";0;"0";"Apiaceae";"Apiales";"glonpier";1;"Centella asiatica (L.) Urb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Cyclospermum leptophyllum";"Kaua'i";"Hawaiian";0;"0";"Apiaceae";"Apiales";"glonpier";1;"Ciclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Coriandrum sativum";"Kaua'i";"Hawaiian";0;"0";"Apiaceae";"Apiales";"glon";0;"Coriandrum sativum L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"22.058363";"-159.524241"
"Cryptotaenia canadensis";"Kaua'i";"Hawaiian";0;"0";"Apiaceae";"Apiales";"glonpier";1;"Cryptotaenia canadensis (L.) DC.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Foeniculum vulgare";"Kaua'i";"Hawaiian";0;"0";"Apiaceae";"Apiales";"glonpier";1;"Foeniculum vulgare Mill.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Petroselinum crispum";"Kaua'i";"Hawaiian";0;"0";"Apiaceae";"Apiales";"glonpier";1;"Petroselinum crispum (Mill.) A.W.Hill";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Torilis arvensis";"Kaua'i";"Hawaiian";0;"0";"Apiaceae";"Apiales";"glonpier";1;"Torilis arvensis (Huds.) Link";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,311";"22.058363";"-159.524241"
"Allamanda schottii";"Kaua'i";"Hawaiian";0;"0";"Apocynaceae";"Gentianales";"glonpier";1;"Allamanda schottii Pohl";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,242";"22.058363";"-159.524241"
"Asclepias curassavica";"Kaua'i";"Hawaiian";0;"0";"Apocynaceae";"Gentianales";"glonpier";1;"Asclepias curassavica L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Gomphocarpus physocarpus";"Kaua'i";"Hawaiian";0;"0";"Apocynaceae";"Gentianales";"glonpier";1;"Asclepias physocarpa (E.Mey.) Schltr.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Calotropis procera";"Kaua'i";"Hawaiian";0;"0";"Apocynaceae";"Gentianales";"glonpier";1;"Calotropis procera (Aiton) W.T.Aiton";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,1038,461,1375";"22.058363";"-159.524241"
"Catharanthus roseus";"Kaua'i";"Hawaiian";0;"0";"Apocynaceae";"Gentianales";"glonpier";1;"Catharanthus roseus (L.) G.Don";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,250";"22.058363";"-159.524241"
"Cascabela thevetia";"Kaua'i";"Hawaiian";0;"0";"Apocynaceae";"Gentianales";"glonpier";1;"Thevetia peruviana (Pers.) K.Schum.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
"Hedera helix";"Kaua'i";"Hawaiian";0;"0";"Araliaceae";"Apiales";"glonpier";1;"Hedera helix L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"22.058363";"-159.524241"
