"species";"island";"islandgroup";"Native";"Cultivated";"family";"order";"dataset";"Invasive";"Original_name";"reference";"refid";"latitude";"longitude"
"Desmanthus pernambucanus";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Desmanthus pernambucanus (L.) Thell.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Desmodium sandwicense";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glon";0;"Desmodium sandwicense E.Mey.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Desmodium tortuosum";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Desmodium tortuosum (Sw.) DC.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Desmodium triflorum";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Desmodium triflorum (L.) DC.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Indigofera suffruticosa";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Indigofera suffruticosa Mill.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Leucaena leucocephala";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Leucaena leucocephala (Lam.) de Wit subsp. leucocephala";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Macroptilium atropurpureum";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Macroptilium atropurpureum (DC.) Urb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,256";"20.547612";"-156.609341"
"Macroptilium lathyroides";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Macroptilium lathyroides (L.) Urb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Neonotonia wightii";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Neonotonia wightii (Wight & Arn.) Lackey";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Prosopis pallida";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Tephrosia purpurea";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glon";0;"Tephrosia purpurea (L.) Pers. var. purpurea";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Vachellia farnesiana";"Kaho'olawe";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Vachellia farnesiana (L.) Wight & Arn.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Centaurium erythraea";"Kaho'olawe";"Hawaiian";0;"0";"Gentianaceae";"Gentianales";"glonpier";1;"Centaurium erythraea Raf. subsp. erythraea";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Leonotis nepetifolia";"Kaho'olawe";"Hawaiian";0;"0";"Lamiaceae";"Lamiales";"glonpier";0;"Leonotis nepetifolia (L.) R.Br.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Ocimum gratissimum";"Kaho'olawe";"Hawaiian";0;"0";"Lamiaceae";"Lamiales";"glonpier";0;"Ocimum gratissimum L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Stachys arvensis";"Kaho'olawe";"Hawaiian";0;"0";"Lamiaceae";"Lamiales";"glonpier";1;"Stachys arvensis L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Abutilon grandifolium";"Kaho'olawe";"Hawaiian";0;"0";"Malvaceae";"Malvales";"glonpier";1;"Abutilon grandifolium (Willd.) Sweet";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Malva parviflora";"Kaho'olawe";"Hawaiian";0;"0";"Malvaceae";"Malvales";"glonpier";1;"Malva parviflora L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Malvastrum coromandelianum";"Kaho'olawe";"Hawaiian";0;"0";"Malvaceae";"Malvales";"glonpier";1;"Malvastrum coromandelianum (L.) Garcke";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Sida ciliaris";"Kaho'olawe";"Hawaiian";0;"0";"Malvaceae";"Malvales";"glonpier";1;"Sida ciliaris L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,248";"20.547612";"-156.609341"
"Sida rhombifolia";"Kaho'olawe";"Hawaiian";0,6;"0";"Malvaceae";"Malvales";"glonpier";1;"Sida rhombifolia L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Broussonetia papyrifera";"Kaho'olawe";"Hawaiian";0;"0";"Moraceae";"Rosales";"glon";0;"Broussonetia papyrifera (L.) Vent.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Ficus microcarpa";"Kaho'olawe";"Hawaiian";0;"0";"Moraceae";"Rosales";"glonpier";0;"Ficus microcarpa L.f.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Boerhavia coccinea";"Kaho'olawe";"Hawaiian";0;"0";"Nyctaginaceae";"Caryophyllales";"glonpier";1;"Boerhavia coccinea Mill.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Misopates orontium";"Kaho'olawe";"Hawaiian";0;"0";"Plantaginaceae";"Lamiales";"glonpier";1;"Antirrhinum orontium L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,311,248";"20.547612";"-156.609341"
"Portulaca oleracea";"Kaho'olawe";"Hawaiian";0;"0";"Portulacaceae";"Caryophyllales";"glonpier";1;"Portulaca oleracea L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,1376";"20.547612";"-156.609341"
"Portulaca pilosa";"Kaho'olawe";"Hawaiian";0;"0";"Portulacaceae";"Caryophyllales";"glonpier";0;"Portulaca pilosa L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Anagallis arvensis";"Kaho'olawe";"Hawaiian";0;"0";"Myrsinaceae";"Ericales";"glonpier";1;"Lysimachia arvensis (L.) U.Manns & Anderb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Grevillea robusta";"Kaho'olawe";"Hawaiian";0;"0";"Proteaceae";"Proteales";"glonpier";1;"Grevillea robusta A.Cunn. ex R.Br.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,248";"20.547612";"-156.609341"
"Coffea arabica";"Kaho'olawe";"Hawaiian";0;"0";"Rubiaceae";"Gentianales";"glonpier";1;"Coffea arabica L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Oldenlandia corymbosa";"Kaho'olawe";"Hawaiian";0;"0";"Rubiaceae";"Gentianales";"glonpier";1;"Oldenlandia corymbosa L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,248";"20.547612";"-156.609341"
"Nicotiana glauca";"Kaho'olawe";"Hawaiian";0;"0";"Solanaceae";"Solanales";"glonpier";1;"Nicotiana glauca Graham";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Solanum linnaeanum";"Kaho'olawe";"Hawaiian";0;"0";"Solanaceae";"Solanales";"glonpier";1;"Solanum linnaeanum Hepper & P.-M.L.Jaeger";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,2275";"20.547612";"-156.609341"
"Solanum lycopersicum";"Kaho'olawe";"Hawaiian";0;"0";"Solanaceae";"Solanales";"glonpier";1;"Solanum lycopersicum L. var. cerasiforme (Dunal) D.M.Spooner";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Tamarix aphylla";"Kaho'olawe";"Hawaiian";0;"0.5";"Tamaricaceae";"Caryophyllales";"glonpier";0;"Tamarix aphylla (L.) H.Karst.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Stachytarpheta jamaicensis";"Kaho'olawe";"Hawaiian";0;"0";"Verbenaceae";"Lamiales";"glonpier";1;"Stachytarpheta jamaicensis (L.) Vahl";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Verbena littoralis";"Kaho'olawe";"Hawaiian";0;"0";"Verbenaceae";"Lamiales";"glonpier";1;"Verbena litoralis Kunth";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Nephrolepis brownii";"Kaho'olawe";"Hawaiian";0;"0";"Nephrolepidaceae";"Polypodiales";"glon";0;"Nephrolepis brownii (Desv.) Hovenkamp & Miyam.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Nephrolepis falcata";"Kaho'olawe";"Hawaiian";0;"0";"Nephrolepidaceae";"Polypodiales";"glon";0;"Nephrolepis falcata (Cav.) C.Chr. cv. Furcans";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Adiantum hispidulum";"Kaho'olawe";"Hawaiian";0;"0";"Pteridaceae";"Polypodiales";"glon";0;"Adiantum hispidulum Sw.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Pityrogramma calomelanos";"Kaho'olawe";"Hawaiian";0;"0";"Pteridaceae";"Polypodiales";"glonpier";0;"Pityrogramma austroamericana Domin";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Agave sisalana";"Kaho'olawe";"Hawaiian";0;"0";"Agavaceae";"Asparagales";"glonpier";1;"Agave sisalana Perrine";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Furcraea foetida";"Kaho'olawe";"Hawaiian";0;"0";"Agavaceae";"Asparagales";"glonpier";1;"Furcraea foetida (L.) Haw.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,256";"20.547612";"-156.609341"
"Cyperus gracilis";"Kaho'olawe";"Hawaiian";0;"0";"Cyperaceae";"Poales";"glonpier";1;"Cyperus gracilis R.Br.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,256";"20.547612";"-156.609341"
"Bothriochloa pertusa";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Bothriochloa pertusa (L.) A.Camus";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Cenchrus echinatus";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Cenchrus echinatus L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Pennisetum purpureum";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Cenchrus purpureus (Schumach.) Morrone";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,256";"20.547612";"-156.609341"
"Pennisetum setaceum";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Cenchrus setaceus (Forssk.) Morrone";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,248";"20.547612";"-156.609341"
"Cenchrus tribuloides";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glon";0;"Cenchrus tribuloides L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Chloris barbata";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Chloris barbata Sw.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,944";"20.547612";"-156.609341"
"Chloris divaricata";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Chloris divaricata R.Br. var. divaricata";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Chloris truncata";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glon";0;"Chloris truncata R.Br.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Chloris virgata";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Chloris virgata Sw.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Cynodon dactylon";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Cynodon dactylon (L.) Pers.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Dactyloctenium aegyptium";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Dactyloctenium aegyptium (L.) Willd.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Dichanthium aristatum";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Dichanthium aristatum (Poir.) C.E.Hubb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,944";"20.547612";"-156.609341"
"Dichanthium sericeum";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glon";0;"Dichanthium sericeum (R.Br.) A.Camus";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Digitaria ciliaris";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Digitaria ciliaris (Retz.) Koeler";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Digitaria eriantha";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Digitaria eriantha Steud.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Digitaria insularis";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Digitaria insularis (L.) Mez ex Ekman";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Echinochloa colona";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Echinochloa colona (L.) Link";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Ehrharta stipoides";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glon";0;"Ehrharta stipoides Labill.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Eragrostis amabilis";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Eragrostis amabilis (L.) Wight & Arn.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Eragrostis cilianensis";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";0;"Eragrostis cilianensis (All.) Vignolo ex Janch.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Eragrostis curvula";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Eragrostis curvula (Schrad.) Nees";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,944";"20.547612";"-156.609341"
"Eragrostis pectinacea";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Eragrostis pectinacea (Michx.) Nees var. pectinacea";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,1376";"20.547612";"-156.609341"
"Panicum maximum";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L. Jacobs";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Melinis minutiflora";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glon";0;"Melinis minutiflora P.Beauv.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Melinis repens";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glon";0;"Melinis repens (Willd.) Zizka";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"20.547612";"-156.609341"
"Sporobolus africanus";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Sporobolus africanus (Poir.) Robyns & Tournay";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,944";"20.547612";"-156.609341"
"Sporobolus pyramidatus";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Sporobolus pyramidatus (Lam.) Hitchc.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,256";"20.547612";"-156.609341"
"Tragus berteronianus";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Tragus berteronianus Schult.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"20.547612";"-156.609341"
"Brachiaria decumbens";"Kaho'olawe";"Hawaiian";0;"0";"Poaceae";"Poales";"glonpier";1;"Urochloa decumbens (Stapf) R.D.Webster";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,248,842";"20.547612";"-156.609341"
"Atriplex semibaccata";"Ka'ula";"Hawaiian";0;"0";"Amaranthaceae";"Caryophyllales";"glon";0;"Atriplex semibaccata R.Br.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"21.654144";"-160.541487"
"Sonchus oleraceus";"Ka'ula";"Hawaiian";0;"0";"Asteraceae";"Asterales";"glonpier";1;"Sonchus oleraceus L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29,64";"21.654144";"-160.541487"
"Leucaena leucocephala";"Ka'ula";"Hawaiian";0;"0";"Fabaceae";"Fabales";"glonpier";0;"Leucaena leucocephala (Lam.) de Wit subsp. leucocephala";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"29";"21.654144";"-160.541487"
