"";"species";"island";"islandgroup";"nat_score";"cult_stat";"family";"order";"dataset";"inva_stat";"orginal_name";"reference";"sp_ar";"sp_is";"dataset_ar";"nat_score2";"inva_stat2";"refid"
"58007";"Dioscorea bulbifera";NA;"Tongatapu";0,329861111111111;"0";"Dioscoreaceae";"Dioscoreales";"glonpier";1;"Dioscorea bulbifera";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Dioscorea bulbifera_Tongatapu";"Dioscorea bulbifera_NA";"glonpier";0,40625;0;"16,28,48,49,32,410,210,113,334,3125,33,74"
"58008";"Echinochloa colona";NA;"Tongatapu";0,454545454545455;"0";"Poaceae";"Poales";"glonpier";0,5;"Echinochloa colona";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Echinochloa colona_Tongatapu";"Echinochloa colona_NA";"glonpier";0,363636363636364;0;"16,28,49,32,210,113,74"
"58009";"Eclipta prostrata";NA;"Tongatapu";0,409090909090909;"0";"Asteraceae";"Asterales";"glonpier";1;"Eclipta prostrata";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Eclipta prostrata_Tongatapu";"Eclipta prostrata_NA";"glonpier";0,318181818181818;0;"16,48,49,210,209,337,113,74"
"58010";"Eleocharis dulcis";NA;"Tongatapu";0,78125;"0";"Cyperaceae";"Poales";"glonpier";0,5;"Eleocharis dulcis";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Eleocharis dulcis_Tongatapu";"Eleocharis dulcis_NA";"glonpier";0,5625;0;"16,334,32,64,210,113,410"
"58011";"Eleutheranthera ruderalis";NA;"Tongatapu";0,388888888888889;"0";"Asteraceae";"Asterales";"glonpier";1;"Eleutheranthera ruderalis";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Eleutheranthera ruderalis_Tongatapu";"Eleutheranthera ruderalis_NA";"glonpier";0,277777777777778;0;"16,210,113,254,74"
"58012";"Emilia sonchifolia";NA;"Tongatapu";0,270833333333333;"0";"Asteraceae";"Asterales";"glonpier";1;"Emilia sonchifolia";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Emilia sonchifolia_Tongatapu";"Emilia sonchifolia_NA";"glonpier";0,3125;0;"16,28,48,49,32,209,210,113,33,74,330"
"58014";"Eragrostis patula";NA;"Tongatapu";0,4;"0";"Poaceae";"Poales";"glonpier";1;"Eragrostis tenuifolia";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Eragrostis patula_Tongatapu";"Eragrostis patula_NA";"glonpier";0,4;0;"16,74,210"
"58015";"Erechtites valerianifolia";NA;"Tongatapu";0,107142857142857;"0";"Asteraceae";"Asterales";"glonpier";1;"Erechtites valerianifolia";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Erechtites valerianifolia_Tongatapu";"Erechtites valerianifolia_NA";"glonpier";0,0714285714285714;0;"16,214,49,113,33,74"
"58016";"Eriochloa procera";NA;"Tongatapu";0,333333333333333;"0";"Poaceae";"Poales";"glonpier";0,5;"Eriochloa procera";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Eriochloa procera_Tongatapu";"Eriochloa procera_NA";"glonpier";0,166666666666667;0;"16,49"
"58017";"Euphorbia heterophylla";NA;"Tongatapu";0,381578947368421;"0";"Euphorbiaceae";"Malpighiales";"glonpier";1;"Euphorbia cyathophora";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Euphorbia heterophylla_Tongatapu";"Euphorbia heterophylla_NA";"glonpier";0,263157894736842;0;"16,28,49,209,210,113,74,48,254"
"58019";"Euphorbia peplus";NA;"Tongatapu";0,25;"0";"Euphorbiaceae";"Malpighiales";"glonpier";1;"Euphorbia peplus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Euphorbia peplus_Tongatapu";"Euphorbia peplus_NA";"glonpier";0;0;"16,298"
"58020";"Fimbristylis autumnalis";NA;"Tongatapu";0,375;"0";"Cyperaceae";"Poales";"glonpier";0,5;"Fimbristylis autumnalis";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Fimbristylis autumnalis_Tongatapu";"Fimbristylis autumnalis_NA";"glonpier";0,25;0;"16,74"
"58021";"Fimbristylis dichotoma";NA;"Tongatapu";0;"0";"Cyperaceae";"Poales";"glon";0;"Fimbristylis dichotoma";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Fimbristylis dichotoma_Tongatapu";"Fimbristylis dichotoma_NA";"glon";0;0;"16"
"58022";"Fimbristylis ovata";NA;"Tongatapu";0;"0";"Cyperaceae";"Poales";"glon";0;"Fimbristylis ovata";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Fimbristylis ovata_Tongatapu";"Fimbristylis ovata_NA";"glon";0;0;"16"
"58023";"Laportea interrupta";NA;"Tongatapu";0,472222222222222;"0";"Urticaceae";"Rosales";"glonpier";1;"Fleurya interrupta";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Laportea interrupta_Tongatapu";"Laportea interrupta_NA";"glonpier";0,444444444444444;0;"16,210,64,113,74"
"58024";"Glycine tabacina";NA;"Tongatapu";0,5;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Glycine tabacina";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Glycine tabacina_Tongatapu";"Glycine tabacina_NA";"glonpier";0,5;0;"16,337"
"58025";"Gnaphalium purpureum";NA;"Tongatapu";0;"0";"Asteraceae";"Asterales";"glonpier";0;"Gnaphalium purpureum";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Gnaphalium purpureum_Tongatapu";"Gnaphalium purpureum_NA";"glonpier";0;0;"16,28"
"58026";"Oldenlandia pumila";NA;"Tongatapu";0,25;"0";"Rubiaceae";"Gentianales";"glonpier";0,5;"Hedyotis pumila";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Oldenlandia pumila_Tongatapu";"Oldenlandia pumila_NA";"glonpier";0,25;0;"16,210"
"58027";"Helianthus argophyllus";NA;"Tongatapu";0;"0";"Asteraceae";"Asterales";"glonpier";1;"Helianthus argophyllus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Helianthus argophyllus_Tongatapu";"Helianthus argophyllus_NA";"glonpier";0;0;"16,49,210"
"58028";"Heteropogon contortus";NA;"Tongatapu";0;"0";"Poaceae";"Poales";"glon";0;"Heteropogon contortus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Heteropogon contortus_Tongatapu";"Heteropogon contortus_NA";"glon";0;0;"16"
"58029";"Hibiscus diversifolius";NA;"Tongatapu";0,166666666666667;"0";"Malvaceae";"Malvales";"glonpier";0;"Hibiscus diversifolius";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Hibiscus diversifolius_Tongatapu";"Hibiscus diversifolius_NA";"glonpier";0,333333333333333;0;"16,28"
"58030";"Imperata conferta";NA;"Tongatapu";0,475;"0";"Poaceae";"Poales";"glonpier";1;"Imperata conferta";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Imperata conferta_Tongatapu";"Imperata conferta_NA";"glonpier";0,5;0;"16,28,210,74"
"58031";"Ipomoea indica";NA;"Tongatapu";0,8;"0";"Convolvulaceae";"Solanales";"glonpier";1;"Ipomoea indica";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Ipomoea indica_Tongatapu";"Ipomoea indica_NA";"glonpier";0,4;0;"16,28,49,210"
"58032";"Ipomoea littoralis";NA;"Tongatapu";0;"0";"Convolvulaceae";"Solanales";"glon";0;"Ipomoea littoralis";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Ipomoea littoralis_Tongatapu";"Ipomoea littoralis_NA";"glon";0;0;"16"
"58033";"Ipomoea pes-caprae";NA;"Tongatapu";0;"0";"Convolvulaceae";"Solanales";"glon";0;"Ipomoea pes-caprae";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Ipomoea pes-caprae_Tongatapu";"Ipomoea pes-caprae_NA";"glon";0;0;"16"
"58034";"Kyllinga brevifolia";NA;"Tongatapu";0,5;"0";"Cyperaceae";"Poales";"glonpier";1;"Kyllinga brevifolia";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Kyllinga brevifolia_Tongatapu";"Kyllinga brevifolia_NA";"glonpier";0,5;0;"16,49,4645,4650,337,1408,210,113,74"
"58037";"Lepidium bidentatum";NA;"Tongatapu";0;"0";"Brassicaceae";"Brassicales";"glon";0;"Lepidium bidentatum";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Lepidium bidentatum_Tongatapu";"Lepidium bidentatum_NA";"glon";0;0;"16"
"58038";"Lepidium virginicum";NA;"Tongatapu";0,0476190476190476;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Lepidium virginicum";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Lepidium virginicum_Tongatapu";"Lepidium virginicum_NA";"glonpier";0,142857142857143;0;"16,28,49,209,74,33"
"58039";"Leucas decemdentata";NA;"Tongatapu";0;"0";"Lamiaceae";"Lamiales";"glon";0;"Leucas decemdentata";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Leucas decemdentata_Tongatapu";"Leucas decemdentata_NA";"glon";0;0;"16"
"58040";"Bonnaya antipoda";NA;"Tongatapu";0,5;"0";"Linderniaceae";"Lamiales";"glonpier";0,5;"Lindernia antipoda";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Bonnaya antipoda_Tongatapu";"Bonnaya antipoda_NA";"glonpier";0,5;0;"16,49,74"
"58041";"Ludwigia octovalvis";NA;"Tongatapu";0,722222222222222;"0";"Onagraceae";"Myrtales";"glonpier";1;"Ludwigia octovalvis";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Ludwigia octovalvis_Tongatapu";"Ludwigia octovalvis_NA";"glonpier";0,5;0;"16,48,49,210,113,254,74"
"58042";"Luffa cylindrica";NA;"Tongatapu";0;"0";"Cucurbitaceae";"Cucurbitales";"glon";0;"Luffa cylindrica";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Luffa cylindrica_Tongatapu";"Luffa cylindrica_NA";"glon";0;0;"16"
"58043";"Macroptilium lathyroides";NA;"Tongatapu";0,416666666666667;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Macroptilium lathyroides";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Macroptilium lathyroides_Tongatapu";"Macroptilium lathyroides_NA";"glonpier";0,25;0;"16,49,210,113,74"
"58044";"Malvastrum coromandelianum";NA;"Tongatapu";0,458333333333333;"0";"Malvaceae";"Malvales";"glonpier";1;"Malvastrum coromandelianum";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Malvastrum coromandelianum_Tongatapu";"Malvastrum coromandelianum_NA";"glonpier";0,375;0;"16,49,32,209,210,113,33,74"
"58045";"Medicago lupulina";NA;"Tongatapu";0,25;"0";"Fabaceae";"Fabales";"glonpier";1;"Medicago lupulina";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Medicago lupulina_Tongatapu";"Medicago lupulina_NA";"glonpier";0;0;"16,49,298"
"58046";"Medicago polymorpha";NA;"Tongatapu";0,166666666666667;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Medicago polymorpha";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Medicago polymorpha_Tongatapu";"Medicago polymorpha_NA";"glonpier";0,166666666666667;0;"16,49,74"
"58047";"Distimake dissectus";NA;"Tongatapu";0;"0";"Convolvulaceae";"Solanales";"glon";0;"Merremia dissecta";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Distimake dissectus_Tongatapu";"Distimake dissectus_NA";"glon";0;0;"16,28"
"58048";"Distimake quinquefolius";NA;"Tongatapu";0;"0";"Convolvulaceae";"Solanales";"glon";0;"Merremia quinquefolia";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Distimake quinquefolius_Tongatapu";"Distimake quinquefolius_NA";"glon";0;0;"16"
"58049";"Camonea umbellata";NA;"Tongatapu";0;"0";"Convolvulaceae";"Solanales";"glon";0;"Merremia umbellata";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Camonea umbellata_Tongatapu";"Camonea umbellata_NA";"glon";0;0;"16"
"58050";"Nephrolepis biserrata";NA;"Tongatapu";0;"0";"Nephrolepidaceae";"Polypodiales";"glon";0;"Nephrolepis biserrata";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Nephrolepis biserrata_Tongatapu";"Nephrolepis biserrata_NA";"glon";0;0;"16"
"58052";"Nicandra physalodes";NA;"Tongatapu";0,25;"0";"Solanaceae";"Solanales";"glonpier";0;"Nicandra physalodes";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Nicandra physalodes_Tongatapu";"Nicandra physalodes_NA";"glonpier";0;0;"16"
"58054";"Oplismenus compositus";NA;"Tongatapu";0,145299145299145;"0";"Poaceae";"Poales";"glonpier";1;"Oplismenus compositus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Oplismenus compositus_Tongatapu";"Oplismenus compositus_NA";"glonpier";0,269230769230769;0;"16,28,48,214,49,32,210,113,33,74"
"58055";"Oplismenus hirtellus";NA;"Tongatapu";0,452380952380952;"0";"Poaceae";"Poales";"glonpier";0,5;"Oplismenus hirtellus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Oplismenus hirtellus_Tongatapu";"Oplismenus hirtellus_NA";"glonpier";0,357142857142857;0;"16,28,48,149,74"
"58056";"Oxalis corniculata";NA;"Tongatapu";0,487179487179487;"0";"Oxalidaceae";"Oxalidales";"glonpier";1;"Oxalis corniculata";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Oxalis corniculata_Tongatapu";"Oxalis corniculata_NA";"glonpier";0,461538461538462;0;"16,28,48,49,298,392,210,113,33,254,74"
"58057";"Passiflora subpeltata";NA;"Tongatapu";0,0833333333333333;"0";"Passifloraceae";"Malpighiales";"glonpier";0,5;"Passiflora subpeltata";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Passiflora subpeltata_Tongatapu";"Passiflora subpeltata_NA";"glonpier";0,166666666666667;0;"16,28,74"
"58058";"Leptospron adenanthum";NA;"Tongatapu";0;"0";"Fabaceae";"Fabales";"glon";0;"Phaseolus adenanthus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Leptospron adenanthum_Tongatapu";"Leptospron adenanthum_NA";"glon";0;0;"16"
"58059";"Vigna radiata";NA;"Tongatapu";0,5;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Phaseolus aureus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Vigna radiata_Tongatapu";"Vigna radiata_NA";"glonpier";0,5;0;"16,210"
"58060";"Dolichopsis ligulata";NA;"Tongatapu";0;"0";"Fabaceae";"Fabales";"glon";0;"Phaseolus lunulatus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Dolichopsis ligulata_Tongatapu";"Dolichopsis ligulata_NA";"glon";0;0;"16"
"58061";"Phyllanthus amarus";NA;"Tongatapu";0,461538461538462;"0";"Phyllanthaceae";"Malpighiales";"glonpier";1;"Phyllanthus amarus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Phyllanthus amarus_Tongatapu";"Phyllanthus amarus_NA";"glonpier";0,423076923076923;0;"16,48,49,32,210,184,5931,74"
"58062";"Phyllanthus virgatus";NA;"Tongatapu";0,444444444444444;"0";"Phyllanthaceae";"Malpighiales";"glonpier";1;"Phyllanthus virgatus";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Phyllanthus virgatus_Tongatapu";"Phyllanthus virgatus_NA";"glonpier";0,333333333333333;0;"16,32,33,74,62"
"58063";"Physalis angulata";NA;"Tongatapu";0,420634920634921;"0";"Solanaceae";"Solanales";"glonpier";1;"Physalis angulata";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Physalis angulata_Tongatapu";"Physalis angulata_NA";"glonpier";0,428571428571429;0;"16,28,40,32,432,210,113,74,198"
"58064";"Physalis peruviana";NA;"Tongatapu";0,297619047619048;"0";"Solanaceae";"Solanales";"glonpier";1;"Physalis peruviana";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Physalis peruviana_Tongatapu";"Physalis peruviana_NA";"glonpier";0,142857142857143;0;"16,28,214,49,209,210,74"
"58065";"Pilea microphylla";NA;"Tongatapu";0,258333333333333;"0";"Urticaceae";"Rosales";"glonpier";1;"Pilea microphylla";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Pilea microphylla_Tongatapu";"Pilea microphylla_NA";"glonpier";0,266666666666667;0;"16,28,48,210,32,209,113,40,5979,74"
"58066";"Plantago debilis";NA;"Tongatapu";0,333333333333333;"0";"Plantaginaceae";"Lamiales";"glonpier";0;"Plantago debilis";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Plantago debilis_Tongatapu";"Plantago debilis_NA";"glonpier";0;0;"16"
"58067";"Plantago lanceolata";NA;"Tongatapu";0,05;"0";"Plantaginaceae";"Lamiales";"glonpier";1;"Plantago lanceolata";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Plantago lanceolata_Tongatapu";"Plantago lanceolata_NA";"glonpier";0,1;0;"16,28,298,33,74"
"58068";"Plantago major";NA;"Tongatapu";0,0555555555555556;"0";"Plantaginaceae";"Lamiales";"glonpier";1;"Plantago major";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Plantago major_Tongatapu";"Plantago major_NA";"glonpier";0,166666666666667;0;"16,28,298,209,210,74,33"
"58069";"Persicaria dichotoma";NA;"Tongatapu";0,333333333333333;"0";"Polygonaceae";"Caryophyllales";"glonpier";0,5;"Polygonum dichotomum";"Space, J. C., and T. Flynn. 2001. Report to the Kingdom of Tonga on Invasive Plant Species of Environmental Concern. U.S.D.A. Forest Service, Pacific Southwest Research Station, Institute of Pacific Islands Forestry, Honolulu, Hawaiëi, USA.";"Persicaria dichotoma_Tongatapu";"Persicaria dichotoma_NA";"glonpier";0,333333333333333;0;"16,210"
