"";"species";"island";"islandgroup";"nat_score";"cult_stat";"family";"order";"dataset";"inva_stat";"orginal_name";"reference";"sp_ar";"sp_is";"dataset_ar";"nat_score2";"inva_stat2";"refid";"latitude";"longitude"
"378634";"Myosotis azorica";"Maui";"Hawaiian";0;"0";"Boraginaceae";"Boraginales";"glon";0;"Myosotis azorica H.C.Watson";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Myosotis azorica_Hawaiian";"Myosotis azorica_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378635";"Arabidopsis thaliana";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glon";0;"Arabidopsis thaliana (L.) Heynh.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Arabidopsis thaliana_Hawaiian";"Arabidopsis thaliana_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378636";"Brassica nigra";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Brassica nigra (L.) W.D.J.Koch";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Brassica nigra_Hawaiian";"Brassica nigra_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378637";"Brassica rapa";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Brassica rapa L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Brassica rapa_Hawaiian";"Brassica rapa_Maui";"glonpier";0;0;"29,350,430";"20.790415";"-156.336777"
"378638";"Capsella bursa-pastoris";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Capsella bursa-pastoris (L.) Medik.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Capsella bursa-pastoris_Hawaiian";"Capsella bursa-pastoris_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378639";"Cardamine flexuosa";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Cardamine flexuosa With.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Cardamine flexuosa_Hawaiian";"Cardamine flexuosa_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378640";"Descurainia sophia";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";0;"Descurainia sophia (L.) Webb ex Prantl";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Descurainia sophia_Hawaiian";"Descurainia sophia_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378641";"Sinapis incana";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Hirschfeldia incana (L.) Lagr.-Foss.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Sinapis incana_Hawaiian";"Sinapis incana_Maui";"glonpier";0;0;"29,250";"20.790415";"-156.336777"
"378642";"Lepidium africanum";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Lepidium africanum (Burm.f.) DC.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Lepidium africanum_Hawaiian";"Lepidium africanum_Maui";"glonpier";0;0;"29,718";"20.790415";"-156.336777"
"378643";"Lepidium densiflorum";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glon";0;"Lepidium densiflorum Schrad.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Lepidium densiflorum_Hawaiian";"Lepidium densiflorum_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378644";"Lepidium didymum";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Lepidium didymum L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Lepidium didymum_Hawaiian";"Lepidium didymum_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378645";"Lepidium oblongum";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Lepidium oblongum Small";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Lepidium oblongum_Hawaiian";"Lepidium oblongum_Maui";"glonpier";0;0;"29,248";"20.790415";"-156.336777"
"378646";"Lepidium virginicum";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Lepidium virginicum L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Lepidium virginicum_Hawaiian";"Lepidium virginicum_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378647";"Lobularia maritima";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Lobularia maritima (L.) Desv.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Lobularia maritima_Hawaiian";"Lobularia maritima_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378648";"Nasturtium microphyllum";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Nasturtium microphyllum Boenn. ex Rchb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Nasturtium microphyllum_Hawaiian";"Nasturtium microphyllum_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378649";"Raphanus raphanistrum";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Raphanus raphanistrum L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Raphanus raphanistrum_Hawaiian";"Raphanus raphanistrum_Maui";"glonpier";0;0;"29,698";"20.790415";"-156.336777"
"378650";"Raphanus sativus";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Raphanus sativus L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Raphanus sativus_Hawaiian";"Raphanus sativus_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378651";"Sisymbrium altissimum";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Sisymbrium altissimum L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Sisymbrium altissimum_Hawaiian";"Sisymbrium altissimum_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378652";"Sisymbrium officinale";"Maui";"Hawaiian";0;"0";"Brassicaceae";"Brassicales";"glonpier";1;"Sisymbrium officinale (L.) Scop. var. officinale";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Sisymbrium officinale_Hawaiian";"Sisymbrium officinale_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378653";"Cereus hildmannianus";"Maui";"Hawaiian";0;"0";"Cactaceae";"Caryophyllales";"glonpier";1;"Cereus uruguayanus F.Ritter ex R.Kiesling";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Cereus hildmannianus_Hawaiian";"Cereus hildmannianus_Maui";"glonpier";0;0;"29,482";"20.790415";"-156.336777"
"378654";"Selenicereus undatus";"Maui";"Hawaiian";0;"0";"Cactaceae";"Caryophyllales";"glonpier";1;"Hylocereus undatus (Haw.) Britton & Rose";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Selenicereus undatus_Hawaiian";"Selenicereus undatus_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378655";"Nopalea cochenillifera";"Maui";"Hawaiian";0;"0";"Cactaceae";"Caryophyllales";"glonpier";1;"Opuntia cochenillifera (L.) Mill.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Nopalea cochenillifera_Hawaiian";"Nopalea cochenillifera_Maui";"glonpier";0;0;"29,927";"20.790415";"-156.336777"
"378656";"Opuntia ficus-indica";"Maui";"Hawaiian";0;"0";"Cactaceae";"Caryophyllales";"glonpier";1;"Opuntia ficus-indica (L.) Mill.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Opuntia ficus-indica_Hawaiian";"Opuntia ficus-indica_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378657";"Calophyllum inophyllum";"Maui";"Hawaiian";0;"0";"Calophyllaceae";"Malpighiales";"glon";0;"Calophyllum inophyllum L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Calophyllum inophyllum_Hawaiian";"Calophyllum inophyllum_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378658";"Hippobroma longiflora";"Maui";"Hawaiian";0;"0";"Campanulaceae";"Asterales";"glonpier";1;"Hippobroma longiflora (L.) G.Don";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Hippobroma longiflora_Hawaiian";"Hippobroma longiflora_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378659";"Wahlenbergia gracilis";"Maui";"Hawaiian";0;"0";"Campanulaceae";"Asterales";"glon";0;"Wahlenbergia gracilis (G.Forst.) A.DC.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Wahlenbergia gracilis_Hawaiian";"Wahlenbergia gracilis_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378660";"Wahlenbergia marginata";"Maui";"Hawaiian";0;"0";"Campanulaceae";"Asterales";"glon";0;"Wahlenbergia marginata (Thunb.) A.DC.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Wahlenbergia marginata_Hawaiian";"Wahlenbergia marginata_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378661";"Cannabis sativa";"Maui";"Hawaiian";0;"0.5";"Cannabaceae";"Rosales";"glonpier";0;"Cannabis sativa L. subsp. indica (Lam.) E.Small & Cronquist";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Cannabis sativa_Hawaiian";"Cannabis sativa_Maui";"glonpier";0;0;"29";"20.790415";"-156.336777"
"378662";"Trema orientalis";"Maui";"Hawaiian";0;"0";"Cannabaceae";"Rosales";"glonpier";1;"Trema orientalis (L.) Blume";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Trema orientalis_Hawaiian";"Trema orientalis_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378663";"Centranthus ruber";"Maui";"Hawaiian";0;"0";"Valerianaceae";"Dipsacales";"glonpier";1;"Centranthus ruber (L.) DC. subsp. ruber";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Centranthus ruber_Hawaiian";"Centranthus ruber_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378664";"Lonicera japonica";"Maui";"Hawaiian";0;"0";"Caprifoliaceae";"Dipsacales";"glonpier";1;"Lonicera japonica Thunb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Lonicera japonica_Hawaiian";"Lonicera japonica_Maui";"glonpier";0;0;"29,764";"20.790415";"-156.336777"
"378665";"Carica papaya";"Maui";"Hawaiian";0;"0";"Caricaceae";"Brassicales";"glon";0;"Carica papaya L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Carica papaya_Hawaiian";"Carica papaya_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378666";"Arenaria serpyllifolia";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glon";0;"Arenaria serpyllifolia L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Arenaria serpyllifolia_Hawaiian";"Arenaria serpyllifolia_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378667";"Cerastium glomeratum";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glonpier";1;"Cerastium glomeratum Thuill.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Cerastium glomeratum_Hawaiian";"Cerastium glomeratum_Maui";"glonpier";0;0;"29,1038";"20.790415";"-156.336777"
"378668";"Petrorhagia dubia";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glon";0;"Petrorhagia velutina (Guss.) P.W.Ball & Heywood";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Petrorhagia dubia_Hawaiian";"Petrorhagia dubia_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378669";"Polycarpaea tetraphylla";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glonpier";1;"Polycarpon tetraphyllum (L.) L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Polycarpaea tetraphylla_Hawaiian";"Polycarpaea tetraphylla_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378670";"Sagina procumbens";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glon";0;"Sagina procumbens L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Sagina procumbens_Hawaiian";"Sagina procumbens_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378671";"Sagina subulata";"Maui";"Hawaiian";0;"0.5";"Caryophyllaceae";"Caryophyllales";"glon";0;"Sagina subulata (Sw.) K.Presl";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Sagina subulata_Hawaiian";"Sagina subulata_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378672";"Silene rubella";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glonpier";1;"Silene armeria L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Silene rubella_Hawaiian";"Silene rubella_Maui";"glonpier";0;0;"29,1375";"20.790415";"-156.336777"
"378673";"Silene gallica";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glonpier";1;"Silene gallica L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Silene gallica_Hawaiian";"Silene gallica_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378674";"Spergula arvensis";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glonpier";1;"Spergula arvensis L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Spergula arvensis_Hawaiian";"Spergula arvensis_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378675";"Spergularia salina";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glonpier";1;"Spergularia marina (L.) Griseb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Spergularia salina_Hawaiian";"Spergularia salina_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378676";"Stellaria media";"Maui";"Hawaiian";0;"0";"Caryophyllaceae";"Caryophyllales";"glonpier";1;"Stellaria media (L.) Vill.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Stellaria media_Hawaiian";"Stellaria media_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378678";"Casuarina equisetifolia";"Maui";"Hawaiian";0;"0";"Casuarinaceae";"Fagales";"glonpier";1;"Casuarina equisetifolia L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Casuarina equisetifolia_Hawaiian";"Casuarina equisetifolia_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378679";"Casuarina glauca";"Maui";"Hawaiian";0;"0";"Casuarinaceae";"Fagales";"glonpier";1;"Casuarina glauca Sieber ex Spreng.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Casuarina glauca_Hawaiian";"Casuarina glauca_Maui";"glonpier";0;0;"29,64,456";"20.790415";"-156.336777"
"378680";"Brexia madagascariensis";"Maui";"Hawaiian";0;"0";"Celastraceae";"Celastrales";"glon";0;"Brexia madagascariensis (Lam.) Thouars ex Ker Gawl.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Brexia madagascariensis_Hawaiian";"Brexia madagascariensis_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378681";"Ceratophyllum demersum";"Maui";"Hawaiian";0;"0";"Ceratophyllaceae";"Ceratophyllales";"glonpier";1;"Ceratophyllum demersum L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Ceratophyllum demersum_Hawaiian";"Ceratophyllum demersum_Maui";"glonpier";0;0;"29,64,430";"20.790415";"-156.336777"
"378682";"Cleome gynandra";"Maui";"Hawaiian";0;"0";"Cleomaceae";"Brassicales";"glonpier";1;"Cleome gynandra L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Cleome gynandra_Hawaiian";"Cleome gynandra_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378683";"Clusia rosea";"Maui";"Hawaiian";0;"0";"Clusiaceae";"Malpighiales";"glonpier";1;"Clusia rosea Jacq.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Clusia rosea_Hawaiian";"Clusia rosea_Maui";"glonpier";0;0;"29,456";"20.790415";"-156.336777"
"378684";"Conocarpus erectus";"Maui";"Hawaiian";0;"0";"Combretaceae";"Myrtales";"glonpier";1;"Conocarpus erectus L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Conocarpus erectus_Hawaiian";"Conocarpus erectus_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378685";"Terminalia catappa";"Maui";"Hawaiian";0;"0";"Combretaceae";"Myrtales";"glon";0;"Terminalia catappa L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Terminalia catappa_Hawaiian";"Terminalia catappa_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378686";"Terminalia myriocarpa";"Maui";"Hawaiian";0;"0";"Combretaceae";"Myrtales";"glonpier";1;"Terminalia myriocarpa Van Heurck & Mll.Arg.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Terminalia myriocarpa_Hawaiian";"Terminalia myriocarpa_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378687";"Argyreia nervosa";"Maui";"Hawaiian";0;"0";"Convolvulaceae";"Solanales";"glonpier";1;"Argyreia nervosa (Burm.f.) Bojer";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Argyreia nervosa_Hawaiian";"Argyreia nervosa_Maui";"glonpier";0;0;"29,927";"20.790415";"-156.336777"
"378688";"Convolvulus arvensis";"Maui";"Hawaiian";0;"0";"Convolvulaceae";"Solanales";"glonpier";0,5;"Convolvulus arvensis L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Convolvulus arvensis_Hawaiian";"Convolvulus arvensis_Maui";"glonpier";0;0;"29,78";"20.790415";"-156.336777"
"378689";"Cuscuta pentagona";"Maui";"Hawaiian";0;"0";"Convolvulaceae";"Solanales";"glonpier";1;"Cuscuta campestris Yunck.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Cuscuta pentagona_Hawaiian";"Cuscuta pentagona_Maui";"glonpier";0;0;"29,718,1038";"20.790415";"-156.336777"
"378690";"Dichondra micrantha";"Maui";"Hawaiian";0;"0";"Convolvulaceae";"Solanales";"glonpier";1;"Dichondra micrantha Urb.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Dichondra micrantha_Hawaiian";"Dichondra micrantha_Maui";"glonpier";0;0;"29,430";"20.790415";"-156.336777"
"378692";"Distimake tuberosus";"Maui";"Hawaiian";0;"0";"Convolvulaceae";"Solanales";"glon";0;"Distimake tuberosus (L.) Sim√µes & Staples";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Distimake tuberosus_Hawaiian";"Distimake tuberosus_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378693";"Evolvulus alsinoides";"Maui";"Hawaiian";0;"0";"Convolvulaceae";"Solanales";"glon";0;"Evolvulus alsinoides (L.) L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Evolvulus alsinoides_Hawaiian";"Evolvulus alsinoides_Maui";"glon";0;0;"29";"20.790415";"-156.336777"
"378694";"Ipomoea alba";"Maui";"Hawaiian";0;"0";"Convolvulaceae";"Solanales";"glonpier";1;"Ipomoea alba L.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Ipomoea alba_Hawaiian";"Ipomoea alba_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378695";"Ipomoea aquatica";"Maui";"Hawaiian";0;"0";"Convolvulaceae";"Solanales";"glonpier";1;"Ipomoea aquatica Forssk.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Ipomoea aquatica_Hawaiian";"Ipomoea aquatica_Maui";"glonpier";0;0;"29,64";"20.790415";"-156.336777"
"378696";"Ipomoea batatas";"Maui";"Hawaiian";0;"0";"Convolvulaceae";"Solanales";"glonpier";1;"Ipomoea batatas (L.) Lam.";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Ipomoea batatas_Hawaiian";"Ipomoea batatas_Maui";"glonpier";0;0;"29,718";"20.790415";"-156.336777"
"378697";"Ipomoea cairica";"Maui";"Hawaiian";0,333;"0";"Convolvulaceae";"Solanales";"glonpier";1;"Ipomoea cairica (L.) Sweet";"Imada, C. T., editor. 2019. Hawaiian Naturalized Vascular Plants Checklist. February 2019 update edition. Bishop Musem Technical Report 69. Bishop Museum, Honolulu; Hawaiëi.";"Ipomoea cairica_Hawaiian";"Ipomoea cairica_Maui";"glonpier";1;0;"29,456,248";"20.790415";"-156.336777"
