species,quad,year_t,trackID,x_t,y_t,survives_tplus1,nearEdge_t
Sphaeralcea coccinea,gzun_24,2008,24,0.808457094,0.845201508,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,9,0.234164168,0.920015035,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,3,0.214271893,0.277606494,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,12,0.041130542,0.549909772,1,TRUE
Sphaeralcea coccinea,gzun_24,2008,17,0.899335841,0.380687238,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,54,0.456884931,0.113691701,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,48,0.708276971,0.866655702,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,51,0.814849315,0.35180194,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,56,0.124089918,0.347407287,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,55,0.952282067,0.27349723,0,TRUE
Sphaeralcea coccinea,gzun_24,2008,38,0.285293747,0.280089208,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,37,0.991285167,0.057947972,1,TRUE
Sphaeralcea coccinea,gzun_24,2008,42,0.144065611,0.901133444,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,41,0.53199353,0.542769543,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,1,0.402602484,0.211466725,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,30,0.394560778,0.376571798,1,FALSE
Sphaeralcea coccinea,gzun_24,2008,28,0.804461954,0.238340016,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,9,0.219767966,0.927597497,1,TRUE
Sphaeralcea coccinea,gzun_24,2009,3,0.214895113,0.295750879,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,67,0.598713506,0.330672994,0,FALSE
Sphaeralcea coccinea,gzun_24,2009,51,0.825301177,0.351382619,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,7,0.677004016,0.720095168,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,69,0.871593282,0.443154683,0,FALSE
Sphaeralcea coccinea,gzun_24,2009,68,0.795251917,0.439500045,0,FALSE
Sphaeralcea coccinea,gzun_24,2009,20,0.852914012,0.583249211,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,24,0.805809765,0.849631848,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,28,0.81961618,0.21778523,0,FALSE
Sphaeralcea coccinea,gzun_24,2009,1,0.41102745,0.205603098,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,46,0.271745066,0.402953646,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,48,0.687832577,0.867769689,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,41,0.527163782,0.550763524,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,66,0.480465608,0.325800139,0,FALSE
Sphaeralcea coccinea,gzun_24,2009,30,0.406560668,0.381025808,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,17,0.898556402,0.389390873,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,25,0.172257648,0.830140434,0,FALSE
Sphaeralcea coccinea,gzun_24,2009,65,0.907327535,0.114643172,0,FALSE
Sphaeralcea coccinea,gzun_24,2009,2,0.572237672,0.207227382,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,43,0.720047552,0.546702812,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,63,0.827737602,0.033428956,0,TRUE
Sphaeralcea coccinea,gzun_24,2009,59,0.185657995,0.175553838,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,22,0.590916942,0.641723448,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,37,0.990166039,0.082563557,1,TRUE
Sphaeralcea coccinea,gzun_24,2009,58,0.491023456,0.895923949,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,6,0.374481053,0.599085983,0,FALSE
Sphaeralcea coccinea,gzun_24,2009,64,0.940625367,0.109770321,0,FALSE
Sphaeralcea coccinea,gzun_24,2009,42,0.137741606,0.909730368,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,57,0.356207854,0.473610014,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,12,0.04272097,0.558884944,1,TRUE
Sphaeralcea coccinea,gzun_24,2009,14,0.223828677,0.775726908,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,54,0.478841324,0.129261733,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,38,0.299357901,0.292502312,1,FALSE
Sphaeralcea coccinea,gzun_24,2009,56,0.134493039,0.366407247,1,FALSE
Sphaeralcea coccinea,gzun_5a,1997,5,0.205060831,0.208976592,1,FALSE
Sphaeralcea coccinea,gzun_5a,1997,4,0.54340606,0.197516821,1,FALSE
Sphaeralcea coccinea,gzun_5a,1997,8,0.565241962,0.527557829,1,FALSE
Sphaeralcea coccinea,gzun_5a,1997,1,0.382469959,0.03313978,1,TRUE
Sphaeralcea coccinea,gzun_5a,1997,6,0.291145749,0.381522004,1,FALSE
Sphaeralcea coccinea,gzun_5a,1997,9,0.568224281,0.545519135,0,FALSE
Sphaeralcea coccinea,gzun_5a,1997,7,0.676647223,0.433371332,1,FALSE
Sphaeralcea coccinea,gzun_5a,1997,14,0.81330272,0.819559087,0,FALSE
Sphaeralcea coccinea,gzun_5a,1997,10,0.276572072,0.564714453,1,FALSE
Sphaeralcea coccinea,gzun_5a,1997,3,0.960132467,0.132426147,1,TRUE
Sphaeralcea coccinea,gzun_5a,1997,13,0.652156249,0.797358198,1,FALSE
Sphaeralcea coccinea,gzun_5a,1997,2,0.875586772,0.046864071,1,TRUE
Sphaeralcea coccinea,gzun_5a,1997,12,0.070597121,0.716529457,1,FALSE
Sphaeralcea coccinea,gzun_5a,1997,11,0.615103084,0.6397218,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,10,0.286907675,0.55168271,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,21,0.35965363,0.85167719,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,15,0.110084777,0.282733182,0,FALSE
Sphaeralcea coccinea,gzun_5a,1998,1,0.387216522,0.010906631,1,TRUE
Sphaeralcea coccinea,gzun_5a,1998,12,0.067715847,0.713481182,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,20,0.996078687,0.776963156,0,TRUE
Sphaeralcea coccinea,gzun_5a,1998,8,0.565011099,0.523196916,0,FALSE
Sphaeralcea coccinea,gzun_5a,1998,13,0.66649204,0.800629225,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,11,0.644937885,0.619613978,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,16,0.862417602,0.355396724,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,2,0.873333678,0.020823207,1,TRUE
Sphaeralcea coccinea,gzun_5a,1998,22,0.837188754,0.863883218,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,19,0.792002691,0.671561779,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,18,0.946408875,0.631662433,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,5,0.198196392,0.204586768,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,7,0.681916254,0.433733473,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,6,0.284761564,0.35897314,1,FALSE
Sphaeralcea coccinea,gzun_5a,1998,17,0.782523549,0.536772041,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,45,0.567976795,0.520668291,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,18,0.953974326,0.628460154,1,TRUE
Sphaeralcea coccinea,gzun_5a,2001,47,0.852341996,0.60998155,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,46,0.218936476,0.522721466,0,FALSE
Sphaeralcea coccinea,gzun_5a,2001,48,0.508434624,0.738305192,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,42,0.79998595,0.314323865,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,44,0.328781519,0.378998982,0,FALSE
Sphaeralcea coccinea,gzun_5a,2001,13,0.665502768,0.788608063,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,43,0.082400117,0.324589757,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,17,0.792799825,0.529907591,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,16,0.857474942,0.349227898,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,40,0.330834698,0.272233711,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,12,0.057248684,0.728552598,1,TRUE
Sphaeralcea coccinea,gzun_5a,2001,19,0.794853004,0.678763021,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,26,0.140402405,0.354360844,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,29,0.089072949,0.428275266,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,3,0.94884138,0.113112389,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,10,0.262566518,0.557625499,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,41,0.053655621,0.314323865,0,FALSE
Sphaeralcea coccinea,gzun_5a,2001,49,0.138862522,0.928224193,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,11,0.647024162,0.611008137,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,30,0.351366481,0.547359608,0,FALSE
Sphaeralcea coccinea,gzun_5a,2001,2,0.878006726,0.027905489,1,TRUE
Sphaeralcea coccinea,gzun_5a,2001,23,0.131676397,0.284552782,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,27,0.543338657,0.39747759,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,4,0.541285478,0.183947044,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,37,0.164527251,0.176760919,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,5,0.207643997,0.198319289,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,1,0.385243923,0.018666184,1,TRUE
Sphaeralcea coccinea,gzun_5a,2001,25,0.732231062,0.365653323,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,6,0.27745206,0.368733095,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,7,0.672688891,0.412876428,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,35,0.25384051,0.135697352,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,39,0.446839273,0.201399056,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,31,0.479690128,0.909745584,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,21,0.342640473,0.857389539,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,34,0.661396412,0.024825722,1,TRUE
Sphaeralcea coccinea,gzun_5a,2001,22,0.836943159,0.858416126,1,FALSE
Sphaeralcea coccinea,gzun_5a,2001,36,0.604934008,0.15828231,0,FALSE
Sphaeralcea coccinea,gzun_5a,2001,38,0.430413848,0.19626611,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,11,0.652301449,0.609552681,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,29,0.087731121,0.414008784,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,16,0.838318847,0.346821906,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,52,0.330907504,0.996629319,1,TRUE
Sphaeralcea coccinea,gzun_5a,2002,6,0.276756888,0.363869325,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,13,0.680880942,0.779525453,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,17,0.788179388,0.513284917,0,FALSE
Sphaeralcea coccinea,gzun_5a,2002,3,0.952636818,0.113172018,1,TRUE
Sphaeralcea coccinea,gzun_5a,2002,1,0.38806649,0.035957249,1,TRUE
Sphaeralcea coccinea,gzun_5a,2002,7,0.684892097,0.409997626,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,51,0.228623006,0.333785645,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,27,0.559543446,0.38292232,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,22,0.817260275,0.863258353,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,10,0.254695523,0.550053853,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,37,0.172466809,0.178353319,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,25,0.737037137,0.360860956,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,35,0.259709469,0.141250117,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,5,0.198539326,0.20242026,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,43,0.087229724,0.31473265,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,4,0.544835871,0.185038579,0,FALSE
Sphaeralcea coccinea,gzun_5a,2002,50,0.59564386,0.218464886,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,49,0.142383129,0.929442442,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,47,0.853360687,0.59952479,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,45,0.571075523,0.501752841,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,23,0.135363606,0.290665709,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,21,0.339431213,0.864261143,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,39,0.456256155,0.193395157,0,FALSE
Sphaeralcea coccinea,gzun_5a,2002,18,0.971689813,0.620583361,1,TRUE
Sphaeralcea coccinea,gzun_5a,2002,2,0.880435995,0.034954461,1,TRUE
Sphaeralcea coccinea,gzun_5a,2002,42,0.811744933,0.302197785,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,38,0.429180849,0.210442571,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,19,0.802218438,0.674733982,1,FALSE
Sphaeralcea coccinea,gzun_5a,2002,40,0.334918662,0.257573665,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,13,0.653633334,0.784933333,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,10,0.292199999,0.555500002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,16,0.8503,0.3415,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,18,0.954399998,0.630700002,1,TRUE
Sphaeralcea coccinea,gzun_5a,2003,12,0.04795,0.720500001,1,TRUE
Sphaeralcea coccinea,gzun_5a,2003,59,0.238300001,0.853000002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,11,0.645799998,0.6192,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,60,0.130500001,0.983599998,0,TRUE
Sphaeralcea coccinea,gzun_5a,2003,6,0.282500001,0.36745,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,26,0.150999998,0.357,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,22,0.823099999,0.8529,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,27,0.5425,0.391500001,0,FALSE
Sphaeralcea coccinea,gzun_5a,2003,19,0.796,0.646700002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,40,0.334199998,0.271300001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,42,0.798300002,0.306000001,0,FALSE
Sphaeralcea coccinea,gzun_5a,2003,61,0.517099998,0.9897,0,TRUE
Sphaeralcea coccinea,gzun_5a,2003,1,0.389899999,0.0256,1,TRUE
Sphaeralcea coccinea,gzun_5a,2003,7,0.665600003,0.421100001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,45,0.564699999,0.527399999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,58,0.239400002,0.785900001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,23,0.158599998,0.278699998,0,FALSE
Sphaeralcea coccinea,gzun_5a,2003,25,0.7273,0.362200001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,37,0.171399999,0.190999997,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,38,0.427799998,0.212100001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,2,0.878699999,0.030399999,1,TRUE
Sphaeralcea coccinea,gzun_5a,2003,29,0.087033335,0.4071,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,52,0.333299997,0.987300001,1,TRUE
Sphaeralcea coccinea,gzun_5a,2003,34,0.662300002,0.0196,0,TRUE
Sphaeralcea coccinea,gzun_5a,2003,53,0.5018,0.003499998,1,TRUE
Sphaeralcea coccinea,gzun_5a,2003,54,0.7026,0.1423,0,FALSE
Sphaeralcea coccinea,gzun_5a,2003,48,0.506700001,0.730699999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,50,0.5954,0.207000002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,35,0.2738,0.1377,0,FALSE
Sphaeralcea coccinea,gzun_5a,2003,47,0.867700003,0.5896,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,51,0.233800003,0.319600001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,43,0.063599998,0.313799999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,21,0.334750001,0.8606,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,56,0.490599999,0.557199998,0,FALSE
Sphaeralcea coccinea,gzun_5a,2003,55,0.005199998,0.555899999,1,TRUE
Sphaeralcea coccinea,gzun_5a,2003,31,0.481099999,0.9058,0,FALSE
Sphaeralcea coccinea,gzun_5a,2003,57,0.076600002,0.7788,1,FALSE
Sphaeralcea coccinea,gzun_5a,2003,3,0.9537,0.111400001,1,TRUE
Sphaeralcea coccinea,gzun_5a,2003,5,0.197099998,0.195399998,0,FALSE
Sphaeralcea coccinea,gzun_5a,2004,29,0.071299998,0.431200002,0,FALSE
Sphaeralcea coccinea,gzun_5a,2004,3,0.955099999,0.123400001,1,TRUE
Sphaeralcea coccinea,gzun_5a,2004,21,0.34365,0.857200002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,1,0.380600001,0.0329,1,TRUE
Sphaeralcea coccinea,gzun_5a,2004,10,0.257300002,0.556599999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,22,0.839,0.859800002,0,FALSE
Sphaeralcea coccinea,gzun_5a,2004,48,0.516300001,0.723099999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,25,0.725900002,0.3768,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,26,0.144299998,0.373700002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,19,0.7907,0.670699999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,43,0.056899998,0.331599997,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,45,0.556399999,0.521699999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,49,0.133,0.927600001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,11,0.6437,0.623900001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,13,0.666299999,0.79605,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,38,0.430000001,0.212799999,0,FALSE
Sphaeralcea coccinea,gzun_5a,2004,16,0.8667,0.344900002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,62,0.357000001,0.548400001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,12,0.04875,0.7359,1,TRUE
Sphaeralcea coccinea,gzun_5a,2004,58,0.2275,0.791900001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,40,0.330299999,0.266200002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,57,0.092900001,0.784699999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,37,0.171999998,0.188099999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,50,0.5985,0.212799999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,53,0.506999999,0.010299998,0,TRUE
Sphaeralcea coccinea,gzun_5a,2004,52,0.335399998,0.986200001,1,TRUE
Sphaeralcea coccinea,gzun_5a,2004,7,0.6715,0.410699999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2004,6,0.2861,0.3706,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,25,0.7315,0.340500002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,37,0.182200001,0.158999999,0,FALSE
Sphaeralcea coccinea,gzun_5a,2005,3,0.948499998,0.100000001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,40,0.332600002,0.253999999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,19,0.792199998,0.657599999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,18,0.9508,0.636600001,1,TRUE
Sphaeralcea coccinea,gzun_5a,2005,26,0.157800001,0.4012,0,FALSE
Sphaeralcea coccinea,gzun_5a,2005,52,0.323900001,0.971099999,1,TRUE
Sphaeralcea coccinea,gzun_5a,2005,47,0.891299999,0.562200001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,21,0.366000002,0.8398,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,7,0.6894,0.393700002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,2,0.8607,0.0098,1,TRUE
Sphaeralcea coccinea,gzun_5a,2005,12,0.0581,0.719599998,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,49,0.119449998,0.9104,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,13,0.6714,0.789000001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,63,0.041400002,0.6403,1,TRUE
Sphaeralcea coccinea,gzun_5a,2005,6,0.2929,0.342999998,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,51,0.252000002,0.328099999,0,FALSE
Sphaeralcea coccinea,gzun_5a,2005,45,0.565499997,0.5152,0,FALSE
Sphaeralcea coccinea,gzun_5a,2005,11,0.623699999,0.594500001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,58,0.237100002,0.772900002,0,FALSE
Sphaeralcea coccinea,gzun_5a,2005,1,0.383099997,0.0182,1,TRUE
Sphaeralcea coccinea,gzun_5a,2005,48,0.514700001,0.715900002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,62,0.368500003,0.527599999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,59,0.2557,0.8447,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,50,0.586399997,0.210700001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2005,55,0.000499999,0.570900001,0,TRUE
Sphaeralcea coccinea,gzun_5a,2005,43,0.072399999,0.3157,0,FALSE
Sphaeralcea coccinea,gzun_5a,2005,10,0.268933335,0.550266666,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,7,0.682900002,0.412400001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,64,0.655299999,0.027000002,1,TRUE
Sphaeralcea coccinea,gzun_5a,2006,68,0.130300002,0.701700001,0,FALSE
Sphaeralcea coccinea,gzun_5a,2006,66,0.561299997,0.258300002,0,FALSE
Sphaeralcea coccinea,gzun_5a,2006,10,0.26698,0.57998,0,FALSE
Sphaeralcea coccinea,gzun_5a,2006,6,0.280199999,0.35695,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,2,0.867499998,0.032400001,1,TRUE
Sphaeralcea coccinea,gzun_5a,2006,21,0.3568,0.858699998,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,1,0.3731,0.033299998,1,TRUE
Sphaeralcea coccinea,gzun_5a,2006,65,0.454300001,0.122399999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,57,0.067299997,0.7812,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,12,0.051600002,0.7299,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,13,0.6582,0.798449998,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,52,0.326,0.991299998,1,TRUE
Sphaeralcea coccinea,gzun_5a,2006,67,0.115000001,0.636399998,0,FALSE
Sphaeralcea coccinea,gzun_5a,2006,49,0.123500002,0.933000001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,3,0.945700003,0.100600002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,62,0.346299997,0.558299999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,11,0.627000002,0.629599998,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,48,0.484599999,0.740599998,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,47,0.877000002,0.578600003,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,40,0.327999999,0.261599999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,50,0.5959,0.221399998,0,FALSE
Sphaeralcea coccinea,gzun_5a,2006,16,0.850149998,0.348050001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,25,0.718400001,0.371100001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2006,18,0.941350001,0.648800001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,12,0.0619,0.7348,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,11,0.633,0.6118,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,1,0.371100001,0.0269,0,TRUE
Sphaeralcea coccinea,gzun_5a,2007,6,0.2609,0.3446,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,21,0.379699999,0.88,0,FALSE
Sphaeralcea coccinea,gzun_5a,2007,2,0.879299998,0.015699999,1,TRUE
Sphaeralcea coccinea,gzun_5a,2007,19,0.800699999,0.653299999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,25,0.733800002,0.355900001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,49,0.163099999,0.957800003,1,TRUE
Sphaeralcea coccinea,gzun_5a,2007,62,0.364900001,0.549000002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,13,0.669299999,0.767999997,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,59,0.231,0.8436,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,18,0.941799999,0.6213,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,48,0.504200002,0.729699997,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,52,0.302499997,0.980299998,0,TRUE
Sphaeralcea coccinea,gzun_5a,2007,16,0.848999999,0.334500001,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,3,0.94985,0.091000001,0,TRUE
Sphaeralcea coccinea,gzun_5a,2007,7,0.694799999,0.4028,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,47,0.8982,0.551400002,1,FALSE
Sphaeralcea coccinea,gzun_5a,2007,63,0.063499999,0.648299997,0,FALSE
Sphaeralcea coccinea,gzun_5a,2007,57,0.0839,0.769099998,0,FALSE
Sphaeralcea coccinea,gzun_5a,2007,64,0.673099999,0.0098,1,TRUE
Sphaeralcea coccinea,gzun_5a,2007,65,0.464099999,0.118799998,0,FALSE
Sphaeralcea coccinea,gzun_5a,2007,40,0.342200003,0.249799999,1,FALSE
Sphaeralcea coccinea,gzun_5a,2008,70,0.955663547,0.734266205,1,TRUE
Sphaeralcea coccinea,gzun_5a,2008,69,0.497531714,0.000312409,1,TRUE
Sphaeralcea coccinea,gzun_5a,2008,48,0.50076029,0.722236482,1,FALSE
Sphaeralcea coccinea,gzun_5a,2008,40,0.318088173,0.272124308,1,FALSE
Sphaeralcea coccinea,gzun_5a,2008,7,0.676974942,0.402446319,1,FALSE
Sphaeralcea coccinea,gzun_5a,2008,18,0.930601622,0.628003642,1,FALSE
Sphaeralcea coccinea,gzun_5a,2008,6,0.278991572,0.366357148,1,FALSE
Sphaeralcea coccinea,gzun_5a,2008,49,0.141873525,0.919223212,0,FALSE
Sphaeralcea coccinea,gzun_5a,2008,59,0.240116269,0.849551058,1,FALSE
Sphaeralcea coccinea,gzun_5a,2008,2,0.860892208,0.000113643,1,TRUE
Sphaeralcea coccinea,gzun_5a,2008,72,0.518804878,0.994910226,0,TRUE
Sphaeralcea coccinea,gzun_5a,2008,11,0.627072389,0.61597392,1,FALSE
Sphaeralcea coccinea,gzun_5a,2008,19,0.786466233,0.666097771,1,FALSE
