Species;seed mass;plant height;lifeform;longevity;light;temperature;continentality;humidity;reaction;nitrogen;salt;habitat
Crambe_maritima;72.61;80;3;3;9;6;5;5;7;8;2;2
Coincya_monensis;1.1;70;5;3;9;8;2;4;6;3;0;3
Rapistrum_rugosum;2.9;80;2;1;7;7;3;4;8;5;0;3
Hirschfeldia_incana;0.1578;80;2;2;8;6;3;3;7;5;0;3
Sinapis_arvensis;2.2;100;2;1;7;5;3;5;8;6;0;3
Brassica_nigra;1.3;120;2;1;8;7;5;8;8;7;0;3
Brassica_elongata;0.77;90;3;2;9;7;7;4;8;5;0;3
Diplotaxis_tenuifolia;0.32;100;5;3;8;7;3;3;5;6;0;3
Diplotaxis_muralis;0.279;40;2;2;8;8;3;4;8;5;0;3
Eruca_sativa;1.8;100;2;1;8;6;3;4;7;6;0;3
Brassica_oleracea;3.94;100;5;3;8;7;2;5;5;8;1;0
Rapistrum_perenne;9.613;80;3;3;9;8;6;3;9;4;0;0
Raphanus_raphanistrum;21.58;70;2;1;6;5;3;5;4;6;0;3
Erucastrum_nasturtiifolium;0.4;80;2;2;8;6;2;7;8;3;0;4
Erucastrum_gallicum;0.2;60;2;2;8;6;4;4;8;4;0;3
Aethionema_saxatile;0.46;35;5;3;9;4;4;4;9;2;0;4
Thesium_alpinum;3.9;30;3;3;8;3;4;4;8;2;0;4
Thesium_linophyllon;6.6;50;4;3;8;7;5;2;8;1;0;4
Thesium_pyrenaicum;3.8002;50;3;3;8;4;4;4;4;2;0;5
Thesium_bavarum;3.59;60;4;3;7;6;4;3;8;2;0;7
Drosera_rotundifolia;0.02;25;3;3;8;4;3;9;1;1;0;1
Drosera_longifolia;0.03;30;3;3;8;4;3;9;3;2;0;1
Drosera_intermedia;0.03;15;3;3;9;5;2;9;2;2;0;1
Myricaria_germanica;0.06;250;6;3;8;4;7;8;8;3;0;7
Armeria_arenaria;0.57;40;3;3;8;8;2;3;6;2;0;4
Limonium_vulgare;1.35;40;3;3;9;6;3;6;7;5;3;2
Rumex_thyrsiflorus;0.5;90;3;3;8;7;7;3;7;4;0;3
Rumex_arifolius;1.7;120;3;3;7;3;5;6;8;6;0;7
Rumex_acetosa;0.8;90;3;3;8;5;5;5;5;6;0;4
Rumex_scutatus;1.3;50;3;3;8;5;2;4;7;3;0;4
Rumex_stenophyllus;0.7;120;3;3;8;6;8;7;8;5;1;3
Rumex_obtusifolius;1.5;120;3;3;7;5;3;6;5;9;0;3
Rumex_crispus;1.5;100;3;3;7;5;3;6;5;6;0;3
Rumex_conglomeratus;1.5;90;3;3;8;6;3;7;5;8;0;3
Rumex_sanguineus;1.13;120;3;3;4;6;2;8;7;7;0;7
Rumex_pulcher;2.1;70;3;3;8;7;3;3;7;7;0;3
Rumex_hydrolapathum;3.2;250;1;3;7;6;3;10;7;7;0;1
Rumex_palustris;0.82;70;2;2;8;7;3;9;9;8;0;3
Rumex_maritimus;0.43;50;2;1;8;7;5;9;8;9;1;3
Rumex_aquaticus;2.11;200;3;3;7;6;7;8;7;8;0;1
Oxyria_digyna;0.72;30;3;3;8;2;5;5;3;3;0;4
Polygonum_oxyspermum;3.3;100;2;2;9;6;4;7;7;8;1;2
Polygonum_aviculare;1.3;80;2;1;7;6;5;4;5;6;0;3
Polygonum_rurivagum;2.09;30;2;1;7;7;3;5;8;7;0;3
Fallopia_dumetorum;3.54;200;2;1;6;6;4;5;5;7;0;3
Fallopia_convolvulus;6.7;100;2;1;7;6;5;5;5;6;0;3
Corrigiola_litoralis;0.31;30;2;1;8;6;2;7;5;5;0;3
Herniaria_hirsuta;0.05;20;2;1;9;7;7;3;4;1;0;4
Herniaria_glabra;0.08;30;2;1;8;6;5;3;4;2;0;4
Illecebrum_verticillatum;0.06;30;2;1;8;7;2;7;3;2;0;3
Spergula_morisonii;0.2;25;2;1;9;5;4;3;1;2;0;4
Spergula_arvensis;0.4;40;2;1;6;5;3;5;3;6;0;3
Spergula_pentandra;0.14;25;2;1;9;6;4;2;6;1;0;4
Spergularia_rubra;0.07;20;2;1;7;5;5;6;3;4;0;3
Scleranthus_perennis;1.97;20;3;3;8;6;4;2;4;1;0;4
Scleranthus_polycarpos;1.9;17;3;2;9;4;3;2;3;1;0;4
Scleranthus_annuus;1.2;20;2;1;6;5;4;5;2;5;0;3
Minuartia_setacea;0.1;20;5;3;9;7;6;2;7;1;0;4
Minuartia_austriaca;0.474;20;3;3;9;2;4;5;9;2;0;4
Minuartia_sedoides;0.26;8;5;3;9;1;2;4;4;1;0;4
Minuartia_viscosa;0.0173;10;2;1;8;6;5;3;5;2;0;4
Minuartia_hybrida;0.22;20;2;1;9;7;3;3;8;3;0;4
Minuartia_verna;0.08;20;5;3;9;4;5;3;5;1;0;4
Minuartia_recurva;0.31;12;3;3;8;1;7;4;3;1;0;4
Honckenya_peploides;8.12;30;4;3;9;6;5;6;7;7;2;2
Sagina_procumbens;0.02;20;5;3;7;5;3;6;7;6;1;3
Sagina_apetala;0.01;10;2;1;8;7;2;6;4;4;0;3
Sagina_maritima;0.18;10;2;1;8;6;5;7;8;3;2;2
Sagina_saginoides;0.02;7;5;3;7;3;3;6;5;4;0;4
Sagina_nodosa;0.03;25;2;1;8;6;3;8;8;5;1;3
Saponaria_officinalis;1.7;70;3;3;7;6;3;5;7;5;0;3
Saponaria_ocymoides;3.6;20;3;3;7;4;2;3;9;2;0;4
Vaccaria_hispanica;5.9;60;2;1;7;6;7;2;9;3;0;3
Gypsophila_fastigiata;0.4;100;5;3;8;8;5;2;6;1;0;4
Gypsophila_repens;0.83;25;5;3;9;5;4;6;9;2;0;4
Gypsophila_muralis;0.03;20;2;1;8;6;5;7;3;3;0;3
Petrorhagia_prolifera;0.33;50;2;1;8;7;3;3;5;2;0;4
Petrorhagia_saxifraga;0.13;45;5;3;9;7;4;2;7;1;0;4
Dianthus_deltoides;0.2;45;5;3;8;5;4;3;3;2;0;5
Dianthus_superbus;0.4298;60;3;3;7;6;7;8;8;2;0;4
Dianthus_gratianopolitanus;1.07;30;5;3;9;7;4;2;7;1;0;4
Dianthus_sylvestris;0.42;10;3;3;6;6;4;4;4;2;0;0
Dianthus_carthusianorum;1.77;50;5;3;8;5;4;3;7;2;0;4
Dianthus_seguieri;1.69;60;3;3;7;6;4;4;3;2;0;5
Agrostemma_githago;12.1;100;2;1;7;5;5;5;5;5;0;3
Silene_pusilla;0.1;15;3;3;8;3;4;7;9;2;0;1
Lychnis_viscaria;0.07;60;3;3;7;6;4;3;4;2;0;4
Silene_armeria;0.14;60;2;1;7;7;4;4;5;2;0;4
Silene_rupestris;0.1;25;3;3;9;3;2;3;3;1;0;4
Lychnis_flos_cuculi;0.19;90;3;3;7;5;3;6;5;5;0;4
Cucubalus_baccifer;1.22;120;3;3;6;6;4;8;8;7;0;3
Silene_conica;0.34;40;2;1;9;7;4;2;5;2;0;4
Silene_noctiflora;1.1;70;2;1;7;6;4;3;8;5;0;3
Silene_dioica;0.69;90;3;3;5;5;4;6;7;8;0;0
Silene_vulgaris;1.6;70;3;3;8;5;5;4;7;4;0;0
Silene_dichotoma;1;70;2;1;7;7;4;4;5;6;0;3
Silene_nutans;0.37;70;3;3;7;5;5;3;7;3;0;7
Silene_acaulis;0.29;3;5;3;9;1;3;4;8;1;0;4
Silene_exscapa;0.2026;5;5;3;9;1;5;4;2;1;0;4
Silene_gallica;0.34;50;2;1;7;7;3;4;7;6;0;3
Silene_chlorantha;0.2976;80;3;3;7;6;8;2;8;2;0;4
Silene_otites;0.25;60;3;2;8;7;7;2;7;2;0;4
Silene_linicola;2.4;60;2;1;7;7;4;4;8;4;0;3
Moenchia_erecta;0.09;10;2;1;9;7;2;2;4;1;0;4
Holosteum_umbellatum;0.15;25;2;1;8;6;5;3;5;2;0;4
Cerastium_glomeratum;0.05;30;2;1;7;5;3;5;5;5;0;3
Cerastium_brachypetalum;0.07;30;2;1;9;7;4;3;8;2;0;4
Cerastium_latifolium;0.35;10;5;3;9;1;4;5;9;3;0;4
Cerastium_uniflorum;0.2156;10;3;3;9;1;4;5;7;3;0;4
Cerastium_semidecandrum;0.04;25;2;1;8;6;3;3;6;5;0;4
Cerastium_diffusum;0.07;25;2;1;8;6;2;4;4;2;0;4
Cerastium_pumilum;0.05;25;2;1;8;7;4;2;8;2;0;4
Cerastium_arvense;0.21;30;5;3;8;5;5;4;6;4;0;3
Cerastium_alpinum;0.28;20;5;3;9;1;2;4;6;2;0;4
Cerastium_fontanum;0.14;30;5;3;6;3;4;5;5;5;0;4
Cerastium_dubium;0.0713;40;2;1;9;6;6;8;7;5;1;3
Stellaria_longifolia;0.1;25;3;3;4;4;7;7;2;2;0;8
Stellaria_graminea;0.27;40;3;3;6;5;5;5;4;3;0;0
Stellaria_nemorum;0.26;70;3;3;4;5;4;7;5;7;0;7
Stellaria_media;0.4;40;2;1;6;5;5;4;7;8;0;3
Stellaria_holostea;2.7;50;5;3;5;6;3;5;6;5;0;7
Arenaria_serpyllifolia;0.07;20;2;1;9;5;5;4;7;5;0;0
Moehringia_trinervia;0.27;40;2;1;4;5;3;5;6;7;0;7
Moehringia_muscosa;0.2267;20;3;3;5;3;2;7;9;2;0;4
Moehringia_ciliata;0.4;13;3;3;9;2;4;5;7;2;0;4
Polycnemum_majus;0.9014;30;2;1;8;7;6;4;8;4;0;3
Polycnemum_arvense;0.8296;50;2;1;8;8;7;3;7;2;0;3
Amaranthus_albus;0.3;60;2;1;8;8;6;2;5;7;1;3
Amaranthus_blitoides;0.9;50;2;1;9;7;6;3;5;8;0;3
Amaranthus_graecizans;0.23;70;2;1;9;9;5;3;9;8;0;3
Amaranthus_blitum;0.3;80;2;1;8;7;3;4;5;8;0;3
Amaranthus_powellii;0.37;100;2;1;8;7;5;4;8;6;1;3
Amaranthus_retroflexus;0.4;100;2;1;8;7;6;4;7;7;1;3
Salicornia_europaea;0.91;40;2;1;9;6;5;8;8;4;3;2
Suaeda_maritima;0.3;50;2;1;8;6;8;8;7;7;3;2
Corispermum_leptopterum;2.705;60;2;1;8;7;5;3;7;6;0;3
Chenopodium_botrys;0.2;50;2;1;8;9;2;4;7;6;0;3
Chenopodium_bonus_henricus;1.73;70;4;3;8;5;2;5;5;9;0;3
Chenopodium_foliosum;0.6;100;2;1;8;5;8;4;7;8;0;3
Chenopodium_urbicum;0.42;90;2;1;7;7;7;4;7;7;0;3
Chenopodium_glaucum;0.23;50;2;1;8;6;7;6;5;9;1;3
Chenopodium_rubrum;0.2;100;2;1;8;5;5;6;5;9;1;3
Chenopodium_hybridum;1.69;90;2;1;7;6;7;5;8;8;0;3
Chenopodium_murale;0.6;50;2;1;8;7;6;4;8;9;0;3
Atriplex_littoralis;1.58;90;2;1;9;6;8;5;5;9;2;2
Atriplex_micrantha;1.858;120;2;1;9;6;8;5;5;6;0;3
Atriplex_patula;1.43;90;2;1;6;6;5;5;7;7;0;3
Atriplex_glabriuscula;3.05;30;2;1;9;6;4;7;7;9;1;2
Atriplex_calotheca;0.9;100;2;1;9;6;5;6;7;8;0;2
Atriplex_prostrata;2.7;90;2;1;8;6;5;6;5;9;0;3
Atriplex_hortensis;5.6;150;2;1;7;6;5;5;7;8;0;3
Atriplex_sagittata;2.656;250;2;1;9;7;7;5;7;7;0;3
Atriplex_oblongifolia;6;120;2;1;9;7;6;4;6;6;1;3
Atriplex_laciniata;21.44;60;2;1;9;6;5;7;7;8;1;2
Atriplex_rosea;2.56;100;2;1;9;6;7;5;7;7;0;3
Halimione_pedunculata;1.19;90;2;1;9;6;5;8;7;8;2;2
Chenopodium_vulvaria;0.46;30;2;1;7;7;4;4;7;9;0;3
Chenopodium_opulifolium;0.6;100;2;1;8;7;3;4;7;6;0;3
Chenopodium_strictum;0.5353;150;2;1;9;7;7;4;5;6;0;3
Chenopodium_ficifolium;0.34;90;2;1;7;7;7;6;5;7;0;3
Chenopodium_polyspermum;0.3;80;2;1;6;6;4;6;5;8;0;3
Montia_fontana;0.19;40;1;2;8;4;2;9;5;4;0;1
Claytonia_perfoliata;0.9;30;2;1;6;6;4;5;7;7;0;3
Portulaca_oleracea;0.2;30;2;1;7;8;3;4;7;7;0;3
Cornus_sanguinea;66.7;400;6;3;7;5;4;5;7;5;0;7
Cornus_mas;210;500;6;3;6;7;4;4;8;4;0;7
Cornus_suecica;32.791;25;3;3;5;4;3;7;2;2;0;8
Impatiens_parviflora;8;80;2;1;4;6;5;5;5;6;0;7
Impatiens_noli_tangere;4.98;80;2;1;4;5;5;7;7;6;0;7
Impatiens_glandulifera;10.16;250;2;1;5;7;2;8;7;7;0;3
Polemonium_caeruleum;0.98;90;3;3;6;4;5;7;8;6;0;4
Collomia_grandiflora;3.48;75;2;1;6;7;3;4;7;3;0;3
Samolus_valerandi;0.03;50;3;3;8;6;3;8;7;5;2;1
Androsace_maxima;1.1;20;2;1;7;8;7;4;7;3;0;3
Androsace_chamaejasme;0.59;7;3;3;9;2;6;5;9;2;0;4
Androsace_septentrionalis;0.17;30;2;1;8;7;7;2;5;2;0;4
Androsace_elongata;0.576;10;2;1;9;8;7;2;6;1;0;4
Androsace_obtusifolia;0.72;12;3;3;8;2;4;5;1;1;0;4
Androsace_vandellii;0.42;10;3;3;9;2;4;4;4;2;0;4
Androsace_lactea;1.0392;15;3;3;8;3;4;4;9;3;0;4
Primula_hirsuta;0.2;7;3;3;8;2;5;5;3;2;0;4
Primula_minima;0.1;5;3;3;8;2;4;5;1;1;0;4
Primula_auricula;0.23;16;3;3;8;3;4;5;8;2;0;4
Primula_farinosa;0.08;20;3;3;8;5;4;8;9;2;0;1
Primula_vulgaris;1.08;25;3;3;6;5;2;5;7;5;0;7
Primula_veris;0.83;30;3;3;7;5;3;4;8;3;0;0
Primula_elatior;0.85;25;3;3;6;5;4;6;7;7;0;0
Soldanella_montana;0.6;25;3;3;5;4;4;6;2;2;0;8
Soldanella_alpina;0.2;15;3;3;7;2;4;7;8;5;0;0
Hottonia_palustris;0.12;50;1;3;7;6;5;10;5;4;0;1
Cyclamen_purpurascens;7;10;4;3;4;6;4;5;9;5;0;7
Trientalis_europaea;0.6;25;4;3;5;5;7;5;3;2;0;8
Anagallis_foemina;0.52;20;2;1;8;7;5;4;9;5;0;3
Anagallis_arvensis;0.5;20;2;1;6;6;3;5;5;6;0;3
Lysimachia_nemorum;0.35;40;5;3;2;5;2;7;7;7;0;7
Anagallis_tenella;0.12;15;5;3;8;6;1;9;5;2;0;4
Lysimachia_punctata;0.291;120;3;3;6;7;4;7;8;4;0;4
Lysimachia_nummularia;0.179;50;5;3;4;6;4;6;5;5;0;0
Lysimachia_vulgaris;0.14;150;3;3;6;5;5;8;5;5;0;0
Lysimachia_thyrsiflora;0.328;60;1;3;7;6;7;9;5;4;0;1
Glaux_maritima;0.44;10;3;3;6;6;7;7;7;5;2;2
Moneses_uniflora;0.04;12;5;3;4;5;5;5;4;2;0;8
Pyrola_rotundifolia;0.02;40;3;3;4;5;5;6;5;3;0;8
Arctostaphylos_alpinus;200;60;5;3;7;2;5;5;5;2;0;8
Arctostaphylos_uva_ursi;18.2;150;5;3;6;3;5;3;5;2;0;8
Loiseleuria_procumbens;0.02;30;5;3;9;2;3;5;3;1;0;8
Rhodothamnus_chamaecistus;0.06;40;5;3;6;3;4;5;8;2;0;8
Rhododendron_ferrugineum;0.03;120;6;3;7;3;4;6;2;2;0;8
Erica_carnea;0.08;25;5;3;7;5;3;3;7;2;0;8
Erica_tetralix;0.02;50;5;3;8;5;1;8;1;2;0;1
Erica_cinerea;0.11;50;5;3;7;6;1;5;2;1;0;5
Calluna_vulgaris;0.03;80;5;3;8;5;3;5;1;1;0;5
Andromeda_polifolia;0.2;40;5;3;9;4;5;9;1;1;0;1
Vaccinium_uliginosum;0.3;80;5;3;6;5;5;5;1;3;0;8
Vaccinium_myrtillus;0.3;60;5;3;5;5;5;5;2;3;0;0
Vaccinium_vitis_idaea;0.3;30;5;3;5;5;5;4;2;1;0;8
Vaccinium_oxycoccos;0.45;15;5;3;7;5;3;9;5;1;0;1
Vaccinium_macrocarpon;0.82;80;5;3;7;5;3;8;1;3;0;1
Heliotropium_europaeum;1.1;40;2;1;7;8;5;4;8;6;0;3
Omphalodes_scorpioides;1.4623;40;3;2;3;6;4;6;8;7;0;7
Asperugo_procumbens;2.5;70;2;1;7;6;6;4;8;9;0;3
Myosotis_discolor;0.2;30;2;1;8;7;2;4;4;2;0;4
Myosotis_sparsiflora;0.2;40;2;1;5;6;6;6;7;7;0;3
Myosotis_stricta;0.1;20;2;1;8;6;5;3;6;2;0;4
Myosotis_ramosissima;0.24;30;2;1;9;6;5;2;7;1;0;4
Myosotis_alpestris;0.83;35;3;3;8;2;4;5;9;4;0;4
Myosotis_arvensis;0.5;60;2;2;6;6;5;5;5;6;0;3
Myosotis_sylvatica;0.65;50;3;2;6;5;3;5;5;7;0;7
Myosotis_laxa;0.175;50;2;2;7;6;3;9;4;7;0;1
Myosotis_scorpioides;0.3;80;3;3;7;5;5;8;5;5;0;4
Lappula_deflexa;2.0068;90;2;2;8;3;7;4;5;8;0;3
Lappula_squarrosa;1.3;30;2;2;8;6;6;3;7;6;0;3
Cynoglossum_officinale;28;90;3;2;8;6;5;4;7;7;0;3
Cynoglossum_germanicum;18.52;90;3;2;6;6;4;5;8;8;0;3
Onosma_arenaria;2.3492;70;3;2;7;8;6;3;8;1;0;4
Echium_vulgare;3.04;100;3;2;9;6;3;4;8;4;0;3
Cerinthe_minor;19.7;60;3;2;8;6;5;4;8;4;0;3
Cerinthe_glabra;6.29;50;3;2;7;5;4;5;8;9;0;3
Lithospermum_officinale;12.92;80;3;3;6;6;5;5;8;5;0;7
Pulmonaria_officinalis;3.64;30;3;3;5;6;5;5;8;6;0;7
Pulmonaria_obscura;7.85;30;3;3;4;5;6;6;8;7;0;7
Nonea_pulla;4.8943;50;3;3;7;6;6;3;9;2;0;4
Symphytum_asperum;4.86;160;3;3;8;6;5;5;5;8;0;3
Symphytum_tuberosum;6.24;40;4;3;4;5;4;6;7;5;0;7
Symphytum_officinale;11.13;120;3;3;7;6;3;7;5;8;0;0
Anchusa_arvensis;5.55;60;2;1;7;6;6;4;5;4;0;3
Anchusa_officinalis;3.91;100;3;3;9;7;5;3;7;5;0;3
Rubia_peregrina;28.62;120;3;3;6;9;1;4;5;3;0;0
Galium_odoratum;5.35;30;3;3;2;5;2;5;6;5;0;7
Galium_spurium;4.62;40;2;1;7;5;5;5;8;5;0;3
Galium_aparine;8.9;100;2;1;7;6;3;5;6;8;0;3
Galium_tricornutum;10.49;30;2;1;7;7;3;3;8;3;0;3
Galium_parisiense;0.2;25;2;1;8;7;3;3;5;2;0;4
Galium_saxatile;0.5;30;5;3;7;5;2;5;2;3;0;5
Galium_anisophyllon;0.7;15;3;3;9;2;4;5;8;3;0;4
Galium_verum;0.58;80;3;3;7;6;5;4;7;3;0;4
Galium_aristatum;1.2;80;4;3;5;5;4;5;6;4;0;7
Galium_sylvaticum;1.3;120;4;3;5;5;4;5;6;5;0;7
Galium_schultesii;0.5957;120;4;3;5;5;5;4;7;4;0;7
Galium_lucidum;0.84;70;3;3;7;6;4;3;8;2;0;7
Galium_glaucum;1.6;40;3;3;8;7;6;2;9;2;0;7
Asperula_cynanchica;0.731;30;3;3;7;7;5;3;8;3;0;4
Sherardia_arvensis;1.66;29;2;1;6;6;3;4;7;5;0;3
Asperula_tinctoria;2.8;80;3;3;5;6;6;4;9;3;0;0
Galium_palustre;0.91;100;3;3;6;5;3;9;5;4;0;1
Asperula_arvensis;5.34;25;2;1;7;7;3;4;9;3;0;3
Cruciata_laevipes;3.58;60;3;3;7;5;5;6;6;7;0;3
Cruciata_glabra;1.43;20;3;3;7;6;4;5;7;5;0;7
Galium_rotundifolium;1;20;3;3;2;5;2;5;5;4;0;7
Galium_boreale;0.64;50;3;3;6;6;7;6;8;2;0;4
Blackstonia_perfoliata;0.01;50;2;1;8;7;3;7;9;4;0;3
Centaurium_pulchellum;0.02;20;2;1;9;6;7;7;9;4;1;3
Centaurium_littorale;0.03;30;2;1;9;6;5;7;8;3;1;2
Centaurium_erythraea;0.01;60;2;1;8;6;5;5;6;6;0;7
Gentiana_cruciata;0.15;45;5;3;7;6;4;3;8;3;0;4
Gentiana_pneumonanthe;0.05;60;3;3;8;5;3;7;5;1;0;4
Gentiana_asclepiadea;0.122;60;3;3;7;5;4;6;7;2;0;4
Gentiana_purpurea;0.5;60;3;3;7;3;4;5;3;2;0;5
Gentiana_punctata;1.9376;60;3;3;8;2;4;5;2;2;0;5
Gentiana_lutea;1.5;150;3;3;7;3;4;5;5;2;0;0
Gentiana_utriculosa;0.06;26;2;1;8;5;4;9;9;2;0;1
Gentiana_bavarica;0.0585;20;3;3;8;2;4;6;8;2;0;4
Gentiana_verna;0.12255;20;5;3;8;5;4;4;7;2;0;4
Gentiana_nivalis;0.03;15;2;1;9;1;2;5;7;3;0;4
Gentiana_acaulis;0.3;8;3;3;8;2;4;5;2;2;0;5
Gentiana_clusii;0.44;8;3;3;9;3;4;5;9;3;0;4
Swertia_perennis;0.38;60;3;3;7;4;7;9;8;3;0;1
Gentianella_tenella;0.05;10;2;2;9;1;7;5;7;2;0;4
Gentianella_germanica;0.17;35;3;2;7;5;4;4;8;3;0;4
Gentianella_aspera;0.13;40;2;2;8;3;4;4;9;2;0;4
Gentianella_uliginosa;0.13;15;2;2;8;6;2;6;7;2;0;4
Gentianella_campestris;0.19;30;2;2;8;5;2;5;4;2;0;5
Vinca_minor;6.13;30;5;3;4;6;2;5;7;6;0;7
Vincetoxicum_hirundinaria;7.19;90;3;3;6;5;5;3;7;3;0;7
Ligustrum_vulgare;21.8;200;6;3;7;6;3;4;8;3;0;7
Fraxinus_excelsior;69.4;3000;6;3;4;5;3;5;7;7;0;7
Fraxinus_ornus;24.7;2000;6;3;5;8;4;3;8;3;0;7
Gratiola_officinalis;0.2;60;3;3;7;7;5;9;7;4;0;4
Linaria_alpina;0.3;25;4;2;9;3;4;4;8;2;0;4
Linaria_repens;0.25;50;4;3;7;6;1;4;4;6;0;4
Linaria_vulgaris;0.16;70;4;3;8;6;5;4;7;5;0;3
Kickxia_spuria;0.41;40;2;1;7;7;2;4;7;3;0;3
Kickxia_elatine;0.33;40;2;1;7;6;2;4;7;3;0;3
Cymbalaria_muralis;0.21;30;5;3;7;7;4;5;8;3;0;4
Antirrhinum_majus;0.2;70;3;3;7;7;2;5;7;6;0;4
Misopates_orontium;0.13;60;2;1;7;7;3;5;5;5;0;3
Plantago_major;0.2;40;3;3;8;5;5;5;5;6;0;3
Plantago_media;0.32;45;3;3;7;5;7;4;7;3;0;5
Plantago_coronopus;0.21;30;3;2;8;7;3;7;7;4;1;2
Plantago_maritima;0.65;60;3;3;8;6;7;7;8;5;2;2
Plantago_serpentina;0.2;60;3;3;9;6;6;4;6;2;0;4
Plantago_alpina;0.35;10;3;3;8;3;2;5;3;2;0;5
Plantago_lanceolata;1.3;50;3;3;6;5;3;5;5;5;0;4
Plantago_arenaria;1;40;2;1;8;7;5;4;7;5;0;3
Veronica_scutellata;0.19;40;3;3;8;5;3;9;3;3;0;1
Veronica_montana;0.39;50;5;3;4;5;2;7;5;6;0;7
Veronica_officinalis;0.13;40;5;3;6;5;3;4;3;4;0;0
Veronica_aphylla;0.06853;4;3;3;8;2;4;5;8;2;0;4
Veronica_urticifolia;0.11;70;5;3;3;4;4;5;7;7;0;7
Veronica_alpina;0.05;15;4;3;7;2;2;6;5;3;0;4
Veronica_beccabunga;0.14;80;1;3;7;5;3;10;7;6;0;1
Veronica_catenata;0.04;60;3;3;8;7;3;9;7;7;0;3
Veronica_anagallis_aquatica;0.04;60;3;3;7;6;3;9;7;6;0;1
Veronica_serpyllifolia;0.05;25;3;3;5;5;3;5;5;5;0;4
Veronica_fruticulosa;0.2;15;5;3;9;3;4;5;9;2;0;4
Veronica_fruticans;0.12;15;5;3;8;2;2;4;5;2;0;5
Veronica_polita;0.35;20;2;1;5;6;3;4;8;7;0;3
Veronica_persica;0.96;40;2;1;6;5;3;5;7;7;0;3
Veronica_filiformis;0.3;25;5;3;7;6;4;5;5;7;0;4
Veronica_agrestis;0.569;25;2;1;6;6;2;6;7;7;0;3
Veronica_prostrata;0.333;40;5;3;9;7;6;2;8;2;0;4
Veronica_austriaca;0.071;50;3;3;8;6;6;3;9;2;0;4
Veronica_teucrium;0.2;60;5;3;7;6;5;3;8;2;0;7
Veronica_arvensis;0.12;30;2;1;7;6;3;5;6;5;0;4
Veronica_chamaedrys;0.21;60;5;3;6;5;3;5;5;5;0;0
Veronica_verna;0.1;55;2;1;8;7;5;2;4;1;0;4
Veronica_dillenii;0.155;30;2;1;8;7;6;2;5;2;0;4
Veronica_praecox;0.18;15;2;1;8;8;5;2;8;1;0;4
Veronica_triphyllos;0.41;15;2;1;6;7;3;4;4;4;0;3
Veronica_hederifolia;4;30;2;1;6;6;3;5;7;7;0;3
Digitalis_purpurea;0.1;200;3;2;7;5;2;5;3;6;0;7
Digitalis_lutea;0.31;120;3;3;7;6;2;5;7;5;0;7
Digitalis_grandiflora;0.18;120;3;2;7;4;4;5;5;5;0;7
Globularia_nudicaulis;0.72;30;3;3;7;2;2;4;8;3;0;4
Globularia_cordifolia;0.57;10;5;3;9;3;4;4;9;2;0;4
Callitriche_hermaphroditica;0.144;30;1;3;7;6;5;10;4;3;0;1
Callitriche_palustris;0.08;25;2;1;6;5;5;10;5;4;0;1
Callitriche_cophocarpa;0.027;30;1;3;8;5;5;10;8;5;0;1
Hippuris_vulgaris;0.92;75;1;3;7;5;5;10;8;5;0;1
Verbena_officinalis;0.33;75;3;3;9;6;3;5;7;7;0;3
Teucrium_scorodonia;0.8;75;3;3;6;5;2;4;2;3;0;7
Teucrium_montanum;0.74;25;5;3;8;5;4;1;9;1;0;4
Teucrium_scordium;0.4;50;3;3;7;7;5;8;8;4;0;3
Teucrium_botrys;1.14;30;2;1;9;6;4;2;8;2;0;4
Teucrium_chamaedrys;1.3;25;5;3;7;6;4;2;8;1;0;0
Ajuga_pyramidalis;1.45;25;3;3;7;3;2;5;1;1;0;5
Ajuga_genevensis;1.35;40;3;3;8;5;5;3;7;2;0;4
Ajuga_reptans;1.4;40;3;3;6;5;2;6;6;6;0;0
Ajuga_chamaepitys;1.7;20;2;2;7;8;2;4;9;2;0;3
Thymus_praecox;0.18;25;5;3;8;6;5;3;8;1;0;4
Thymus_pannonicus;0.1703;20;5;3;8;7;4;2;8;1;0;4
Thymus_serpyllum;0.18;25;5;3;7;6;5;2;5;1;0;4
Thymus_pulegioides;0.15;40;5;3;8;5;4;4;5;1;0;5
Origanum_vulgare;0.1;80;5;3;7;5;3;3;8;3;0;7
Mentha_suaveolens;0.04;80;3;3;8;7;3;8;6;5;0;3
Mentha_longifolia;0.048;80;3;3;7;5;4;8;9;7;0;3
Mentha_arvensis;0.2;40;4;3;7;5;5;8;5;5;0;0
Mentha_aquatica;0.1;80;1;3;7;5;3;9;7;5;0;1
Mentha_pulegium;0.1;25;3;3;8;7;3;7;7;7;1;3
Acinos_arvensis;0.21;30;2;1;9;6;3;2;5;1;0;4
Acinos_alpinus;1.6;45;3;3;9;3;3;5;9;2;0;4
Clinopodium_vulgare;0.4;70;3;3;7;5;3;4;7;3;0;7
Calamintha_nepeta;0.2888;60;3;3;8;7;3;3;9;3;0;7
Salvia_glutinosa;3.4;100;3;3;4;5;4;6;7;7;0;7
Salvia_pratensis;2.5;80;3;3;8;6;4;3;8;4;0;4
Salvia_verticillata;0.9;80;3;3;9;6;6;4;7;5;0;3
Nepeta_cataria;0.55;70;3;3;8;7;3;4;7;7;0;3
Glechoma_hederacea;0.69;40;3;3;6;6;3;6;5;7;0;3
